"Label (Grouping)","Alabama!!Owner-occupied housing units with a mortgage!!Estimate","Alabama!!Percent owner-occupied housing units with a mortgage!!Estimate","Alaska!!Owner-occupied housing units with a mortgage!!Estimate","Alaska!!Percent owner-occupied housing units with a mortgage!!Estimate","Arizona!!Owner-occupied housing units with a mortgage!!Estimate","Arizona!!Percent owner-occupied housing units with a mortgage!!Estimate","Arkansas!!Owner-occupied housing units with a mortgage!!Estimate","Arkansas!!Percent owner-occupied housing units with a mortgage!!Estimate","California!!Owner-occupied housing units with a mortgage!!Estimate","California!!Percent owner-occupied housing units with a mortgage!!Estimate","Colorado!!Owner-occupied housing units with a mortgage!!Estimate","Colorado!!Percent owner-occupied housing units with a mortgage!!Estimate","Connecticut!!Owner-occupied housing units with a mortgage!!Estimate","Connecticut!!Percent owner-occupied housing units with a mortgage!!Estimate","Delaware!!Owner-occupied housing units with a mortgage!!Estimate","Delaware!!Percent owner-occupied housing units with a mortgage!!Estimate","District of Columbia!!Owner-occupied housing units with a mortgage!!Estimate","District of Columbia!!Percent owner-occupied housing units with a mortgage!!Estimate","Florida!!Owner-occupied housing units with a mortgage!!Estimate","Florida!!Percent owner-occupied housing units with a mortgage!!Estimate","Georgia!!Owner-occupied housing units with a mortgage!!Estimate","Georgia!!Percent owner-occupied housing units with a mortgage!!Estimate","Hawaii!!Owner-occupied housing units with a mortgage!!Estimate","Hawaii!!Percent owner-occupied housing units with a mortgage!!Estimate","Idaho!!Owner-occupied housing units with a mortgage!!Estimate","Idaho!!Percent owner-occupied housing units with a mortgage!!Estimate","Illinois!!Owner-occupied housing units with a mortgage!!Estimate","Illinois!!Percent owner-occupied housing units with a mortgage!!Estimate","Indiana!!Owner-occupied housing units with a mortgage!!Estimate","Indiana!!Percent owner-occupied housing units with a mortgage!!Estimate","Iowa!!Owner-occupied housing units with a mortgage!!Estimate","Iowa!!Percent owner-occupied housing units with a mortgage!!Estimate","Kansas!!Owner-occupied housing units with a mortgage!!Estimate","Kansas!!Percent owner-occupied housing units with a mortgage!!Estimate","Kentucky!!Owner-occupied housing units with a mortgage!!Estimate","Kentucky!!Percent owner-occupied housing units with a mortgage!!Estimate","Louisiana!!Owner-occupied housing units with a mortgage!!Estimate","Louisiana!!Percent owner-occupied housing units with a mortgage!!Estimate","Maine!!Owner-occupied housing units with a mortgage!!Estimate","Maine!!Percent owner-occupied housing units with a mortgage!!Estimate","Maryland!!Owner-occupied housing units with a mortgage!!Estimate","Maryland!!Percent owner-occupied housing units with a mortgage!!Estimate","Massachusetts!!Owner-occupied housing units with a mortgage!!Estimate","Massachusetts!!Percent owner-occupied housing units with a mortgage!!Estimate","Michigan!!Owner-occupied housing units with a mortgage!!Estimate","Michigan!!Percent owner-occupied housing units with a mortgage!!Estimate","Minnesota!!Owner-occupied housing units with a mortgage!!Estimate","Minnesota!!Percent owner-occupied housing units with a mortgage!!Estimate","Mississippi!!Owner-occupied housing units with a mortgage!!Estimate","Mississippi!!Percent owner-occupied housing units with a mortgage!!Estimate","Missouri!!Owner-occupied housing units with a mortgage!!Estimate","Missouri!!Percent owner-occupied housing units with a mortgage!!Estimate","Montana!!Owner-occupied housing units with a mortgage!!Estimate","Montana!!Percent owner-occupied housing units with a mortgage!!Estimate","Nebraska!!Owner-occupied housing units with a mortgage!!Estimate","Nebraska!!Percent owner-occupied housing units with a mortgage!!Estimate","Nevada!!Owner-occupied housing units with a mortgage!!Estimate","Nevada!!Percent owner-occupied housing units with a mortgage!!Estimate","New Hampshire!!Owner-occupied housing units with a mortgage!!Estimate","New Hampshire!!Percent owner-occupied housing units with a mortgage!!Estimate","New Jersey!!Owner-occupied housing units with a mortgage!!Estimate","New Jersey!!Percent owner-occupied housing units with a mortgage!!Estimate","New Mexico!!Owner-occupied housing units with a mortgage!!Estimate","New Mexico!!Percent owner-occupied housing units with a mortgage!!Estimate","New York!!Owner-occupied housing units with a mortgage!!Estimate","New York!!Percent owner-occupied housing units with a mortgage!!Estimate","North Carolina!!Owner-occupied housing units with a mortgage!!Estimate","North Carolina!!Percent owner-occupied housing units with a mortgage!!Estimate","North Dakota!!Owner-occupied housing units with a mortgage!!Estimate","North Dakota!!Percent owner-occupied housing units with a mortgage!!Estimate","Ohio!!Owner-occupied housing units with a mortgage!!Estimate","Ohio!!Percent owner-occupied housing units with a mortgage!!Estimate","Oklahoma!!Owner-occupied housing units with a mortgage!!Estimate","Oklahoma!!Percent owner-occupied housing units with a mortgage!!Estimate","Oregon!!Owner-occupied housing units with a mortgage!!Estimate","Oregon!!Percent owner-occupied housing units with a mortgage!!Estimate","Pennsylvania!!Owner-occupied housing units with a mortgage!!Estimate","Pennsylvania!!Percent owner-occupied housing units with a mortgage!!Estimate","Rhode Island!!Owner-occupied housing units with a mortgage!!Estimate","Rhode Island!!Percent owner-occupied housing units with a mortgage!!Estimate","South Carolina!!Owner-occupied housing units with a mortgage!!Estimate","South Carolina!!Percent owner-occupied housing units with a mortgage!!Estimate","South Dakota!!Owner-occupied housing units with a mortgage!!Estimate","South Dakota!!Percent owner-occupied housing units with a mortgage!!Estimate","Tennessee!!Owner-occupied housing units with a mortgage!!Estimate","Tennessee!!Percent owner-occupied housing units with a mortgage!!Estimate","Texas!!Owner-occupied housing units with a mortgage!!Estimate","Texas!!Percent owner-occupied housing units with a mortgage!!Estimate","Utah!!Owner-occupied housing units with a mortgage!!Estimate","Utah!!Percent owner-occupied housing units with a mortgage!!Estimate","Vermont!!Owner-occupied housing units with a mortgage!!Estimate","Vermont!!Percent owner-occupied housing units with a mortgage!!Estimate","Virginia!!Owner-occupied housing units with a mortgage!!Estimate","Virginia!!Percent owner-occupied housing units with a mortgage!!Estimate","Washington!!Owner-occupied housing units with a mortgage!!Estimate","Washington!!Percent owner-occupied housing units with a mortgage!!Estimate","West Virginia!!Owner-occupied housing units with a mortgage!!Estimate","West Virginia!!Percent owner-occupied housing units with a mortgage!!Estimate","Wisconsin!!Owner-occupied housing units with a mortgage!!Estimate","Wisconsin!!Percent owner-occupied housing units with a mortgage!!Estimate","Wyoming!!Owner-occupied housing units with a mortgage!!Estimate","Wyoming!!Percent owner-occupied housing units with a mortgage!!Estimate","Puerto Rico!!Owner-occupied housing units with a mortgage!!Estimate","Puerto Rico!!Percent owner-occupied housing units with a mortgage!!Estimate"
"    MORTGAGE STATUS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        With a mortgage and either a second mortgage or home equity loan","57,512","7.8%","5,001","4.5%","85,286","7.1%","21,244","5.0%","479,838","9.4%","110,201","10.2%","75,009","12.1%","19,858","10.9%","12,793","12.8%","265,999","8.1%","130,287","7.7%","33,078","16.8%","39,278","12.3%","183,069","8.9%","124,674","10.2%","62,987","11.2%","41,453","9.2%","77,171","11.0%","44,049","6.9%","33,300","12.4%","128,753","11.3%","180,266","15.2%","165,205","9.4%","116,643","10.9%","26,625","7.0%","84,078","8.1%","14,031","8.2%","30,803","9.7%","27,812","5.8%","26,727","10.7%","151,755","10.5%","22,056","7.2%","282,479","11.4%","174,014","10.0%","8,541","8.0%","233,669","11.7%","30,827","5.7%","67,853","9.6%","284,606","13.3%","26,205","13.9%","67,114","8.0%","11,459","8.5%","93,437","8.5%","152,103","4.0%","61,221","11.5%","15,358","12.9%","166,212","10.9%","131,995","10.2%","23,761","9.5%","132,076","12.8%","7,956","7.9%","6,718","2.3%"
"            Only Second mortgage","12,220","1.7%","1,597","1.4%","17,269","1.4%","5,044","1.2%","89,106","1.7%","17,356","1.6%","13,219","2.1%","3,073","1.7%","3,150","3.1%","47,208","1.4%","26,168","1.6%","4,431","2.3%","7,411","2.3%","28,574","1.4%","19,401","1.6%","14,603","2.6%","6,255","1.4%","10,689","1.5%","9,038","1.4%","2,814","1.0%","22,733","2.0%","19,864","1.7%","21,036","1.2%","22,573","2.1%","5,850","1.5%","13,489","1.3%","2,647","1.5%","5,333","1.7%","4,459","0.9%","2,962","1.2%","19,764","1.4%","7,920","2.6%","30,091","1.2%","24,015","1.4%","1,327","1.2%","29,556","1.5%","8,608","1.6%","10,517","1.5%","28,795","1.3%","3,509","1.9%","10,450","1.2%","1,683","1.2%","13,809","1.3%","41,464","1.1%","13,704","2.6%","1,112","0.9%","29,987","2.0%","23,552","1.8%","3,636","1.4%","18,231","1.8%","3,509","3.5%","4,250","1.4%"
"            Only Home equity loan","43,536","5.9%","3,377","3.1%","65,275","5.4%","15,372","3.6%","371,231","7.3%","90,004","8.4%","60,253","9.7%","16,417","9.0%","8,586","8.6%","210,934","6.4%","100,541","6.0%","27,142","13.8%","31,279","9.8%","147,410","7.1%","102,512","8.4%","46,123","8.2%","33,535","7.5%","64,486","9.2%","33,093","5.2%","29,343","10.9%","101,738","8.9%","156,188","13.2%","140,694","8.0%","90,839","8.5%","19,347","5.1%","67,709","6.5%","10,920","6.4%","24,838","7.8%","22,663","4.8%","22,706","9.1%","127,434","8.8%","12,695","4.2%","242,802","9.8%","145,521","8.4%","6,984","6.5%","196,575","9.9%","20,559","3.8%","55,472","7.9%","246,739","11.5%","22,076","11.7%","54,987","6.5%","9,235","6.8%","76,426","7.0%","105,552","2.8%","45,707","8.6%","13,806","11.6%","131,495","8.6%","103,882","8.0%","19,506","7.8%","109,490","10.7%","4,281","4.2%","1,583","0.5%"
"            Both second mortgage and home equity loan","1,756","0.2%","27","0.0%","2,742","0.2%","828","0.2%","19,501","0.4%","2,841","0.3%","1,537","0.2%","368","0.2%","1,057","1.1%","7,857","0.2%","3,578","0.2%","1,505","0.8%","588","0.2%","7,085","0.3%","2,761","0.2%","2,261","0.4%","1,663","0.4%","1,996","0.3%","1,918","0.3%","1,143","0.4%","4,282","0.4%","4,214","0.4%","3,475","0.2%","3,231","0.3%","1,428","0.4%","2,880","0.3%","464","0.3%","632","0.2%","690","0.1%","1,059","0.4%","4,557","0.3%","1,441","0.5%","9,586","0.4%","4,478","0.3%","230","0.2%","7,538","0.4%","1,660","0.3%","1,864","0.3%","9,072","0.4%","620","0.3%","1,677","0.2%","541","0.4%","3,202","0.3%","5,087","0.1%","1,810","0.3%","440","0.4%","4,730","0.3%","4,561","0.4%","619","0.2%","4,355","0.4%","166","0.2%","885","0.3%"
"        No second mortgage and no home equity loan","661,917","89.6%","103,625","93.8%","1,099,893","91.2%","401,358","93.7%","4,540,402","89.0%","949,408","88.1%","519,380","83.6%","157,317","86.0%","86,552","86.4%","2,918,184","89.2%","1,523,213","90.4%","156,043","79.3%","273,145","85.6%","1,827,729","88.5%","1,055,635","86.2%","486,313","86.4%","397,164","88.3%","597,239","85.4%","582,414","91.3%","220,432","82.2%","980,505","85.8%","953,131","80.5%","1,529,297","87.4%","930,046","86.9%","347,402","90.8%","927,398","89.4%","153,017","89.5%","278,729","87.7%","441,531","92.7%","212,280","85.0%","1,231,295","85.0%","278,797","91.3%","2,060,888","83.5%","1,501,244","86.6%","96,365","89.8%","1,656,002","83.1%","506,443","93.0%","622,627","88.2%","1,711,716","79.9%","153,086","80.9%","752,460","89.4%","120,374","88.9%","975,134","88.9%","3,607,206","94.3%","459,447","86.0%","97,682","82.3%","1,323,200","86.4%","1,132,625","87.8%","216,498","86.3%","859,490","83.6%","91,044","90.4%","288,637","97.7%"
"        Home equity loan without a primary mortgage","19,564","2.6%","1,905","1.7%","20,416","1.7%","5,576","1.3%","78,542","1.5%","17,534","1.6%","26,558","4.3%","5,732","3.1%","777","0.8%","86,136","2.6%","30,988","1.8%","7,736","3.9%","6,681","2.1%","54,392","2.6%","44,239","3.6%","13,554","2.4%","11,426","2.5%","25,263","3.6%","11,726","1.8%","14,335","5.3%","32,989","2.9%","50,478","4.3%","55,245","3.2%","23,828","2.2%","8,743","2.3%","26,037","2.5%","3,996","2.3%","8,218","2.6%","6,729","1.4%","10,828","4.3%","65,059","4.5%","4,358","1.4%","125,292","5.1%","57,488","3.3%","2,365","2.2%","103,061","5.2%","7,509","1.4%","15,389","2.2%","145,493","6.8%","9,899","5.2%","22,103","2.6%","3,532","2.6%","28,531","2.6%","65,298","1.7%","13,642","2.6%","5,690","4.8%","42,399","2.8%","25,989","2.0%","10,751","4.3%","36,431","3.5%","1,761","1.7%","156","0.1%"
"    HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Less than $10,000","20,201","2.7%","2,243","2.0%","30,393","2.5%","10,778","2.5%","117,030","2.3%","22,414","2.1%","12,759","2.1%","4,664","2.5%","2,088","2.1%","92,589","2.8%","39,996","2.4%","4,714","2.4%","6,387","2.0%","49,276","2.4%","25,595","2.1%","8,319","1.5%","9,044","2.0%","19,559","2.8%","20,974","3.3%","6,432","2.4%","24,342","2.1%","19,684","1.7%","37,329","2.1%","13,987","1.3%","11,906","3.1%","20,188","1.9%","2,722","1.6%","4,712","1.5%","13,943","2.9%","2,759","1.1%","23,772","1.6%","12,264","4.0%","49,926","2.0%","43,714","2.5%","1,696","1.6%","41,206","2.1%","13,699","2.5%","13,454","1.9%","41,874","2.0%","3,013","1.6%","24,322","2.9%","1,987","1.5%","25,875","2.4%","86,543","2.3%","9,002","1.7%","1,111","0.9%","28,185","1.8%","24,780","1.9%","7,155","2.9%","17,359","1.7%","2,521","2.5%","22,804","7.7%"
"        $10,000 to $24,999","50,379","6.8%","3,692","3.3%","56,670","4.7%","32,313","7.5%","185,474","3.6%","36,183","3.4%","20,401","3.3%","8,991","4.9%","1,713","1.7%","195,374","6.0%","82,710","4.9%","7,831","4.0%","17,309","5.4%","84,501","4.1%","60,705","5.0%","23,707","4.2%","18,668","4.1%","45,392","6.5%","42,485","6.7%","13,656","5.1%","36,737","3.2%","38,970","3.3%","92,563","5.3%","32,789","3.1%","29,594","7.7%","52,330","5.0%","6,761","4.0%","11,260","3.5%","21,288","4.5%","7,230","2.9%","42,045","2.9%","19,245","6.3%","92,893","3.8%","96,420","5.6%","3,502","3.3%","97,246","4.9%","30,042","5.5%","29,236","4.1%","93,723","4.4%","5,593","3.0%","52,358","6.2%","5,497","4.1%","63,448","5.8%","157,346","4.1%","16,112","3.0%","4,770","4.0%","57,424","3.7%","38,397","3.0%","16,823","6.7%","39,138","3.8%","4,219","4.2%","60,826","20.6%"
"        $25,000 to $34,999","38,991","5.3%","3,181","2.9%","52,466","4.4%","24,438","5.7%","153,615","3.0%","34,939","3.2%","18,017","2.9%","6,127","3.3%","2,954","3.0%","177,623","5.4%","76,672","4.6%","5,004","2.5%","15,144","4.7%","85,460","4.1%","72,915","6.0%","26,145","4.6%","20,720","4.6%","37,721","5.4%","34,656","5.4%","12,608","4.7%","30,542","2.7%","31,737","2.7%","88,475","5.1%","39,384","3.7%","23,806","6.2%","50,108","4.8%","7,850","4.6%","12,881","4.1%","28,707","6.0%","5,800","2.3%","40,235","2.8%","18,541","6.1%","86,873","3.5%","90,438","5.2%","4,111","3.8%","95,274","4.8%","29,506","5.4%","28,733","4.1%","87,068","4.1%","6,696","3.5%","46,793","5.6%","6,243","4.6%","63,143","5.8%","159,375","4.2%","18,585","3.5%","5,717","4.8%","54,113","3.5%","36,590","2.8%","15,941","6.4%","44,194","4.3%","4,457","4.4%","42,784","14.5%"
"        $35,000 to $49,999","76,100","10.3%","6,980","6.3%","104,100","8.6%","48,082","11.2%","290,245","5.7%","74,248","6.9%","38,887","6.3%","15,695","8.6%","3,037","3.0%","307,983","9.4%","137,334","8.2%","12,222","6.2%","26,412","8.3%","160,380","7.8%","114,517","9.4%","50,279","8.9%","39,408","8.8%","72,364","10.3%","63,402","9.9%","24,301","9.1%","62,378","5.5%","59,082","5.0%","166,049","9.5%","76,704","7.2%","42,794","11.2%","100,817","9.7%","17,373","10.2%","24,027","7.6%","39,607","8.3%","14,652","5.9%","74,390","5.1%","35,867","11.8%","155,029","6.3%","159,746","9.2%","7,409","6.9%","184,072","9.2%","54,900","10.1%","53,572","7.6%","167,219","7.8%","12,187","6.4%","84,245","10.0%","11,997","8.9%","108,935","9.9%","289,608","7.6%","31,945","6.0%","8,699","7.3%","101,706","6.6%","75,141","5.8%","26,308","10.5%","86,947","8.5%","8,455","8.4%","50,325","17.0%"
"        $50,000 to $74,999","137,802","18.6%","14,735","13.3%","197,282","16.4%","82,220","19.2%","579,680","11.4%","144,002","13.4%","76,629","12.3%","30,900","16.9%","8,681","8.7%","572,307","17.5%","262,852","15.6%","23,737","12.1%","63,133","19.8%","310,129","15.0%","234,714","19.2%","101,915","18.1%","78,420","17.4%","127,155","18.2%","120,504","18.9%","42,044","15.7%","134,609","11.8%","123,914","10.5%","317,415","18.1%","163,559","15.3%","70,537","18.4%","192,274","18.5%","30,478","17.8%","52,548","16.5%","76,796","16.1%","32,283","12.9%","161,115","11.1%","52,104","17.1%","320,080","13.0%","296,173","17.1%","15,329","14.3%","350,367","17.6%","104,808","19.2%","107,429","15.2%","332,948","15.5%","29,521","15.6%","156,337","18.6%","24,756","18.3%","198,758","18.1%","567,718","14.8%","88,004","16.5%","19,320","16.3%","200,164","13.1%","163,666","12.7%","45,707","18.2%","180,970","17.6%","18,391","18.3%","55,296","18.7%"
"        $75,000 to $99,999","122,817","16.6%","17,489","15.8%","186,560","15.5%","69,333","16.2%","608,852","11.9%","151,984","14.1%","75,559","12.2%","29,367","16.1%","9,766","9.8%","509,552","15.6%","268,765","16.0%","27,705","14.1%","55,199","17.3%","294,554","14.3%","210,894","17.2%","101,251","18.0%","73,309","16.3%","116,799","16.7%","96,418","15.1%","49,365","18.4%","137,426","12.0%","135,669","11.5%","277,489","15.9%","162,983","15.2%","65,486","17.1%","170,213","16.4%","28,220","16.5%","57,707","18.2%","74,071","15.6%","31,928","12.8%","168,889","11.7%","46,365","15.2%","326,567","13.2%","271,096","15.6%","21,434","20.0%","337,851","17.0%","88,575","16.3%","103,384","14.6%","333,233","15.6%","26,968","14.3%","130,979","15.6%","26,607","19.7%","177,491","16.2%","552,923","14.5%","88,760","16.6%","21,683","18.3%","197,434","12.9%","175,841","13.6%","43,785","17.4%","171,185","16.7%","19,456","19.3%","27,775","9.4%"
"        $100,000 to $149,999","155,240","21.0%","27,572","24.9%","287,200","23.8%","87,200","20.4%","1,099,916","21.6%","253,603","23.5%","143,811","23.2%","37,740","20.6%","16,975","17.0%","688,574","21.1%","378,378","22.5%","43,485","22.1%","75,094","23.5%","481,470","23.3%","277,391","22.7%","140,608","25.0%","109,854","24.4%","155,892","22.3%","129,364","20.3%","64,794","24.2%","266,525","23.3%","258,791","21.9%","392,888","22.5%","267,097","25.0%","83,991","21.9%","228,836","22.1%","39,865","23.3%","80,375","25.3%","104,882","22.0%","67,924","27.2%","328,769","22.7%","62,262","20.4%","556,246","22.5%","373,272","21.5%","29,963","27.9%","460,417","23.1%","125,143","23.0%","174,111","24.7%","509,194","23.8%","50,513","26.7%","188,727","22.4%","34,569","25.5%","236,857","21.6%","906,320","23.7%","140,626","26.3%","28,765","24.2%","354,926","23.2%","307,962","23.9%","52,491","20.9%","267,662","26.0%","25,062","24.9%","20,347","6.9%"
"        $150,000 or more","137,463","18.6%","34,639","31.3%","290,924","24.1%","73,814","17.2%","2,063,970","40.5%","359,770","33.4%","234,884","37.8%","49,423","27.0%","54,908","54.8%","726,317","22.2%","437,781","26.0%","72,159","36.7%","60,426","18.9%","599,420","29.0%","227,817","18.6%","110,630","19.7%","100,620","22.4%","124,791","17.8%","130,386","20.4%","54,867","20.5%","449,688","39.4%","516,028","43.6%","377,539","21.6%","314,014","29.3%","54,656","14.3%","222,747","21.5%","37,775","22.1%","74,240","23.4%","116,778","24.5%","87,259","34.9%","608,894","42.0%","58,563","19.2%","881,045","35.7%","401,887","23.2%","23,827","22.2%","426,299","21.4%","98,106","18.0%","195,950","27.8%","576,556","26.9%","54,699","28.9%","157,916","18.8%","23,709","17.5%","222,595","20.3%","1,104,774","28.9%","141,276","26.4%","28,665","24.1%","537,859","35.1%","468,232","36.3%","42,800","17.1%","220,542","21.5%","18,200","18.1%","15,354","5.2%"
"        Median household income (dollars)","83,673","83,673","111,511","111,511","96,135","96,135","80,393","80,393","125,821","125,821","112,931","112,931","121,125","121,125","95,262","95,262","163,111","163,111","88,181","88,181","97,240","97,240","116,392","116,392","88,360","88,360","103,775","103,775","86,256","86,256","92,167","92,167","94,440","94,440","84,584","84,584","84,006","84,006","92,405","92,405","125,746","125,746","133,816","133,816","89,972","89,972","107,022","107,022","80,190","80,190","89,131","89,131","92,127","92,127","98,059","98,059","93,806","93,806","121,643","121,643","131,170","131,170","82,663","82,663","115,791","115,791","90,896","90,896","100,215","100,215","91,272","91,272","84,879","84,879","103,145","103,145","101,122","101,122","107,245","107,245","84,653","84,653","89,568","89,568","87,047","87,047","103,831","103,831","103,659","103,659","97,846","97,846","115,229","115,229","118,975","118,975","81,194","81,194","96,125","96,125","89,705","89,705","40,665","40,665"
"    RATIO OF VALUE TO HOUSEHOLD INCOME IN THE PAST 12 MONTHS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Less than 2.0","297,823","40.3%","30,672","27.7%","198,004","16.4%","190,332","44.5%","423,761","8.3%","114,066","10.6%","213,876","34.4%","46,209","25.3%","11,001","11.0%","679,271","20.8%","526,836","31.3%","14,587","7.4%","41,532","13.0%","860,488","41.7%","517,810","42.3%","266,166","47.3%","204,192","45.4%","288,459","41.2%","234,384","36.7%","82,215","30.7%","282,152","24.7%","195,185","16.5%","700,454","40.0%","326,800","30.5%","169,089","44.2%","416,017","40.1%","32,537","19.0%","137,361","43.2%","62,607","13.2%","69,876","28.0%","377,309","26.1%","85,535","28.0%","762,690","30.9%","518,253","29.9%","39,532","36.9%","925,618","46.4%","245,638","45.1%","83,527","11.8%","868,808","40.6%","41,804","22.1%","258,761","30.7%","42,536","31.4%","312,469","28.5%","1,329,082","34.8%","64,673","12.1%","35,805","30.2%","359,395","23.5%","131,618","10.2%","121,836","48.5%","372,016","36.2%","23,362","23.2%","71,274","24.1%"
"        2.0 to 2.9","175,484","23.7%","28,626","25.9%","261,058","21.7%","100,515","23.5%","640,289","12.6%","202,588","18.8%","158,469","25.5%","44,512","24.3%","21,604","21.6%","757,104","23.2%","440,041","26.1%","15,142","7.7%","56,250","17.6%","526,600","25.5%","323,268","26.4%","145,089","25.8%","114,997","25.6%","179,142","25.6%","156,328","24.5%","66,478","24.8%","309,309","27.1%","282,640","23.9%","443,909","25.4%","308,970","28.9%","93,152","24.3%","286,037","27.6%","34,112","19.9%","85,558","26.9%","94,436","19.8%","66,889","26.8%","381,286","26.3%","79,840","26.2%","519,902","21.1%","456,509","26.3%","29,698","27.7%","498,729","25.0%","134,403","24.7%","133,417","18.9%","554,282","25.9%","47,667","25.2%","207,217","24.6%","39,078","28.9%","267,892","24.4%","1,012,742","26.5%","97,673","18.3%","31,398","26.4%","393,674","25.7%","238,348","18.5%","54,278","21.6%","291,818","28.4%","28,588","28.4%","66,945","22.7%"
"        3.0 to 3.9","97,793","13.2%","20,058","18.1%","221,995","18.4%","50,664","11.8%","798,455","15.7%","222,831","20.7%","87,460","14.1%","32,566","17.8%","20,372","20.3%","561,033","17.2%","253,723","15.1%","25,269","12.8%","58,856","18.4%","252,127","12.2%","151,910","12.4%","68,961","12.3%","54,438","12.1%","88,573","12.7%","86,181","13.5%","41,554","15.5%","195,120","17.1%","217,084","18.3%","232,614","13.3%","175,845","16.4%","40,986","10.7%","131,959","12.7%","28,648","16.7%","41,625","13.1%","85,579","18.0%","41,174","16.5%","235,432","16.3%","44,174","14.5%","330,576","13.4%","273,979","15.8%","16,630","15.5%","226,656","11.4%","62,225","11.4%","138,657","19.6%","274,734","12.8%","33,343","17.6%","127,218","15.1%","21,367","15.8%","178,451","16.3%","547,511","14.3%","107,014","20.0%","17,928","15.1%","285,577","18.6%","253,251","19.6%","26,720","10.6%","146,631","14.3%","17,835","17.7%","42,950","14.5%"
"        4.0 or more","163,282","22.1%","30,234","27.4%","517,377","42.9%","85,336","19.9%","3,203,400","62.8%","532,375","49.4%","158,003","25.4%","58,411","31.9%","46,849","46.8%","1,249,993","38.2%","454,944","27.0%","140,245","71.2%","160,963","50.4%","411,193","19.9%","225,912","18.4%","80,711","14.3%","74,267","16.5%","138,872","19.8%","155,790","24.4%","76,328","28.5%","349,914","30.6%","485,140","41.0%","364,130","20.8%","255,681","23.9%","78,029","20.4%","198,667","19.1%","75,050","43.9%","51,309","16.1%","229,345","48.2%","71,554","28.6%","448,464","31.0%","91,899","30.1%","841,509","34.1%","473,760","27.3%","20,948","19.5%","334,267","16.8%","99,651","18.3%","347,296","49.2%","435,037","20.3%","65,172","34.4%","244,295","29.0%","32,016","23.7%","330,392","30.1%","913,452","23.9%","262,995","49.2%","33,357","28.1%","485,094","31.7%","660,520","51.2%","46,946","18.7%","213,530","20.8%","30,331","30.1%","108,760","36.8%"
"        Not computed","4,611","0.6%","941","0.9%","7,161","0.6%","1,331","0.3%","32,877","0.6%","5,283","0.5%","3,139","0.5%","1,209","0.7%","296","0.3%","22,918","0.7%","8,944","0.5%","1,614","0.8%","1,503","0.5%","14,782","0.7%","5,648","0.5%","1,927","0.3%","2,149","0.5%","4,627","0.7%","5,506","0.9%","1,492","0.6%","5,752","0.5%","3,826","0.3%","8,640","0.5%","3,221","0.3%","1,514","0.4%","4,833","0.5%","697","0.4%","1,897","0.6%","4,105","0.9%","342","0.1%","5,618","0.4%","3,763","1.2%","13,982","0.6%","10,245","0.6%","463","0.4%","7,462","0.4%","2,862","0.5%","2,972","0.4%","8,954","0.4%","1,204","0.6%","4,186","0.5%","368","0.3%","7,898","0.7%","21,820","0.6%","1,955","0.4%","242","0.2%","8,071","0.5%","6,872","0.5%","1,230","0.5%","4,002","0.4%","645","0.6%","5,582","1.9%"
"    MONTHLY HOUSING COSTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Less than $200","762","0.1%","24","0.0%","1,668","0.1%","318","0.1%","8,477","0.2%","1,576","0.1%","277","0.0%","470","0.3%","51","0.1%","3,577","0.1%","1,871","0.1%","90","0.0%","529","0.2%","3,385","0.2%","882","0.1%","146","0.0%","196","0.0%","424","0.1%","571","0.1%","0","0.0%","1,572","0.1%","1,610","0.1%","2,892","0.2%","865","0.1%","212","0.1%","1,143","0.1%","288","0.2%","256","0.1%","586","0.1%","180","0.1%","2,069","0.1%","1,116","0.4%","1,829","0.1%","2,079","0.1%","246","0.2%","1,508","0.1%","556","0.1%","657","0.1%","3,426","0.2%","135","0.1%","910","0.1%","27","0.0%","1,191","0.1%","2,462","0.1%","503","0.1%","0","0.0%","2,399","0.2%","1,899","0.1%","114","0.0%","437","0.0%","183","0.2%","510","0.2%"
