"Label (Grouping)","Alabama!!Owner-occupied housing units with a mortgage!!Estimate","Alabama!!Percent owner-occupied housing units with a mortgage!!Estimate","Alaska!!Owner-occupied housing units with a mortgage!!Estimate","Alaska!!Percent owner-occupied housing units with a mortgage!!Estimate","Arizona!!Owner-occupied housing units with a mortgage!!Estimate","Arizona!!Percent owner-occupied housing units with a mortgage!!Estimate","Arkansas!!Owner-occupied housing units with a mortgage!!Estimate","Arkansas!!Percent owner-occupied housing units with a mortgage!!Estimate","California!!Owner-occupied housing units with a mortgage!!Estimate","California!!Percent owner-occupied housing units with a mortgage!!Estimate","Colorado!!Owner-occupied housing units with a mortgage!!Estimate","Colorado!!Percent owner-occupied housing units with a mortgage!!Estimate","Connecticut!!Owner-occupied housing units with a mortgage!!Estimate","Connecticut!!Percent owner-occupied housing units with a mortgage!!Estimate","Delaware!!Owner-occupied housing units with a mortgage!!Estimate","Delaware!!Percent owner-occupied housing units with a mortgage!!Estimate","District of Columbia!!Owner-occupied housing units with a mortgage!!Estimate","District of Columbia!!Percent owner-occupied housing units with a mortgage!!Estimate","Florida!!Owner-occupied housing units with a mortgage!!Estimate","Florida!!Percent owner-occupied housing units with a mortgage!!Estimate","Georgia!!Owner-occupied housing units with a mortgage!!Estimate","Georgia!!Percent owner-occupied housing units with a mortgage!!Estimate","Hawaii!!Owner-occupied housing units with a mortgage!!Estimate","Hawaii!!Percent owner-occupied housing units with a mortgage!!Estimate","Idaho!!Owner-occupied housing units with a mortgage!!Estimate","Idaho!!Percent owner-occupied housing units with a mortgage!!Estimate","Illinois!!Owner-occupied housing units with a mortgage!!Estimate","Illinois!!Percent owner-occupied housing units with a mortgage!!Estimate","Indiana!!Owner-occupied housing units with a mortgage!!Estimate","Indiana!!Percent owner-occupied housing units with a mortgage!!Estimate","Iowa!!Owner-occupied housing units with a mortgage!!Estimate","Iowa!!Percent owner-occupied housing units with a mortgage!!Estimate","Kansas!!Owner-occupied housing units with a mortgage!!Estimate","Kansas!!Percent owner-occupied housing units with a mortgage!!Estimate","Kentucky!!Owner-occupied housing units with a mortgage!!Estimate","Kentucky!!Percent owner-occupied housing units with a mortgage!!Estimate","Louisiana!!Owner-occupied housing units with a mortgage!!Estimate","Louisiana!!Percent owner-occupied housing units with a mortgage!!Estimate","Maine!!Owner-occupied housing units with a mortgage!!Estimate","Maine!!Percent owner-occupied housing units with a mortgage!!Estimate","Maryland!!Owner-occupied housing units with a mortgage!!Estimate","Maryland!!Percent owner-occupied housing units with a mortgage!!Estimate","Massachusetts!!Owner-occupied housing units with a mortgage!!Estimate","Massachusetts!!Percent owner-occupied housing units with a mortgage!!Estimate","Michigan!!Owner-occupied housing units with a mortgage!!Estimate","Michigan!!Percent owner-occupied housing units with a mortgage!!Estimate","Minnesota!!Owner-occupied housing units with a mortgage!!Estimate","Minnesota!!Percent owner-occupied housing units with a mortgage!!Estimate","Mississippi!!Owner-occupied housing units with a mortgage!!Estimate","Mississippi!!Percent owner-occupied housing units with a mortgage!!Estimate","Missouri!!Owner-occupied housing units with a mortgage!!Estimate","Missouri!!Percent owner-occupied housing units with a mortgage!!Estimate","Montana!!Owner-occupied housing units with a mortgage!!Estimate","Montana!!Percent owner-occupied housing units with a mortgage!!Estimate","Nebraska!!Owner-occupied housing units with a mortgage!!Estimate","Nebraska!!Percent owner-occupied housing units with a mortgage!!Estimate","Nevada!!Owner-occupied housing units with a mortgage!!Estimate","Nevada!!Percent owner-occupied housing units with a mortgage!!Estimate","New Hampshire!!Owner-occupied housing units with a mortgage!!Estimate","New Hampshire!!Percent owner-occupied housing units with a mortgage!!Estimate","New Jersey!!Owner-occupied housing units with a mortgage!!Estimate","New Jersey!!Percent owner-occupied housing units with a mortgage!!Estimate","New Mexico!!Owner-occupied housing units with a mortgage!!Estimate","New Mexico!!Percent owner-occupied housing units with a mortgage!!Estimate","New York!!Owner-occupied housing units with a mortgage!!Estimate","New York!!Percent owner-occupied housing units with a mortgage!!Estimate","North Carolina!!Owner-occupied housing units with a mortgage!!Estimate","North Carolina!!Percent owner-occupied housing units with a mortgage!!Estimate","North Dakota!!Owner-occupied housing units with a mortgage!!Estimate","North Dakota!!Percent owner-occupied housing units with a mortgage!!Estimate","Ohio!!Owner-occupied housing units with a mortgage!!Estimate","Ohio!!Percent owner-occupied housing units with a mortgage!!Estimate","Oklahoma!!Owner-occupied housing units with a mortgage!!Estimate","Oklahoma!!Percent owner-occupied housing units with a mortgage!!Estimate","Oregon!!Owner-occupied housing units with a mortgage!!Estimate","Oregon!!Percent owner-occupied housing units with a mortgage!!Estimate","Pennsylvania!!Owner-occupied housing units with a mortgage!!Estimate","Pennsylvania!!Percent owner-occupied housing units with a mortgage!!Estimate","Rhode Island!!Owner-occupied housing units with a mortgage!!Estimate","Rhode Island!!Percent owner-occupied housing units with a mortgage!!Estimate","South Carolina!!Owner-occupied housing units with a mortgage!!Estimate","South Carolina!!Percent owner-occupied housing units with a mortgage!!Estimate","South Dakota!!Owner-occupied housing units with a mortgage!!Estimate","South Dakota!!Percent owner-occupied housing units with a mortgage!!Estimate","Tennessee!!Owner-occupied housing units with a mortgage!!Estimate","Tennessee!!Percent owner-occupied housing units with a mortgage!!Estimate","Texas!!Owner-occupied housing units with a mortgage!!Estimate","Texas!!Percent owner-occupied housing units with a mortgage!!Estimate","Utah!!Owner-occupied housing units with a mortgage!!Estimate","Utah!!Percent owner-occupied housing units with a mortgage!!Estimate","Vermont!!Owner-occupied housing units with a mortgage!!Estimate","Vermont!!Percent owner-occupied housing units with a mortgage!!Estimate","Virginia!!Owner-occupied housing units with a mortgage!!Estimate","Virginia!!Percent owner-occupied housing units with a mortgage!!Estimate","Washington!!Owner-occupied housing units with a mortgage!!Estimate","Washington!!Percent owner-occupied housing units with a mortgage!!Estimate","West Virginia!!Owner-occupied housing units with a mortgage!!Estimate","West Virginia!!Percent owner-occupied housing units with a mortgage!!Estimate","Wisconsin!!Owner-occupied housing units with a mortgage!!Estimate","Wisconsin!!Percent owner-occupied housing units with a mortgage!!Estimate","Wyoming!!Owner-occupied housing units with a mortgage!!Estimate","Wyoming!!Percent owner-occupied housing units with a mortgage!!Estimate","Puerto Rico!!Owner-occupied housing units with a mortgage!!Estimate","Puerto Rico!!Percent owner-occupied housing units with a mortgage!!Estimate"
"        $200 to $399","7,125","1.0%","594","0.5%","5,043","0.4%","2,635","0.6%","14,505","0.3%","4,381","0.4%","1,973","0.3%","1,033","0.6%","291","0.3%","15,182","0.5%","7,289","0.4%","408","0.2%","1,178","0.4%","10,428","0.5%","8,552","0.7%","2,738","0.5%","1,771","0.4%","4,669","0.7%","3,421","0.5%","1,078","0.4%","3,803","0.3%","2,710","0.2%","8,075","0.5%","3,674","0.3%","1,472","0.4%","7,390","0.7%","1,025","0.6%","1,279","0.4%","2,482","0.5%","812","0.3%","6,077","0.4%","1,989","0.7%","8,555","0.3%","11,434","0.7%","144","0.1%","12,009","0.6%","3,351","0.6%","2,243","0.3%","11,682","0.5%","410","0.2%","5,128","0.6%","417","0.3%","8,267","0.8%","12,778","0.3%","3,315","0.6%","222","0.2%","7,998","0.5%","4,117","0.3%","2,154","0.9%","4,342","0.4%","564","0.6%","9,497","3.2%"
"        $400 to $599","30,616","4.1%","993","0.9%","20,062","1.7%","22,473","5.2%","26,305","0.5%","9,904","0.9%","3,355","0.5%","2,776","1.5%","373","0.4%","55,804","1.7%","32,262","1.9%","1,355","0.7%","7,114","2.2%","38,190","1.8%","53,314","4.4%","13,669","2.4%","11,400","2.5%","29,853","4.3%","23,359","3.7%","7,645","2.9%","9,314","0.8%","5,535","0.5%","46,316","2.6%","14,263","1.3%","16,550","4.3%","30,954","3.0%","2,482","1.5%","5,485","1.7%","4,490","0.9%","1,632","0.7%","7,135","0.5%","7,502","2.5%","30,610","1.2%","48,719","2.8%","2,064","1.9%","67,471","3.4%","18,923","3.5%","5,656","0.8%","50,257","2.3%","1,547","0.8%","26,411","3.1%","2,657","2.0%","36,775","3.4%","46,276","1.2%","6,880","1.3%","1,058","0.9%","28,044","1.8%","8,773","0.7%","18,842","7.5%","19,054","1.9%","2,045","2.0%","52,524","17.8%"
"        $600 to $799","72,589","9.8%","2,534","2.3%","60,559","5.0%","56,565","13.2%","56,853","1.1%","21,730","2.0%","6,896","1.1%","6,481","3.5%","743","0.7%","160,851","4.9%","91,450","5.4%","2,396","1.2%","20,934","6.6%","103,381","5.0%","146,110","11.9%","48,054","8.5%","34,233","7.6%","76,156","10.9%","54,237","8.5%","18,476","6.9%","22,437","2.0%","14,249","1.2%","137,048","7.8%","40,279","3.8%","48,609","12.7%","89,506","8.6%","8,263","4.8%","15,816","5.0%","18,893","4.0%","3,864","1.5%","11,475","0.8%","17,980","5.9%","91,075","3.7%","133,683","7.7%","6,231","5.8%","191,611","9.6%","53,381","9.8%","16,455","2.3%","134,519","6.3%","1,988","1.1%","80,331","9.5%","8,144","6.0%","98,636","9.0%","133,493","3.5%","13,962","2.6%","4,488","3.8%","61,024","4.0%","21,457","1.7%","38,862","15.5%","54,909","5.3%","4,094","4.1%","77,480","26.2%"
"        $800 to $999","123,752","16.7%","3,023","2.7%","106,690","8.8%","78,213","18.3%","109,639","2.2%","43,717","4.1%","12,861","2.1%","12,147","6.6%","1,917","1.9%","274,959","8.4%","161,809","9.6%","4,367","2.2%","36,460","11.4%","159,042","7.7%","208,676","17.0%","77,404","13.8%","52,636","11.7%","107,683","15.4%","84,622","13.3%","27,970","10.4%","41,223","3.6%","26,017","2.2%","241,950","13.8%","71,092","6.6%","67,019","17.5%","141,828","13.7%","15,505","9.1%","30,259","9.5%","31,590","6.6%","8,002","3.2%","23,677","1.6%","41,868","13.7%","151,386","6.1%","220,345","12.7%","10,431","9.7%","284,768","14.3%","76,878","14.1%","35,745","5.1%","215,264","10.1%","5,786","3.1%","120,387","14.3%","14,410","10.6%","147,196","13.4%","232,136","6.1%","30,527","5.7%","7,466","6.3%","100,703","6.6%","40,039","3.1%","51,823","20.6%","108,006","10.5%","8,809","8.7%","61,866","20.9%"
"        $1,000 to $1,499","268,154","36.3%","20,043","18.1%","376,387","31.2%","148,270","34.6%","558,729","11.0%","203,224","18.9%","100,764","16.2%","57,293","31.3%","9,953","9.9%","924,418","28.3%","546,619","32.5%","21,454","10.9%","110,983","34.8%","483,423","23.4%","441,756","36.1%","202,585","36.0%","139,775","31.1%","259,549","37.1%","221,291","34.7%","85,406","31.9%","204,371","17.9%","144,072","12.2%","611,933","35.0%","292,820","27.4%","132,034","34.5%","371,175","35.8%","51,511","30.1%","107,751","33.9%","140,937","29.6%","42,899","17.2%","142,971","9.9%","113,715","37.3%","439,848","17.8%","569,714","32.9%","35,445","33.0%","695,720","34.9%","194,422","35.7%","158,512","22.5%","650,902","30.4%","32,624","17.2%","300,382","35.7%","51,243","37.9%","372,683","34.0%","938,389","24.5%","152,408","28.5%","33,860","28.5%","333,537","21.8%","208,065","16.1%","79,846","31.8%","352,356","34.3%","35,392","35.1%","60,920","20.6%"
"        $1,500 to $1,999","134,088","18.1%","32,844","29.7%","315,997","26.2%","69,169","16.2%","849,012","16.7%","275,694","25.6%","162,963","26.2%","54,724","29.9%","16,252","16.2%","788,630","24.1%","396,709","23.6%","29,959","15.2%","80,981","25.4%","489,911","23.7%","206,617","16.9%","119,948","21.3%","106,102","23.6%","124,135","17.7%","132,420","20.7%","63,570","23.7%","282,668","24.7%","238,755","20.2%","362,146","20.7%","299,654","28.0%","69,670","18.2%","206,385","19.9%","48,195","28.2%","80,377","25.3%","138,466","29.1%","67,056","26.8%","264,387","18.3%","67,194","22.0%","385,880","15.6%","376,790","21.7%","28,950","27.0%","388,117","19.5%","107,948","19.8%","196,648","27.9%","479,319","22.4%","59,956","31.7%","163,400","19.4%","29,559","21.8%","212,828","19.4%","974,289","25.5%","157,335","29.4%","34,196","28.8%","344,788","22.5%","304,520","23.6%","36,671","14.6%","260,307","25.3%","29,924","29.7%","17,745","6.0%"
"        $2,000 to $2,499","58,461","7.9%","25,070","22.7%","165,873","13.8%","28,559","6.7%","890,547","17.5%","227,034","21.1%","128,109","20.6%","25,242","13.8%","16,158","16.1%","480,293","14.7%","217,453","12.9%","33,100","16.8%","33,088","10.4%","327,437","15.9%","89,155","7.3%","55,153","9.8%","51,517","11.4%","52,157","7.5%","58,840","9.2%","32,750","12.2%","227,187","19.9%","246,484","20.8%","173,583","9.9%","172,261","16.1%","27,255","7.1%","95,334","9.2%","22,736","13.3%","38,501","12.1%","70,311","14.8%","55,022","22.0%","290,617","20.1%","28,463","9.3%","314,669","12.7%","181,432","10.5%","13,042","12.2%","175,360","8.8%","46,856","8.6%","135,859","19.2%","270,739","12.6%","42,540","22.5%","73,600","8.7%","14,927","11.0%","108,228","9.9%","638,451","16.7%","87,717","16.4%","18,554","15.6%","238,352","15.6%","257,688","20.0%","13,463","5.4%","118,931","11.6%","11,270","11.2%","7,989","2.7%"
"        $2,500 to $2,999","20,998","2.8%","13,185","11.9%","77,365","6.4%","11,233","2.6%","753,756","14.8%","136,022","12.6%","74,942","12.1%","13,224","7.2%","15,513","15.5%","249,716","7.6%","105,622","6.3%","31,630","16.1%","14,366","4.5%","183,590","8.9%","36,850","3.0%","20,169","3.6%","24,231","5.4%","22,424","3.2%","27,226","4.3%","14,993","5.6%","149,339","13.1%","182,180","15.4%","79,983","4.6%","84,893","7.9%","10,558","2.8%","42,769","4.1%","11,787","6.9%","19,029","6.0%","33,801","7.1%","34,339","13.7%","234,948","16.2%","11,642","3.8%","298,857","12.1%","87,463","5.0%","6,175","5.8%","79,510","4.0%","20,252","3.7%","76,338","10.8%","145,223","6.8%","20,719","11.0%","33,083","3.9%","7,125","5.3%","54,370","5.0%","351,303","9.2%","43,188","8.1%","8,445","7.1%","163,930","10.7%","176,052","13.6%","4,412","1.8%","55,302","5.4%","3,691","3.7%","3,283","1.1%"
"        $3,000 or more","22,448","3.0%","12,221","11.1%","75,951","6.3%","10,743","2.5%","1,830,959","35.9%","153,861","14.3%","128,807","20.7%","9,517","5.2%","38,871","38.8%","316,889","9.7%","123,404","7.3%","72,098","36.6%","13,471","4.2%","266,403","12.9%","32,636","2.7%","22,988","4.1%","28,182","6.3%","22,623","3.2%","32,202","5.0%","16,179","6.0%","200,333","17.5%","322,263","27.2%","85,821","4.9%","90,716","8.5%","9,391","2.5%","51,029","4.9%","9,252","5.4%","18,997","6.0%","34,516","7.3%","36,029","14.4%","464,753","32.1%","13,742","4.5%","745,950","30.2%","101,087","5.8%","4,543","4.2%","96,658","4.9%","22,212","4.1%","77,756","11.0%","180,484","8.4%","23,485","12.4%","38,045","4.5%","6,856","5.1%","56,928","5.2%","495,030","12.9%","38,475","7.2%","10,441","8.8%","251,036","16.4%","267,999","20.8%","4,823","1.9%","54,353","5.3%","4,789","4.8%","3,697","1.3%"
"        Median (dollars)","1,223","1,223","1,926","1,926","1,544","1,544","1,147","1,147","2,523","2,523","1,962","1,962","2,083","2,083","1,585","1,585","2,639","2,639","1,616","1,616","1,501","1,501","2,584","2,584","1,425","1,425","1,717","1,717","1,195","1,195","1,328","1,328","1,446","1,446","1,227","1,227","1,349","1,349","1,464","1,464","2,013","2,013","2,323","2,323","1,348","1,348","1,667","1,667","1,200","1,200","1,316","1,316","1,558","1,558","1,491","1,491","1,625","1,625","2,004","2,004","2,458","2,458","1,354","1,354","2,199","2,199","1,387","1,387","1,488","1,488","1,293","1,293","1,295","1,295","1,835","1,835","1,505","1,505","1,932","1,932","1,289","1,289","1,415","1,415","1,333","1,333","1,765","1,765","1,671","1,671","1,664","1,664","1,818","1,818","2,110","2,110","1,071","1,071","1,464","1,464","1,490","1,490","823","823"
"    MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Less than $20,000","47,251","6.4%","3,885","3.5%","57,516","4.8%","28,099","6.6%","196,541","3.9%","38,180","3.5%","21,919","3.5%","8,339","4.6%","2,973","3.0%","189,207","5.8%","82,633","4.9%","7,460","3.8%","14,793","4.6%","84,373","4.1%","55,374","4.5%","20,143","3.6%","18,091","4.0%","41,894","6.0%","42,442","6.7%","12,589","4.7%","42,053","3.7%","39,571","3.3%","82,434","4.7%","29,816","2.8%","29,491","7.7%","45,722","4.4%","5,998","3.5%","9,467","3.0%","24,552","5.2%","7,916","3.2%","42,842","3.0%","20,115","6.6%","94,337","3.8%","89,278","5.2%","2,587","2.4%","90,664","4.5%","28,825","5.3%","28,853","4.1%","92,428","4.3%","4,639","2.5%","52,308","6.2%","4,261","3.1%","57,192","5.2%","158,908","4.2%","17,265","3.2%","3,741","3.2%","54,881","3.6%","42,358","3.3%","15,885","6.3%","36,934","3.6%","4,322","4.3%","55,615","18.8%"
"            Less than 20 percent","264","0.0%","0","0.0%","178","0.0%","83","0.0%","1,039","0.0%","60","0.0%","0","0.0%","0","0.0%","0","0.0%","690","0.0%","128","0.0%","0","0.0%","8","0.0%","199","0.0%","443","0.0%","69","0.0%","13","0.0%","90","0.0%","77","0.0%","0","0.0%","381","0.0%","287","0.0%","222","0.0%","195","0.0%","0","0.0%","195","0.0%","16","0.0%","23","0.0%","80","0.0%","43","0.0%","282","0.0%","496","0.2%","202","0.0%","589","0.0%","30","0.0%","27","0.0%","278","0.1%","131","0.0%","321","0.0%","43","0.0%","378","0.0%","11","0.0%","199","0.0%","468","0.0%","251","0.0%","0","0.0%","353","0.0%","95","0.0%","0","0.0%","148","0.0%","0","0.0%","431","0.1%"
"            20 to 29 percent","639","0.1%","0","0.0%","286","0.0%","481","0.1%","640","0.0%","474","0.0%","201","0.0%","139","0.1%","0","0.0%","1,390","0.0%","832","0.0%","0","0.0%","87","0.0%","955","0.0%","527","0.0%","287","0.1%","45","0.0%","522","0.1%","392","0.1%","31","0.0%","248","0.0%","0","0.0%","945","0.1%","65","0.0%","227","0.1%","660","0.1%","0","0.0%","47","0.0%","274","0.1%","0","0.0%","157","0.0%","0","0.0%","461","0.0%","1,364","0.1%","27","0.0%","764","0.0%","219","0.0%","399","0.1%","655","0.0%","0","0.0%","311","0.0%","16","0.0%","1,402","0.1%","1,133","0.0%","157","0.0%","64","0.1%","837","0.1%","325","0.0%","842","0.3%","420","0.0%","0","0.0%","1,256","0.4%"
"            30 percent or more","46,348","6.3%","3,885","3.5%","57,052","4.7%","27,535","6.4%","194,862","3.8%","37,646","3.5%","21,718","3.5%","8,200","4.5%","2,973","3.0%","187,127","5.7%","81,673","4.8%","7,460","3.8%","14,698","4.6%","83,219","4.0%","54,404","4.4%","19,787","3.5%","18,033","4.0%","41,282","5.9%","41,973","6.6%","12,558","4.7%","41,424","3.6%","39,284","3.3%","81,267","4.6%","29,556","2.8%","29,264","7.6%","44,867","4.3%","5,982","3.5%","9,397","3.0%","24,198","5.1%","7,873","3.2%","42,403","2.9%","19,619","6.4%","93,674","3.8%","87,325","5.0%","2,530","2.4%","89,873","4.5%","28,328","5.2%","28,323","4.0%","91,452","4.3%","4,596","2.4%","51,619","6.1%","4,234","3.1%","55,591","5.1%","157,307","4.1%","16,857","3.2%","3,677","3.1%","53,691","3.5%","41,938","3.2%","15,043","6.0%","36,366","3.5%","4,322","4.3%","53,928","18.2%"
"        $20,000 to $34,999","57,709","7.8%","4,290","3.9%","74,852","6.2%","38,099","8.9%","226,701","4.4%","50,073","4.6%","26,119","4.2%","10,234","5.6%","3,486","3.5%","253,461","7.8%","107,801","6.4%","8,475","4.3%","22,544","7.1%","120,082","5.8%","98,193","8.0%","36,101","6.4%","28,192","6.3%","56,151","8.0%","50,167","7.9%","18,615","6.9%","43,816","3.8%","46,994","4.0%","127,293","7.3%","53,123","5.0%","34,301","9.0%","72,071","6.9%","10,638","6.2%","17,489","5.5%","35,281","7.4%","7,531","3.0%","57,592","4.0%","26,172","8.6%","121,373","4.9%","131,049","7.6%","6,259","5.8%","135,600","6.8%","41,560","7.6%","39,598","5.6%","121,283","5.7%","9,459","5.0%","66,979","8.0%","9,098","6.7%","87,376","8.0%","222,536","5.8%","24,479","4.6%","7,615","6.4%","76,770","5.0%","50,537","3.9%","22,804","9.1%","59,755","5.8%","6,230","6.2%","65,217","22.1%"
"            Less than 20 percent","2,170","0.3%","34","0.0%","1,459","0.1%","1,012","0.2%","2,968","0.1%","450","0.0%","215","0.0%","358","0.2%","175","0.2%","4,855","0.1%","2,487","0.1%","13","0.0%","887","0.3%","3,040","0.1%","3,428","0.3%","616","0.1%","488","0.1%","1,975","0.3%","990","0.2%","327","0.1%","517","0.0%","477","0.0%","3,860","0.2%","845","0.1%","587","0.2%","2,031","0.2%","76","0.0%","443","0.1%","454","0.1%","41","0.0%","576","0.0%","573","0.2%","2,336","0.1%","3,298","0.2%","68","0.1%","3,385","0.2%","820","0.2%","392","0.1%","2,151","0.1%","346","0.2%","1,388","0.2%","147","0.1%","3,096","0.3%","4,218","0.1%","505","0.1%","74","0.1%","1,760","0.1%","1,008","0.1%","1,333","0.5%","1,043","0.1%","270","0.3%","5,325","1.8%"
"            20 to 29 percent","8,130","1.1%","340","0.3%","7,203","0.6%","8,157","1.9%","4,264","0.1%","2,360","0.2%","565","0.1%","745","0.4%","159","0.2%","18,872","0.6%","9,384","0.6%","122","0.1%","1,761","0.6%","13,214","0.6%","17,588","1.4%","5,321","0.9%","4,381","1.0%","9,476","1.4%","7,445","1.2%","2,316","0.9%","2,753","0.2%","1,325","0.1%","15,303","0.9%","4,001","0.4%","5,188","1.4%","10,179","1.0%","959","0.6%","1,913","0.6%","1,879","0.4%","378","0.2%","1,302","0.1%","2,176","0.7%","7,798","0.3%","15,996","0.9%","1,070","1.0%","19,720","1.0%","5,738","1.1%","1,730","0.2%","12,449","0.6%","59","0.0%","8,437","1.0%","1,087","0.8%","14,052","1.3%","13,368","0.3%","1,479","0.3%","870","0.7%","7,777","0.5%","3,330","0.3%","4,763","1.9%","6,727","0.7%","588","0.6%","21,233","7.2%"
"            30 percent or more","47,409","6.4%","3,916","3.5%","66,190","5.5%","28,930","6.8%","219,469","4.3%","47,263","4.4%","25,339","4.1%","9,131","5.0%","3,152","3.1%","229,734","7.0%","95,930","5.7%","8,340","4.2%","19,896","6.2%","103,828","5.0%","77,177","6.3%","30,164","5.4%","23,323","5.2%","44,700","6.4%","41,732","6.5%","15,972","6.0%","40,546","3.5%","45,192","3.8%","108,130","6.2%","48,277","4.5%","28,526","7.5%","59,861","5.8%","9,603","5.6%","15,133","4.8%","32,948","6.9%","7,112","2.8%","55,714","3.8%","23,423","7.7%","111,239","4.5%","111,755","6.4%","5,121","4.8%","112,495","5.6%","35,002","6.4%","37,476","5.3%","106,683","5.0%","9,054","4.8%","57,154","6.8%","7,864","5.8%","70,228","6.4%","204,950","5.4%","22,495","4.2%","6,671","5.6%","67,233","4.4%","46,199","3.6%","16,708","6.7%","51,985","5.1%","5,372","5.3%","38,659","13.1%"
"        $35,000 to $49,999","76,100","10.3%","6,980","6.3%","104,100","8.6%","48,082","11.2%","290,245","5.7%","74,248","6.9%","38,887","6.3%","15,695","8.6%","3,037","3.0%","307,983","9.4%","137,334","8.2%","12,222","6.2%","26,412","8.3%","160,380","7.8%","114,517","9.4%","50,279","8.9%","39,408","8.8%","72,364","10.3%","63,402","9.9%","24,301","9.1%","62,378","5.5%","59,082","5.0%","166,049","9.5%","76,704","7.2%","42,794","11.2%","100,817","9.7%","17,373","10.2%","24,027","7.6%","39,607","8.3%","14,652","5.9%","74,390","5.1%","35,867","11.8%","155,029","6.3%","159,746","9.2%","7,409","6.9%","184,072","9.2%","54,900","10.1%","53,572","7.6%","167,219","7.8%","12,187","6.4%","84,245","10.0%","11,997","8.9%","108,935","9.9%","289,608","7.6%","31,945","6.0%","8,699","7.3%","101,706","6.6%","75,141","5.8%","26,308","10.5%","86,947","8.5%","8,455","8.4%","50,325","17.0%"
"            Less than 20 percent","9,936","1.3%","165","0.1%","5,977","0.5%","6,607","1.5%","7,385","0.1%","2,947","0.3%","647","0.1%","1,100","0.6%","0","0.0%","19,157","0.6%","10,779","0.6%","490","0.2%","1,951","0.6%","14,397","0.7%","20,547","1.7%","5,001","0.9%","5,191","1.2%","10,158","1.5%","6,118","1.0%","3,275","1.2%","2,842","0.2%","1,663","0.1%","17,429","1.0%","5,147","0.5%","5,424","1.4%","12,473","1.2%","813","0.5%","1,790","0.6%","1,419","0.3%","469","0.2%","2,411","0.2%","3,022","1.0%","9,570","0.4%","16,557","1.0%","633","0.6%","24,612","1.2%","6,773","1.2%","1,977","0.3%","17,669","0.8%","606","0.3%","8,417","1.0%","966","0.7%","12,885","1.2%","15,570","0.4%","1,658","0.3%","135","0.1%","7,538","0.5%","2,497","0.2%","5,993","2.4%","6,878","0.7%","746","0.7%","14,789","5.0%"
"            20 to 29 percent","29,048","3.9%","739","0.7%","23,333","1.9%","21,653","5.1%","21,448","0.4%","10,964","1.0%","2,814","0.5%","3,029","1.7%","130","0.1%","67,718","2.1%","37,903","2.3%","686","0.3%","7,578","2.4%","36,954","1.8%","45,549","3.7%","19,365","3.4%","13,463","3.0%","28,643","4.1%","19,493","3.1%","6,293","2.3%","6,699","0.6%","4,993","0.4%","56,753","3.2%","18,238","1.7%","17,483","4.6%","37,984","3.7%","5,393","3.2%","6,870","2.2%","7,728","1.6%","2,403","1.0%","5,347","0.4%","11,790","3.9%","34,508","1.4%","53,870","3.1%","2,281","2.1%","71,263","3.6%","19,004","3.5%","9,567","1.4%","47,484","2.2%","1,086","0.6%","31,698","3.8%","4,422","3.3%","37,852","3.5%","54,424","1.4%","6,829","1.3%","1,831","1.5%","23,507","1.5%","11,142","0.9%","11,808","4.7%","25,307","2.5%","2,135","2.1%","24,512","8.3%"
"            30 percent or more","37,116","5.0%","6,076","5.5%","74,790","6.2%","19,822","4.6%","261,412","5.1%","60,337","5.6%","35,426","5.7%","11,566","6.3%","2,907","2.9%","221,108","6.8%","88,652","5.3%","11,046","5.6%","16,883","5.3%","109,029","5.3%","48,421","4.0%","25,913","4.6%","20,754","4.6%","33,563","4.8%","37,791","5.9%","14,733","5.5%","52,837","4.6%","52,426","4.4%","91,867","5.3%","53,319","5.0%","19,887","5.2%","50,360","4.9%","11,167","6.5%","15,367","4.8%","30,460","6.4%","11,780","4.7%","66,632","4.6%","21,055","6.9%","110,951","4.5%","89,319","5.2%","4,495","4.2%","88,197","4.4%","29,123","5.3%","42,028","6.0%","102,066","4.8%","10,495","5.5%","44,130","5.2%","6,609","4.9%","58,198","5.3%","219,614","5.7%","23,458","4.4%","6,733","5.7%","70,661","4.6%","61,502","4.8%","8,507","3.4%","54,762","5.3%","5,574","5.5%","11,024","3.7%"
"        $50,000 to $74,999","137,802","18.6%","14,735","13.3%","197,282","16.4%","82,220","19.2%","579,680","11.4%","144,002","13.4%","76,629","12.3%","30,900","16.9%","8,681","8.7%","572,307","17.5%","262,852","15.6%","23,737","12.1%","63,133","19.8%","310,129","15.0%","234,714","19.2%","101,915","18.1%","78,420","17.4%","127,155","18.2%","120,504","18.9%","42,044","15.7%","134,609","11.8%","123,914","10.5%","317,415","18.1%","163,559","15.3%","70,537","18.4%","192,274","18.5%","30,478","17.8%","52,548","16.5%","76,796","16.1%","32,283","12.9%","161,115","11.1%","52,104","17.1%","320,080","13.0%","296,173","17.1%","15,329","14.3%","350,367","17.6%","104,808","19.2%","107,429","15.2%","332,948","15.5%","29,521","15.6%","156,337","18.6%","24,756","18.3%","198,758","18.1%","567,718","14.8%","88,004","16.5%","19,320","16.3%","200,164","13.1%","163,666","12.7%","45,707","18.2%","180,970","17.6%","18,391","18.3%","55,296","18.7%"
