Label (Grouping),Alabama!!Occupied housing units!!Estimate,Alabama!!Percent occupied housing units!!Estimate,Alabama!!Owner-occupied housing units!!Estimate,Alabama!!Percent owner-occupied housing units!!Estimate,Alabama!!Renter-occupied housing units!!Estimate,Alabama!!Percent renter-occupied housing units!!Estimate,Alaska!!Occupied housing units!!Estimate,Alaska!!Percent occupied housing units!!Estimate,Alaska!!Owner-occupied housing units!!Estimate,Alaska!!Percent owner-occupied housing units!!Estimate,Alaska!!Renter-occupied housing units!!Estimate,Alaska!!Percent renter-occupied housing units!!Estimate,Arizona!!Occupied housing units!!Estimate,Arizona!!Percent occupied housing units!!Estimate,Arizona!!Owner-occupied housing units!!Estimate,Arizona!!Percent owner-occupied housing units!!Estimate,Arizona!!Renter-occupied housing units!!Estimate,Arizona!!Percent renter-occupied housing units!!Estimate,Arkansas!!Occupied housing units!!Estimate,Arkansas!!Percent occupied housing units!!Estimate,Arkansas!!Owner-occupied housing units!!Estimate,Arkansas!!Percent owner-occupied housing units!!Estimate,Arkansas!!Renter-occupied housing units!!Estimate,Arkansas!!Percent renter-occupied housing units!!Estimate,California!!Occupied housing units!!Estimate,California!!Percent occupied housing units!!Estimate,California!!Owner-occupied housing units!!Estimate,California!!Percent owner-occupied housing units!!Estimate,California!!Renter-occupied housing units!!Estimate,California!!Percent renter-occupied housing units!!Estimate,Colorado!!Occupied housing units!!Estimate,Colorado!!Percent occupied housing units!!Estimate,Colorado!!Owner-occupied housing units!!Estimate,Colorado!!Percent owner-occupied housing units!!Estimate,Colorado!!Renter-occupied housing units!!Estimate,Colorado!!Percent renter-occupied housing units!!Estimate,Connecticut!!Occupied housing units!!Estimate,Connecticut!!Percent occupied housing units!!Estimate,Connecticut!!Owner-occupied housing units!!Estimate,Connecticut!!Percent owner-occupied housing units!!Estimate,Connecticut!!Renter-occupied housing units!!Estimate,Connecticut!!Percent renter-occupied housing units!!Estimate,Delaware!!Occupied housing units!!Estimate,Delaware!!Percent occupied housing units!!Estimate,Delaware!!Owner-occupied housing units!!Estimate,Delaware!!Percent owner-occupied housing units!!Estimate,Delaware!!Renter-occupied housing units!!Estimate,Delaware!!Percent renter-occupied housing units!!Estimate,District of Columbia!!Occupied housing units!!Estimate,District of Columbia!!Percent occupied housing units!!Estimate,District of Columbia!!Owner-occupied housing units!!Estimate,District of Columbia!!Percent owner-occupied housing units!!Estimate,District of Columbia!!Renter-occupied housing units!!Estimate,District of Columbia!!Percent renter-occupied housing units!!Estimate,Florida!!Occupied housing units!!Estimate,Florida!!Percent occupied housing units!!Estimate,Florida!!Owner-occupied housing units!!Estimate,Florida!!Percent owner-occupied housing units!!Estimate,Florida!!Renter-occupied housing units!!Estimate,Florida!!Percent renter-occupied housing units!!Estimate,Georgia!!Occupied housing units!!Estimate,Georgia!!Percent occupied housing units!!Estimate,Georgia!!Owner-occupied housing units!!Estimate,Georgia!!Percent owner-occupied housing units!!Estimate,Georgia!!Renter-occupied housing units!!Estimate,Georgia!!Percent renter-occupied housing units!!Estimate,Hawaii!!Occupied housing units!!Estimate,Hawaii!!Percent occupied housing units!!Estimate,Hawaii!!Owner-occupied housing units!!Estimate,Hawaii!!Percent owner-occupied housing units!!Estimate,Hawaii!!Renter-occupied housing units!!Estimate,Hawaii!!Percent renter-occupied housing units!!Estimate,Idaho!!Occupied housing units!!Estimate,Idaho!!Percent occupied housing units!!Estimate,Idaho!!Owner-occupied housing units!!Estimate,Idaho!!Percent owner-occupied housing units!!Estimate,Idaho!!Renter-occupied housing units!!Estimate,Idaho!!Percent renter-occupied housing units!!Estimate,Illinois!!Occupied housing units!!Estimate,Illinois!!Percent occupied housing units!!Estimate,Illinois!!Owner-occupied housing units!!Estimate,Illinois!!Percent owner-occupied housing units!!Estimate,Illinois!!Renter-occupied housing units!!Estimate,Illinois!!Percent renter-occupied housing units!!Estimate,Indiana!!Occupied housing units!!Estimate,Indiana!!Percent occupied housing units!!Estimate,Indiana!!Owner-occupied housing units!!Estimate,Indiana!!Percent owner-occupied housing units!!Estimate,Indiana!!Renter-occupied housing units!!Estimate,Indiana!!Percent renter-occupied housing units!!Estimate,Iowa!!Occupied housing units!!Estimate,Iowa!!Percent occupied housing units!!Estimate,Iowa!!Owner-occupied housing units!!Estimate,Iowa!!Percent owner-occupied housing units!!Estimate,Iowa!!Renter-occupied housing units!!Estimate,Iowa!!Percent renter-occupied housing units!!Estimate,Kansas!!Occupied housing units!!Estimate,Kansas!!Percent occupied housing units!!Estimate,Kansas!!Owner-occupied housing units!!Estimate,Kansas!!Percent owner-occupied housing units!!Estimate,Kansas!!Renter-occupied housing units!!Estimate,Kansas!!Percent renter-occupied housing units!!Estimate,Kentucky!!Occupied housing units!!Estimate,Kentucky!!Percent occupied housing units!!Estimate,Kentucky!!Owner-occupied housing units!!Estimate,Kentucky!!Percent owner-occupied housing units!!Estimate,Kentucky!!Renter-occupied housing units!!Estimate,Kentucky!!Percent renter-occupied housing units!!Estimate,Louisiana!!Occupied housing units!!Estimate,Louisiana!!Percent occupied housing units!!Estimate,Louisiana!!Owner-occupied housing units!!Estimate,Louisiana!!Percent owner-occupied housing units!!Estimate,Louisiana!!Renter-occupied housing units!!Estimate,Louisiana!!Percent renter-occupied housing units!!Estimate,Maine!!Occupied housing units!!Estimate,Maine!!Percent occupied housing units!!Estimate,Maine!!Owner-occupied housing units!!Estimate,Maine!!Percent owner-occupied housing units!!Estimate,Maine!!Renter-occupied housing units!!Estimate,Maine!!Percent renter-occupied housing units!!Estimate,Maryland!!Occupied housing units!!Estimate,Maryland!!Percent occupied housing units!!Estimate,Maryland!!Owner-occupied housing units!!Estimate,Maryland!!Percent owner-occupied housing units!!Estimate,Maryland!!Renter-occupied housing units!!Estimate,Maryland!!Percent renter-occupied housing units!!Estimate,Massachusetts!!Occupied housing units!!Estimate,Massachusetts!!Percent occupied housing units!!Estimate,Massachusetts!!Owner-occupied housing units!!Estimate,Massachusetts!!Percent owner-occupied housing units!!Estimate,Massachusetts!!Renter-occupied housing units!!Estimate,Massachusetts!!Percent renter-occupied housing units!!Estimate,Michigan!!Occupied housing units!!Estimate,Michigan!!Percent occupied housing units!!Estimate,Michigan!!Owner-occupied housing units!!Estimate,Michigan!!Percent owner-occupied housing units!!Estimate,Michigan!!Renter-occupied housing units!!Estimate,Michigan!!Percent renter-occupied housing units!!Estimate,Minnesota!!Occupied housing units!!Estimate,Minnesota!!Percent occupied housing units!!Estimate,Minnesota!!Owner-occupied housing units!!Estimate,Minnesota!!Percent owner-occupied housing units!!Estimate,Minnesota!!Renter-occupied housing units!!Estimate,Minnesota!!Percent renter-occupied housing units!!Estimate,Mississippi!!Occupied housing units!!Estimate,Mississippi!!Percent occupied housing units!!Estimate,Mississippi!!Owner-occupied housing units!!Estimate,Mississippi!!Percent owner-occupied housing units!!Estimate,Mississippi!!Renter-occupied housing units!!Estimate,Mississippi!!Percent renter-occupied housing units!!Estimate,Missouri!!Occupied housing units!!Estimate,Missouri!!Percent occupied housing units!!Estimate,Missouri!!Owner-occupied housing units!!Estimate,Missouri!!Percent owner-occupied housing units!!Estimate,Missouri!!Renter-occupied housing units!!Estimate,Missouri!!Percent renter-occupied housing units!!Estimate,Montana!!Occupied housing units!!Estimate,Montana!!Percent occupied housing units!!Estimate,Montana!!Owner-occupied housing units!!Estimate,Montana!!Percent owner-occupied housing units!!Estimate,Montana!!Renter-occupied housing units!!Estimate,Montana!!Percent renter-occupied housing units!!Estimate,Nebraska!!Occupied housing units!!Estimate,Nebraska!!Percent occupied housing units!!Estimate,Nebraska!!Owner-occupied housing units!!Estimate,Nebraska!!Percent owner-occupied housing units!!Estimate,Nebraska!!Renter-occupied housing units!!Estimate,Nebraska!!Percent renter-occupied housing units!!Estimate,Nevada!!Occupied housing units!!Estimate,Nevada!!Percent occupied housing units!!Estimate,Nevada!!Owner-occupied housing units!!Estimate,Nevada!!Percent owner-occupied housing units!!Estimate,Nevada!!Renter-occupied housing units!!Estimate,Nevada!!Percent renter-occupied housing units!!Estimate,New Hampshire!!Occupied housing units!!Estimate,New Hampshire!!Percent occupied housing units!!Estimate,New Hampshire!!Owner-occupied housing units!!Estimate,New Hampshire!!Percent owner-occupied housing units!!Estimate,New Hampshire!!Renter-occupied housing units!!Estimate,New Hampshire!!Percent renter-occupied housing units!!Estimate,New Jersey!!Occupied housing units!!Estimate,New Jersey!!Percent occupied housing units!!Estimate,New Jersey!!Owner-occupied housing units!!Estimate,New Jersey!!Percent owner-occupied housing units!!Estimate,New Jersey!!Renter-occupied housing units!!Estimate,New Jersey!!Percent renter-occupied housing units!!Estimate,New Mexico!!Occupied housing units!!Estimate,New Mexico!!Percent occupied housing units!!Estimate,New Mexico!!Owner-occupied housing units!!Estimate,New Mexico!!Percent owner-occupied housing units!!Estimate,New Mexico!!Renter-occupied housing units!!Estimate,New Mexico!!Percent renter-occupied housing units!!Estimate,New York!!Occupied housing units!!Estimate,New York!!Percent occupied housing units!!Estimate,New York!!Owner-occupied housing units!!Estimate,New York!!Percent owner-occupied housing units!!Estimate,New York!!Renter-occupied housing units!!Estimate,New York!!Percent renter-occupied housing units!!Estimate,North Carolina!!Occupied housing units!!Estimate,North Carolina!!Percent occupied housing units!!Estimate,North Carolina!!Owner-occupied housing units!!Estimate,North Carolina!!Percent owner-occupied housing units!!Estimate,North Carolina!!Renter-occupied housing units!!Estimate,North Carolina!!Percent renter-occupied housing units!!Estimate,North Dakota!!Occupied housing units!!Estimate,North Dakota!!Percent occupied housing units!!Estimate,North Dakota!!Owner-occupied housing units!!Estimate,North Dakota!!Percent owner-occupied housing units!!Estimate,North Dakota!!Renter-occupied housing units!!Estimate,North Dakota!!Percent renter-occupied housing units!!Estimate,Ohio!!Occupied housing units!!Estimate,Ohio!!Percent occupied housing units!!Estimate,Ohio!!Owner-occupied housing units!!Estimate,Ohio!!Percent owner-occupied housing units!!Estimate,Ohio!!Renter-occupied housing units!!Estimate,Ohio!!Percent renter-occupied housing units!!Estimate,Oklahoma!!Occupied housing units!!Estimate,Oklahoma!!Percent occupied housing units!!Estimate,Oklahoma!!Owner-occupied housing units!!Estimate,Oklahoma!!Percent owner-occupied housing units!!Estimate,Oklahoma!!Renter-occupied housing units!!Estimate,Oklahoma!!Percent renter-occupied housing units!!Estimate,Oregon!!Occupied housing units!!Estimate,Oregon!!Percent occupied housing units!!Estimate,Oregon!!Owner-occupied housing units!!Estimate,Oregon!!Percent owner-occupied housing units!!Estimate,Oregon!!Renter-occupied housing units!!Estimate,Oregon!!Percent renter-occupied housing units!!Estimate,Pennsylvania!!Occupied housing units!!Estimate,Pennsylvania!!Percent occupied housing units!!Estimate,Pennsylvania!!Owner-occupied housing units!!Estimate,Pennsylvania!!Percent owner-occupied housing units!!Estimate,Pennsylvania!!Renter-occupied housing units!!Estimate,Pennsylvania!!Percent renter-occupied housing units!!Estimate,Rhode Island!!Occupied housing units!!Estimate,Rhode Island!!Percent occupied housing units!!Estimate,Rhode Island!!Owner-occupied housing units!!Estimate,Rhode Island!!Percent owner-occupied housing units!!Estimate,Rhode Island!!Renter-occupied housing units!!Estimate,Rhode Island!!Percent renter-occupied housing units!!Estimate,South Carolina!!Occupied housing units!!Estimate,South Carolina!!Percent occupied housing units!!Estimate,South Carolina!!Owner-occupied housing units!!Estimate,South Carolina!!Percent owner-occupied housing units!!Estimate,South Carolina!!Renter-occupied housing units!!Estimate,South Carolina!!Percent renter-occupied housing units!!Estimate,South Dakota!!Occupied housing units!!Estimate,South Dakota!!Percent occupied housing units!!Estimate,South Dakota!!Owner-occupied housing units!!Estimate,South Dakota!!Percent owner-occupied housing units!!Estimate,South Dakota!!Renter-occupied housing units!!Estimate,South Dakota!!Percent renter-occupied housing units!!Estimate,Tennessee!!Occupied housing units!!Estimate,Tennessee!!Percent occupied housing units!!Estimate,Tennessee!!Owner-occupied housing units!!Estimate,Tennessee!!Percent owner-occupied housing units!!Estimate,Tennessee!!Renter-occupied housing units!!Estimate,Tennessee!!Percent renter-occupied housing units!!Estimate,Texas!!Occupied housing units!!Estimate,Texas!!Percent occupied housing units!!Estimate,Texas!!Owner-occupied housing units!!Estimate,Texas!!Percent owner-occupied housing units!!Estimate,Texas!!Renter-occupied housing units!!Estimate,Texas!!Percent renter-occupied housing units!!Estimate,Utah!!Occupied housing units!!Estimate,Utah!!Percent occupied housing units!!Estimate,Utah!!Owner-occupied housing units!!Estimate,Utah!!Percent owner-occupied housing units!!Estimate,Utah!!Renter-occupied housing units!!Estimate,Utah!!Percent renter-occupied housing units!!Estimate,Vermont!!Occupied housing units!!Estimate,Vermont!!Percent occupied housing units!!Estimate,Vermont!!Owner-occupied housing units!!Estimate,Vermont!!Percent owner-occupied housing units!!Estimate,Vermont!!Renter-occupied housing units!!Estimate,Vermont!!Percent renter-occupied housing units!!Estimate,Virginia!!Occupied housing units!!Estimate,Virginia!!Percent occupied housing units!!Estimate,Virginia!!Owner-occupied housing units!!Estimate,Virginia!!Percent owner-occupied housing units!!Estimate,Virginia!!Renter-occupied housing units!!Estimate,Virginia!!Percent renter-occupied housing units!!Estimate,Washington!!Occupied housing units!!Estimate,Washington!!Percent occupied housing units!!Estimate,Washington!!Owner-occupied housing units!!Estimate,Washington!!Percent owner-occupied housing units!!Estimate,Washington!!Renter-occupied housing units!!Estimate,Washington!!Percent renter-occupied housing units!!Estimate,West Virginia!!Occupied housing units!!Estimate,West Virginia!!Percent occupied housing units!!Estimate,West Virginia!!Owner-occupied housing units!!Estimate,West Virginia!!Percent owner-occupied housing units!!Estimate,West Virginia!!Renter-occupied housing units!!Estimate,West Virginia!!Percent renter-occupied housing units!!Estimate,Wisconsin!!Occupied housing units!!Estimate,Wisconsin!!Percent occupied housing units!!Estimate,Wisconsin!!Owner-occupied housing units!!Estimate,Wisconsin!!Percent owner-occupied housing units!!Estimate,Wisconsin!!Renter-occupied housing units!!Estimate,Wisconsin!!Percent renter-occupied housing units!!Estimate,Wyoming!!Occupied housing units!!Estimate,Wyoming!!Percent occupied housing units!!Estimate,Wyoming!!Owner-occupied housing units!!Estimate,Wyoming!!Percent owner-occupied housing units!!Estimate,Wyoming!!Renter-occupied housing units!!Estimate,Wyoming!!Percent renter-occupied housing units!!Estimate,Puerto Rico!!Occupied housing units!!Estimate,Puerto Rico!!Percent occupied housing units!!Estimate,Puerto Rico!!Owner-occupied housing units!!Estimate,Puerto Rico!!Percent owner-occupied housing units!!Estimate,Puerto Rico!!Renter-occupied housing units!!Estimate,Puerto Rico!!Percent renter-occupied housing units!!Estimate
Occupied housing units,"2,016,448","2,016,448","1,416,333","1,416,333","600,115","600,115","274,574","274,574","181,586","181,586","92,988","92,988","2,850,377","2,850,377","1,921,746","1,921,746","928,631","928,631","1,216,207","1,216,207","808,558","808,558","407,649","407,649","13,550,586","13,550,586","7,565,502","7,565,502","5,985,084","5,985,084","2,384,584","2,384,584","1,584,309","1,584,309","800,275","800,275","1,433,635","1,433,635","949,839","949,839","483,796","483,796","402,334","402,334","298,075","298,075","104,259","104,259","326,970","326,970","134,120","134,120","192,850","192,850","8,826,394","8,826,394","5,929,801","5,929,801","2,896,593","2,896,593","4,092,467","4,092,467","2,695,885","2,695,885","1,396,582","1,396,582","494,827","494,827","309,687","309,687","185,140","185,140","717,151","717,151","518,837","518,837","198,314","198,314","5,056,360","5,056,360","3,392,312","3,392,312","1,664,048","1,664,048","2,726,489","2,726,489","1,929,865","1,929,865","796,624","796,624","1,330,995","1,330,995","958,700","958,700","372,295","372,295","1,175,294","1,175,294","795,989","795,989","379,305","379,305","1,828,680","1,828,680","1,257,737","1,257,737","570,943","570,943","1,816,902","1,816,902","1,229,012","1,229,012","587,890","587,890","605,338","605,338","448,772","448,772","156,566","156,566","2,375,984","2,375,984","1,609,588","1,609,588","766,396","766,396","2,797,776","2,797,776","1,741,555","1,741,555","1,056,221","1,056,221","4,089,794","4,089,794","2,991,685","2,991,685","1,098,109","1,098,109","2,322,190","2,322,190","1,674,434","1,674,434","647,756","647,756","1,148,340","1,148,340","803,006","803,006","345,334","345,334","2,521,832","2,521,832","1,704,800","1,704,800","817,032","817,032","464,072","464,072","319,421","319,421","144,651","144,651","803,157","803,157","529,723","529,723","273,434","273,434","1,198,356","1,198,356","722,684","722,684","475,672","475,672","557,220","557,220","402,656","402,656","154,564","154,564","3,516,978","3,516,978","2,272,995","2,272,995","1,243,983","1,243,983","848,218","848,218","601,666","601,666","246,552","246,552","7,774,308","7,774,308","4,204,337","4,204,337","3,569,971","3,569,971","4,299,266","4,299,266","2,868,467","2,868,467","1,430,799","1,430,799","331,481","331,481","215,896","215,896","115,585","115,585","4,878,206","4,878,206","3,285,052","3,285,052","1,593,154","1,593,154","1,573,180","1,573,180","1,029,003","1,029,003","544,177","544,177","1,726,340","1,726,340","1,084,786","1,084,786","641,554","641,554","5,294,065","5,294,065","3,658,207","3,658,207","1,635,858","1,635,858","446,688","446,688","282,617","282,617","164,071","164,071","2,136,080","2,136,080","1,538,550","1,538,550","597,530","597,530","368,300","368,300","256,326","256,326","111,974","111,974","2,846,684","2,846,684","1,914,030","1,914,030","932,654","932,654","11,087,708","11,087,708","6,926,616","6,926,616","4,161,092","4,161,092","1,129,660","1,129,660","804,164","804,164","325,496","325,496","277,090","277,090","204,089","204,089","73,001","73,001","3,380,607","3,380,607","2,278,062","2,278,062","1,102,545","1,102,545","3,079,953","3,079,953","1,976,259","1,976,259","1,103,694","1,103,694","736,341","736,341","548,389","548,389","187,952","187,952","2,491,121","2,491,121","1,696,493","1,696,493","794,628","794,628","243,321","243,321","176,863","176,863","66,458","66,458","1,289,311","1,289,311","869,635","869,635","419,676","419,676"
    HOUSEHOLD SIZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        1-person household,"612,711",30.40%,"354,461",25.00%,"258,250",43.00%,"76,356",27.80%,"40,572",22.30%,"35,784",38.50%,"775,093",27.20%,"448,251",23.30%,"326,842",35.20%,"374,526",30.80%,"195,511",24.20%,"179,015",43.90%,"3,296,939",24.30%,"1,453,811",19.20%,"1,843,128",30.80%,"675,140",28.30%,"353,451",22.30%,"321,689",40.20%,"429,010",29.90%,"210,560",22.20%,"218,450",45.20%,"115,242",28.60%,"72,782",24.40%,"42,460",40.70%,"158,840",48.60%,"55,467",41.40%,"103,373",53.60%,"2,481,915",28.10%,"1,460,960",24.60%,"1,020,955",35.20%,"1,108,596",27.10%,"599,540",22.20%,"509,056",36.50%,"125,324",25.30%,"67,337",21.70%,"57,987",31.30%,"174,054",24.30%,"108,487",20.90%,"65,567",33.10%,"1,569,519",31.00%,"813,777",24.00%,"755,742",45.40%,"806,482",29.60%,"458,693",23.80%,"347,789",43.70%,"406,633",30.60%,"228,308",23.80%,"178,325",47.90%,"356,033",30.30%,"188,678",23.70%,"167,355",44.10%,"543,017",29.70%,"304,121",24.20%,"238,896",41.80%,"572,258",31.50%,"318,036",25.90%,"254,222",43.20%,"181,434",30.00%,"109,300",24.40%,"72,134",46.10%,"676,774",28.50%,"364,771",22.70%,"312,003",40.70%,"815,257",29.10%,"374,818",21.50%,"440,439",41.70%,"1,249,079",30.50%,"738,761",24.70%,"510,318",46.50%,"684,706",29.50%,"369,910",22.10%,"314,796",48.60%,"343,280",29.90%,"208,605",26.00%,"134,675",39.00%,"779,978",30.90%,"408,210",23.90%,"371,768",45.50%,"141,472",30.50%,"77,184",24.20%,"64,288",44.40%,"247,140",30.80%,"119,608",22.60%,"127,532",46.60%,"330,060",27.50%,"161,882",22.40%,"168,178",35.40%,"153,859",27.60%,"85,762",21.30%,"68,097",44.10%,"930,619",26.50%,"467,025",20.50%,"463,594",37.30%,"274,155",32.30%,"163,892",27.20%,"110,263",44.70%,"2,422,271",31.20%,"975,390",23.20%,"1,446,881",40.50%,"1,239,751",28.80%,"669,164",23.30%,"570,587",39.90%,"110,494",33.30%,"51,835",24.00%,"58,659",50.70%,"1,551,743",31.80%,"823,316",25.10%,"728,427",45.70%,"454,162",28.90%,"241,577",23.50%,"212,585",39.10%,"505,197",29.30%,"242,803",22.40%,"262,394",40.90%,"1,621,750",30.60%,"872,250",23.80%,"749,500",45.80%,"140,008",31.30%,"64,144",22.70%,"75,864",46.20%,"614,870",28.80%,"380,703",24.70%,"234,167",39.20%,"117,249",31.80%,"60,472",23.60%,"56,777",50.70%,"813,739",28.60%,"443,317",23.20%,"370,422",39.70%,"2,914,356",26.30%,"1,329,295",19.20%,"1,585,061",38.10%,"219,926",19.50%,"126,183",15.70%,"93,743",28.80%,"84,085",30.30%,"47,363",23.20%,"36,722",50.30%,"953,330",28.20%,"521,488",22.90%,"431,842",39.20%,"858,651",27.90%,"411,956",20.80%,"446,695",40.50%,"228,606",31.00%,"145,355",26.50%,"83,251",44.30%,"771,357",31.00%,"391,414",23.10%,"379,943",47.80%,"74,054",30.40%,"44,071",24.90%,"29,983",45.10%,"400,857",31.10%,"245,438",28.20%,"155,419",37.00%
        2-person household,"696,481",34.50%,"539,246",38.10%,"157,235",26.20%,"96,923",35.30%,"68,920",38.00%,"28,003",30.10%,"1,016,668",35.70%,"750,319",39.00%,"266,349",28.70%,"426,151",35.00%,"317,956",39.30%,"108,195",26.50%,"4,199,724",31.00%,"2,520,582",33.30%,"1,679,142",28.10%,"873,540",36.60%,"620,165",39.10%,"253,375",31.70%,"481,751",33.60%,"351,480",37.00%,"130,271",26.90%,"142,880",35.50%,"118,397",39.70%,"24,483",23.50%,"99,144",30.30%,"43,833",32.70%,"55,311",28.70%,"3,268,530",37.00%,"2,407,796",40.60%,"860,734",29.70%,"1,361,498",33.30%,"968,429",35.90%,"393,069",28.10%,"160,222",32.40%,"105,591",34.10%,"54,631",29.50%,"261,941",36.50%,"205,625",39.60%,"56,316",28.40%,"1,657,382",32.80%,"1,205,261",35.50%,"452,121",27.20%,"955,661",35.10%,"742,055",38.50%,"213,606",26.80%,"495,142",37.20%,"391,539",40.80%,"103,603",27.80%,"413,189",35.20%,"307,747",38.70%,"105,442",27.80%,"639,516",35.00%,"484,043",38.50%,"155,473",27.20%,"614,181",33.80%,"460,207",37.40%,"153,974",26.20%,"247,420",40.90%,"198,198",44.20%,"49,222",31.40%,"770,565",32.40%,"562,073",34.90%,"208,492",27.20%,"947,114",33.90%,"632,270",36.30%,"314,844",29.80%,"1,463,556",35.80%,"1,165,439",39.00%,"298,117",27.10%,"839,370",36.10%,"658,155",39.30%,"181,215",28.00%,"392,446",34.20%,"301,822",37.60%,"90,624",26.20%,"898,504",35.60%,"669,038",39.20%,"229,466",28.10%,"177,571",38.30%,"135,492",42.40%,"42,079",29.10%,"280,038",34.90%,"207,034",39.10%,"73,004",26.70%,"406,166",33.90%,"274,567",38.00%,"131,599",27.70%,"213,132",38.20%,"167,249",41.50%,"45,883",29.70%,"1,119,521",31.80%,"769,991",33.90%,"349,530",28.10%,"298,288",35.20%,"229,053",38.10%,"69,235",28.10%,"2,482,213",31.90%,"1,485,262",35.30%,"996,951",27.90%,"1,565,522",36.40%,"1,134,228",39.50%,"431,294",30.10%,"115,123",34.70%,"85,978",39.80%,"29,145",25.20%,"1,714,397",35.10%,"1,277,031",38.90%,"437,366",27.50%,"546,167",34.70%,"394,680",38.40%,"151,487",27.80%,"639,873",37.10%,"446,000",41.10%,"193,873",30.20%,"1,888,329",35.70%,"1,412,741",38.60%,"475,588",29.10%,"155,823",34.90%,"110,103",39.00%,"45,720",27.90%,"802,950",37.60%,"619,983",40.30%,"182,967",30.60%,"132,260",35.90%,"103,202",40.30%,"29,058",26.00%,"1,013,849",35.60%,"756,874",39.50%,"256,975",27.60%,"3,531,660",31.90%,"2,380,690",34.40%,"1,150,970",27.70%,"360,056",31.90%,"257,199",32.00%,"102,857",31.60%,"113,429",40.90%,"90,515",44.40%,"22,914",31.40%,"1,167,803",34.50%,"843,864",37.00%,"323,939",29.40%,"1,094,904",35.50%,"758,588",38.40%,"336,316",30.50%,"270,613",36.80%,"219,684",40.10%,"50,929",27.10%,"936,566",37.60%,"712,938",42.00%,"223,628",28.10%,"87,751",36.10%,"70,474",39.80%,"17,277",26.00%,"437,619",33.90%,"323,673",37.20%,"113,946",27.20%
