"Label (Grouping)","Alabama!!Owner-occupied housing units with a mortgage!!Estimate","Alabama!!Percent owner-occupied housing units with a mortgage!!Estimate","Alaska!!Owner-occupied housing units with a mortgage!!Estimate","Alaska!!Percent owner-occupied housing units with a mortgage!!Estimate","Arizona!!Owner-occupied housing units with a mortgage!!Estimate","Arizona!!Percent owner-occupied housing units with a mortgage!!Estimate","Arkansas!!Owner-occupied housing units with a mortgage!!Estimate","Arkansas!!Percent owner-occupied housing units with a mortgage!!Estimate","California!!Owner-occupied housing units with a mortgage!!Estimate","California!!Percent owner-occupied housing units with a mortgage!!Estimate","Colorado!!Owner-occupied housing units with a mortgage!!Estimate","Colorado!!Percent owner-occupied housing units with a mortgage!!Estimate","Connecticut!!Owner-occupied housing units with a mortgage!!Estimate","Connecticut!!Percent owner-occupied housing units with a mortgage!!Estimate","Delaware!!Owner-occupied housing units with a mortgage!!Estimate","Delaware!!Percent owner-occupied housing units with a mortgage!!Estimate","District of Columbia!!Owner-occupied housing units with a mortgage!!Estimate","District of Columbia!!Percent owner-occupied housing units with a mortgage!!Estimate","Florida!!Owner-occupied housing units with a mortgage!!Estimate","Florida!!Percent owner-occupied housing units with a mortgage!!Estimate","Georgia!!Owner-occupied housing units with a mortgage!!Estimate","Georgia!!Percent owner-occupied housing units with a mortgage!!Estimate","Hawaii!!Owner-occupied housing units with a mortgage!!Estimate","Hawaii!!Percent owner-occupied housing units with a mortgage!!Estimate","Idaho!!Owner-occupied housing units with a mortgage!!Estimate","Idaho!!Percent owner-occupied housing units with a mortgage!!Estimate","Illinois!!Owner-occupied housing units with a mortgage!!Estimate","Illinois!!Percent owner-occupied housing units with a mortgage!!Estimate","Indiana!!Owner-occupied housing units with a mortgage!!Estimate","Indiana!!Percent owner-occupied housing units with a mortgage!!Estimate","Iowa!!Owner-occupied housing units with a mortgage!!Estimate","Iowa!!Percent owner-occupied housing units with a mortgage!!Estimate","Kansas!!Owner-occupied housing units with a mortgage!!Estimate","Kansas!!Percent owner-occupied housing units with a mortgage!!Estimate","Kentucky!!Owner-occupied housing units with a mortgage!!Estimate","Kentucky!!Percent owner-occupied housing units with a mortgage!!Estimate","Louisiana!!Owner-occupied housing units with a mortgage!!Estimate","Louisiana!!Percent owner-occupied housing units with a mortgage!!Estimate","Maine!!Owner-occupied housing units with a mortgage!!Estimate","Maine!!Percent owner-occupied housing units with a mortgage!!Estimate","Maryland!!Owner-occupied housing units with a mortgage!!Estimate","Maryland!!Percent owner-occupied housing units with a mortgage!!Estimate","Massachusetts!!Owner-occupied housing units with a mortgage!!Estimate","Massachusetts!!Percent owner-occupied housing units with a mortgage!!Estimate","Michigan!!Owner-occupied housing units with a mortgage!!Estimate","Michigan!!Percent owner-occupied housing units with a mortgage!!Estimate","Minnesota!!Owner-occupied housing units with a mortgage!!Estimate","Minnesota!!Percent owner-occupied housing units with a mortgage!!Estimate","Mississippi!!Owner-occupied housing units with a mortgage!!Estimate","Mississippi!!Percent owner-occupied housing units with a mortgage!!Estimate","Missouri!!Owner-occupied housing units with a mortgage!!Estimate","Missouri!!Percent owner-occupied housing units with a mortgage!!Estimate","Montana!!Owner-occupied housing units with a mortgage!!Estimate","Montana!!Percent owner-occupied housing units with a mortgage!!Estimate","Nebraska!!Owner-occupied housing units with a mortgage!!Estimate","Nebraska!!Percent owner-occupied housing units with a mortgage!!Estimate","Nevada!!Owner-occupied housing units with a mortgage!!Estimate","Nevada!!Percent owner-occupied housing units with a mortgage!!Estimate","New Hampshire!!Owner-occupied housing units with a mortgage!!Estimate","New Hampshire!!Percent owner-occupied housing units with a mortgage!!Estimate","New Jersey!!Owner-occupied housing units with a mortgage!!Estimate","New Jersey!!Percent owner-occupied housing units with a mortgage!!Estimate","New Mexico!!Owner-occupied housing units with a mortgage!!Estimate","New Mexico!!Percent owner-occupied housing units with a mortgage!!Estimate","New York!!Owner-occupied housing units with a mortgage!!Estimate","New York!!Percent owner-occupied housing units with a mortgage!!Estimate","North Carolina!!Owner-occupied housing units with a mortgage!!Estimate","North Carolina!!Percent owner-occupied housing units with a mortgage!!Estimate","North Dakota!!Owner-occupied housing units with a mortgage!!Estimate","North Dakota!!Percent owner-occupied housing units with a mortgage!!Estimate","Ohio!!Owner-occupied housing units with a mortgage!!Estimate","Ohio!!Percent owner-occupied housing units with a mortgage!!Estimate","Oklahoma!!Owner-occupied housing units with a mortgage!!Estimate","Oklahoma!!Percent owner-occupied housing units with a mortgage!!Estimate","Oregon!!Owner-occupied housing units with a mortgage!!Estimate","Oregon!!Percent owner-occupied housing units with a mortgage!!Estimate","Pennsylvania!!Owner-occupied housing units with a mortgage!!Estimate","Pennsylvania!!Percent owner-occupied housing units with a mortgage!!Estimate","Rhode Island!!Owner-occupied housing units with a mortgage!!Estimate","Rhode Island!!Percent owner-occupied housing units with a mortgage!!Estimate","South Carolina!!Owner-occupied housing units with a mortgage!!Estimate","South Carolina!!Percent owner-occupied housing units with a mortgage!!Estimate","South Dakota!!Owner-occupied housing units with a mortgage!!Estimate","South Dakota!!Percent owner-occupied housing units with a mortgage!!Estimate","Tennessee!!Owner-occupied housing units with a mortgage!!Estimate","Tennessee!!Percent owner-occupied housing units with a mortgage!!Estimate","Texas!!Owner-occupied housing units with a mortgage!!Estimate","Texas!!Percent owner-occupied housing units with a mortgage!!Estimate","Utah!!Owner-occupied housing units with a mortgage!!Estimate","Utah!!Percent owner-occupied housing units with a mortgage!!Estimate","Vermont!!Owner-occupied housing units with a mortgage!!Estimate","Vermont!!Percent owner-occupied housing units with a mortgage!!Estimate","Virginia!!Owner-occupied housing units with a mortgage!!Estimate","Virginia!!Percent owner-occupied housing units with a mortgage!!Estimate","Washington!!Owner-occupied housing units with a mortgage!!Estimate","Washington!!Percent owner-occupied housing units with a mortgage!!Estimate","West Virginia!!Owner-occupied housing units with a mortgage!!Estimate","West Virginia!!Percent owner-occupied housing units with a mortgage!!Estimate","Wisconsin!!Owner-occupied housing units with a mortgage!!Estimate","Wisconsin!!Percent owner-occupied housing units with a mortgage!!Estimate","Wyoming!!Owner-occupied housing units with a mortgage!!Estimate","Wyoming!!Percent owner-occupied housing units with a mortgage!!Estimate","Puerto Rico!!Owner-occupied housing units with a mortgage!!Estimate","Puerto Rico!!Percent owner-occupied housing units with a mortgage!!Estimate"
"MORTGAGE STATUS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    With either a second mortgage, or home equity loan, but not both","75,725","10.7%","8,092","7.9%","98,283","9.2%","25,376","6.1%","684,653","13.6%","136,833","13.8%","109,972","18.0%","23,980","14.6%","14,860","16.5%","316,132","11.1%","169,535","11.1%","31,629","18.4%","32,866","11.7%","256,830","12.8%","142,016","12.3%","74,009","13.4%","44,446","10.1%","86,783","13.0%","48,683","8.2%","37,410","15.4%","163,383","15.2%","203,521","17.9%","213,938","12.7%","156,573","15.1%","29,322","8.0%","100,912","10.2%","17,970","10.8%","31,491","10.3%","34,310","8.0%","35,054","14.4%","217,161","15.8%","23,671","8.5%","339,747","14.2%","232,337","14.2%","11,777","10.8%","295,528","15.3%","33,779","6.4%","85,531","12.7%","334,509","16.2%","28,922","16.8%","80,306","10.6%","12,109","9.4%","98,665","9.9%","173,714","5.1%","69,929","14.4%","19,867","18.0%","219,699","15.3%","158,660","12.9%","22,960","9.6%","158,915","15.8%","9,446","10.2%","7,738","2.5%"
"        Second mortgage only","19,035","2.7%","2,222","2.2%","23,164","2.2%","8,099","1.9%","140,742","2.8%","27,999","2.8%","18,569","3.0%","4,619","2.8%","2,097","2.3%","67,785","2.4%","45,894","3.0%","4,291","2.5%","10,403","3.7%","48,123","2.4%","27,640","2.4%","18,342","3.3%","8,637","2.0%","15,489","2.3%","12,609","2.1%","3,743","1.5%","30,486","2.8%","23,409","2.1%","38,104","2.3%","40,699","3.9%","6,738","1.8%","20,828","2.1%","4,438","2.7%","7,113","2.3%","8,037","1.9%","5,824","2.4%","29,268","2.1%","10,180","3.6%","36,801","1.5%","32,376","2.0%","2,799","2.6%","50,303","2.6%","11,157","2.1%","15,233","2.3%","42,922","2.1%","5,428","3.1%","14,932","2.0%","2,461","1.9%","22,173","2.2%","59,863","1.7%","19,958","4.1%","2,315","2.1%","41,249","2.9%","31,500","2.6%","4,507","1.9%","29,740","3.0%","3,591","3.9%","6,123","2.0%"
"        Home equity loan only","56,690","8.0%","5,870","5.7%","75,119","7.1%","17,277","4.2%","543,911","10.8%","108,834","10.9%","91,403","15.0%","19,361","11.8%","12,763","14.1%","248,347","8.7%","123,641","8.1%","27,338","15.9%","22,463","8.0%","208,707","10.4%","114,376","9.9%","55,667","10.0%","35,809","8.2%","71,294","10.7%","36,074","6.0%","33,667","13.8%","132,897","12.4%","180,112","15.9%","175,834","10.4%","115,874","11.2%","22,584","6.1%","80,084","8.1%","13,532","8.1%","24,378","8.0%","26,273","6.1%","29,230","12.0%","187,893","13.7%","13,491","4.8%","302,946","12.7%","199,961","12.3%","8,978","8.2%","245,225","12.7%","22,622","4.3%","70,298","10.5%","291,587","14.1%","23,494","13.6%","65,374","8.7%","9,648","7.5%","76,492","7.7%","113,851","3.3%","49,971","10.3%","17,552","15.9%","178,450","12.5%","127,160","10.4%","18,453","7.7%","129,175","12.9%","5,855","6.3%","1,615","0.5%"
"    Both second mortgage and home equity loan","1,302","0.2%","353","0.3%","3,130","0.3%","1,413","0.3%","27,618","0.5%","4,241","0.4%","4,291","0.7%","683","0.4%","537","0.6%","10,636","0.4%","5,329","0.3%","1,532","0.9%","684","0.2%","8,440","0.4%","4,978","0.4%","3,264","0.6%","1,497","0.3%","2,821","0.4%","1,955","0.3%","1,005","0.4%","5,582","0.5%","4,344","0.4%","5,066","0.3%","5,171","0.5%","1,521","0.4%","2,749","0.3%","780","0.5%","1,256","0.4%","1,002","0.2%","872","0.4%","6,792","0.5%","785","0.3%","9,843","0.4%","7,713","0.5%","732","0.7%","6,345","0.3%","648","0.1%","2,617","0.4%","9,180","0.4%","1,140","0.7%","3,034","0.4%","163","0.1%","3,865","0.4%","6,398","0.2%","2,152","0.4%","574","0.5%","6,980","0.5%","5,721","0.5%","509","0.2%","5,009","0.5%","148","0.2%","1,125","0.4%"
"    No second mortgage and no home equity loan","629,158","89.1%","93,852","91.7%","962,938","90.5%","389,379","93.6%","4,313,873","85.8%","853,335","85.8%","496,979","81.3%","139,408","85.0%","74,873","82.9%","2,523,243","88.5%","1,354,694","88.6%","139,053","80.7%","246,747","88.0%","1,742,169","86.8%","1,009,811","87.3%","476,909","86.1%","392,677","89.5%","578,332","86.6%","545,907","91.5%","204,886","84.2%","904,068","84.3%","927,692","81.7%","1,469,604","87.0%","877,149","84.4%","336,526","91.6%","885,208","89.5%","148,388","88.8%","272,081","89.3%","392,074","91.7%","206,744","85.2%","1,151,447","83.7%","255,190","91.3%","2,044,834","85.4%","1,391,750","85.3%","96,801","88.6%","1,625,463","84.3%","492,568","93.5%","584,343","86.9%","1,719,875","83.3%","142,313","82.6%","671,193","89.0%","116,777","90.5%","894,555","89.7%","3,259,168","94.8%","412,249","85.1%","89,855","81.5%","1,204,734","84.2%","1,063,112","86.6%","214,886","90.2%","839,891","83.7%","83,263","89.7%","303,317","97.2%"
"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Less than $10,000","19,694","2.8%","1,811","1.8%","29,096","2.7%","12,622","3.0%","97,564","1.9%","21,169","2.1%","8,430","1.4%","6,118","3.7%","1,934","2.1%","82,686","2.9%","39,021","2.6%","3,784","2.2%","5,982","2.1%","39,223","2.0%","22,628","2.0%","8,117","1.5%","6,203","1.4%","18,067","2.7%","18,778","3.1%","3,942","1.6%","17,205","1.6%","13,368","1.2%","33,649","2.0%","13,291","1.3%","13,338","3.6%","19,090","1.9%","4,141","2.5%","4,521","1.5%","7,424","1.7%","2,842","1.2%","20,563","1.5%","11,355","4.1%","42,386","1.8%","36,576","2.2%","1,110","1.0%","32,670","1.7%","10,995","2.1%","14,334","2.1%","38,286","1.9%","2,268","1.3%","21,048","2.8%","2,126","1.6%","23,393","2.3%","68,206","2.0%","6,066","1.3%","1,775","1.6%","24,030","1.7%","20,045","1.6%","6,160","2.6%","15,614","1.6%","1,787","1.9%","27,833","8.9%"
"    $10,000 to $24,999","54,860","7.8%","3,137","3.1%","69,658","6.5%","33,571","8.1%","224,843","4.5%","40,647","4.1%","19,243","3.1%","7,594","4.6%","4,337","4.8%","214,525","7.5%","99,530","6.5%","5,457","3.2%","17,983","6.4%","95,075","4.7%","77,260","6.7%","27,868","5.0%","19,443","4.4%","49,801","7.5%","46,909","7.9%","15,713","6.5%","40,420","3.8%","39,969","3.5%","101,127","6.0%","38,070","3.7%","34,315","9.3%","61,568","6.2%","9,908","5.9%","14,293","4.7%","24,926","5.8%","8,057","3.3%","46,525","3.4%","23,429","8.4%","104,588","4.4%","106,691","6.5%","4,057","3.7%","112,453","5.8%","38,010","7.2%","35,880","5.3%","102,821","5.0%","9,170","5.3%","55,951","7.4%","5,427","4.2%","74,482","7.5%","177,864","5.2%","18,627","3.8%","7,227","6.6%","59,586","4.2%","47,480","3.9%","21,375","9.0%","51,008","5.1%","4,707","5.1%","71,254","22.8%"
"    $25,000 to $34,999","50,583","7.2%","3,884","3.8%","67,092","6.3%","30,251","7.3%","198,282","3.9%","40,402","4.1%","22,118","3.6%","8,816","5.4%","1,919","2.1%","194,641","6.8%","89,928","5.9%","5,180","3.0%","20,164","7.2%","94,222","4.7%","75,115","6.5%","28,891","5.2%","23,257","5.3%","46,117","6.9%","43,115","7.2%","16,991","7.0%","35,815","3.3%","36,272","3.2%","106,759","6.3%","44,757","4.3%","26,651","7.3%","59,173","6.0%","10,838","6.5%","13,982","4.6%","24,897","5.8%","8,847","3.6%","45,988","3.3%","20,839","7.5%","94,135","3.9%","104,572","6.4%","4,290","3.9%","117,631","6.1%","36,092","6.8%","31,751","4.7%","103,858","5.0%","7,358","4.3%","49,313","6.5%","7,487","5.8%","68,935","6.9%","170,042","4.9%","20,855","4.3%","7,219","6.5%","59,043","4.1%","47,815","3.9%","19,252","8.1%","52,402","5.2%","4,488","4.8%","41,474","13.3%"
"    $35,000 to $49,999","83,271","11.8%","7,240","7.1%","120,361","11.3%","53,837","12.9%","363,068","7.2%","86,161","8.7%","43,134","7.1%","14,719","9.0%","2,923","3.2%","343,625","12.1%","155,557","10.2%","11,534","6.7%","38,478","13.7%","186,557","9.3%","136,144","11.8%","61,018","11.0%","45,624","10.4%","77,137","11.5%","63,247","10.6%","25,296","10.4%","69,163","6.4%","68,697","6.0%","193,727","11.5%","88,227","8.5%","46,776","12.7%","114,585","11.6%","16,822","10.1%","29,995","9.8%","47,404","11.1%","16,906","7.0%","78,058","5.7%","35,448","12.7%","180,919","7.6%","184,615","11.3%","8,189","7.5%","211,928","11.0%","61,672","11.7%","68,391","10.2%","186,798","9.1%","12,620","7.3%","89,267","11.8%","13,740","10.6%","116,425","11.7%","305,691","8.9%","43,228","8.9%","10,521","9.5%","110,849","7.7%","95,848","7.8%","29,624","12.4%","102,309","10.2%","8,907","9.6%","55,453","17.8%"
"    $50,000 to $74,999","146,556","20.8%","15,288","14.9%","202,392","19.0%","89,343","21.5%","691,382","13.8%","162,877","16.4%","88,146","14.4%","30,461","18.6%","9,562","10.6%","551,073","19.3%","284,625","18.6%","22,778","13.2%","66,691","23.8%","352,198","17.5%","244,184","21.1%","115,429","20.8%","89,903","20.5%","135,224","20.2%","108,862","18.2%","50,172","20.6%","147,045","13.7%","142,394","12.5%","331,261","19.6%","187,138","18.0%","77,208","21.0%","202,556","20.5%","35,770","21.4%","62,095","20.4%","87,965","20.6%","38,831","16.0%","169,818","12.3%","55,504","19.8%","361,200","15.1%","326,572","20.0%","20,889","19.1%","387,230","20.1%","110,657","21.0%","123,576","18.4%","389,635","18.9%","30,412","17.6%","152,016","20.1%","28,255","21.9%","210,671","21.1%","593,456","17.3%","98,513","20.3%","21,758","19.7%","230,738","16.1%","198,254","16.2%","51,987","21.8%","195,481","19.5%","18,461","19.9%","61,986","19.9%"
"    $75,000 to $99,999","114,273","16.2%","16,736","16.4%","171,564","16.1%","70,528","16.9%","681,502","13.6%","159,994","16.1%","88,840","14.5%","26,078","15.9%","9,283","10.3%","447,591","15.7%","243,037","15.9%","25,243","14.7%","48,567","17.3%","326,784","16.3%","207,800","18.0%","104,827","18.9%","76,745","17.5%","115,417","17.3%","95,783","16.1%","45,735","18.8%","148,281","13.8%","157,405","13.9%","289,719","17.2%","176,508","17.0%","64,544","17.6%","174,122","17.6%","30,328","18.1%","56,707","18.6%","70,696","16.5%","36,815","15.2%","185,096","13.5%","44,006","15.7%","353,245","14.8%","267,593","16.4%","21,243","19.4%","341,785","17.7%","93,460","17.7%","116,338","17.3%","359,660","17.4%","29,268","17.0%","126,787","16.8%","25,838","20.0%","163,932","16.4%","542,758","15.8%","90,913","18.8%","20,446","18.5%","219,202","15.3%","198,004","16.1%","39,064","16.4%","186,340","18.6%","18,176","19.6%","26,842","8.6%"
"    $100,000 to $149,999","145,414","20.6%","27,454","26.8%","220,445","20.7%","73,921","17.8%","1,134,975","22.6%","242,688","24.4%","148,537","24.3%","34,101","20.8%","18,117","20.1%","542,710","19.0%","319,362","20.9%","44,537","25.9%","52,944","18.9%","450,051","22.4%","237,940","20.6%","128,948","23.3%","105,423","24.0%","137,924","20.6%","126,337","21.2%","53,298","21.9%","267,473","24.9%","275,233","24.2%","358,918","21.3%","259,728","25.0%","65,359","17.8%","209,363","21.2%","37,358","22.4%","73,850","24.2%","92,457","21.6%","65,412","27.0%","331,370","24.1%","52,730","18.9%","544,158","22.7%","325,906","20.0%","29,059","26.6%","422,719","21.9%","105,092","19.9%","148,411","22.1%","467,110","22.6%","43,276","25.1%","149,495","19.8%","29,674","23.0%","192,503","19.3%","792,025","23.0%","121,602","25.1%","25,369","23.0%","321,495","22.5%","301,437","24.6%","42,736","17.9%","238,675","23.8%","24,393","26.3%","18,207","5.8%"
"    $150,000 or more","91,534","13.0%","26,747","26.1%","183,743","17.3%","52,095","12.5%","1,634,528","32.5%","240,471","24.2%","192,794","31.5%","36,184","22.1%","42,195","46.7%","473,160","16.6%","298,498","19.5%","53,701","31.2%","29,488","10.5%","463,329","23.1%","155,734","13.5%","79,084","14.3%","72,022","16.4%","88,249","13.2%","93,514","15.7%","32,154","13.2%","347,631","32.4%","402,219","35.4%","273,448","16.2%","231,174","22.3%","39,178","10.7%","148,412","15.0%","21,973","13.1%","49,385","16.2%","71,617","16.8%","64,960","26.8%","497,982","36.2%","36,335","13.0%","713,793","29.8%","279,275","17.1%","20,473","18.7%","300,920","15.6%","71,017","13.5%","133,810","19.9%","415,396","20.1%","38,003","22.0%","110,656","14.7%","16,502","12.8%","146,744","14.7%","789,238","22.9%","84,526","17.5%","15,981","14.5%","406,470","28.4%","318,610","26.0%","28,157","11.8%","161,986","16.1%","11,938","12.9%","9,131","2.9%"
"    Median household income (dollars)","74,553","74,553","103,942","103,942","80,853","80,853","71,081","71,081","108,609","108,609","97,207","97,207","109,560","109,560","87,389","87,389","138,977","138,977","76,655","76,655","84,284","84,284","112,506","112,506","70,758","70,758","92,291","92,291","77,197","77,197","82,626","82,626","85,462","85,462","76,392","76,392","79,133","79,133","80,029","80,029","111,824","111,824","117,542","117,542","80,952","80,952","95,372","95,372","70,491","70,491","79,793","79,793","78,460","78,460","86,212","86,212","81,726","81,726","105,010","105,010","119,221","119,221","71,319","71,319","103,477","103,477","79,783","79,783","92,387","92,387","81,672","81,672","76,338","76,338","87,879","87,879","89,170","89,170","95,844","95,844","76,610","76,610","82,017","82,017","75,616","75,616","92,899","92,899","89,342","89,342","81,746","81,746","101,119","101,119","100,562","100,562","70,452","70,452","85,681","85,681","85,603","85,603","38,982","38,982"
"RATIO OF VALUE TO HOUSEHOLD INCOME IN THE PAST 12 MONTHS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Less than 2.0","322,003","45.6%","30,160","29.5%","283,041","26.6%","212,581","51.1%","450,555","9.0%","146,634","14.7%","212,896","34.8%","43,146","26.3%","9,912","11.0%","800,044","28.1%","613,379","40.1%","11,476","6.7%","70,521","25.2%","880,208","43.8%","597,009","51.6%","292,716","52.8%","231,284","52.7%","320,026","47.9%","246,987","41.4%","86,869","35.7%","289,332","27.0%","222,274","19.6%","817,786","48.4%","382,561","36.8%","179,950","49.0%","475,909","48.1%","39,870","23.9%","155,499","51.0%","92,184","21.6%","82,594","34.0%","396,894","28.9%","94,062","33.6%","785,630","32.8%","618,387","37.9%","43,524","39.8%","1,033,731","53.6%","266,420","50.6%","100,832","15.0%","901,951","43.7%","48,688","28.2%","295,713","39.2%","54,717","42.4%","382,976","38.4%","1,542,319","44.8%","93,288","19.3%","31,206","28.3%","358,683","25.1%","202,366","16.5%","115,630","48.5%","437,523","43.6%","26,923","29.0%","62,886","20.1%"
"    2.0 to 2.9","176,205","25.0%","31,079","30.4%","282,374","26.5%","93,508","22.5%","785,523","15.6%","239,809","24.1%","162,920","26.7%","43,447","26.5%","18,653","20.7%","708,324","24.9%","391,150","25.6%","20,725","12.0%","74,197","26.5%","513,005","25.6%","275,713","23.8%","134,900","24.3%","111,174","25.3%","165,372","24.8%","146,019","24.5%","63,513","26.1%","302,125","28.2%","294,812","26.0%","406,785","24.1%","304,862","29.3%","84,527","23.0%","242,247","24.5%","42,994","25.7%","80,323","26.4%","106,751","25.0%","75,039","30.9%","367,860","26.7%","67,174","24.0%","509,597","21.3%","429,587","26.3%","32,232","29.5%","460,207","23.9%","122,788","23.3%","156,006","23.2%","528,913","25.6%","51,796","30.0%","182,737","24.2%","37,985","29.4%","255,609","25.6%","890,311","25.9%","133,621","27.6%","31,226","28.3%","408,090","28.5%","299,109","24.4%","50,108","21.0%","272,585","27.2%","24,686","26.6%","69,353","22.2%"
"    3.0 to 3.9","79,444","11.2%","14,863","14.5%","167,800","15.8%","42,067","10.1%","845,698","16.8%","205,440","20.7%","84,815","13.9%","26,608","16.2%","17,277","19.1%","430,458","15.1%","198,901","13.0%","23,832","13.8%","51,286","18.3%","235,829","11.7%","112,965","9.8%","53,777","9.7%","42,934","9.8%","67,725","10.1%","71,744","12.0%","35,990","14.8%","182,009","17.0%","209,637","18.5%","182,918","10.8%","152,112","14.6%","36,389","9.9%","109,004","11.0%","28,505","17.1%","29,607","9.7%","74,638","17.5%","34,466","14.2%","219,593","16.0%","37,557","13.4%","306,101","12.8%","218,300","13.4%","16,827","15.4%","179,072","9.3%","55,607","10.6%","132,924","19.8%","249,535","12.1%","25,297","14.7%","96,871","12.8%","16,200","12.6%","139,496","14.0%","408,003","11.9%","106,074","21.9%","17,479","15.8%","250,400","17.5%","241,657","19.7%","26,652","11.2%","121,733","12.1%","18,015","19.4%","52,257","16.7%"
"    4.0 or more","123,874","17.5%","25,808","25.2%","321,458","30.2%","65,113","15.6%","2,916,733","58.0%","397,241","39.9%","148,365","24.3%","48,314","29.4%","43,817","48.5%","885,107","31.1%","315,358","20.6%","115,007","66.8%","81,636","29.1%","369,221","18.4%","165,255","14.3%","70,510","12.7%","51,299","11.7%","111,778","16.7%","126,088","21.1%","55,627","22.9%","295,444","27.5%","404,960","35.7%","273,535","16.2%","196,578","18.9%","64,391","17.5%","157,257","15.9%","54,632","32.7%","38,368","12.6%","152,034","35.6%","49,902","20.6%","385,834","28.1%","76,417","27.3%","782,392","32.7%","357,210","21.9%","16,558","15.1%","247,901","12.9%","79,787","15.1%","278,796","41.5%","373,295","18.1%","46,021","26.7%","175,032","23.2%","19,565","15.2%","213,366","21.4%","579,860","16.9%","150,482","31.1%","30,267","27.4%","407,797","28.5%","479,066","39.0%","44,777","18.8%","168,687","16.8%","22,853","24.6%","121,960","39.1%"
"    Not computed","4,659","0.7%","387","0.4%","9,678","0.9%","2,899","0.7%","27,635","0.5%","5,285","0.5%","2,246","0.4%","2,556","1.6%","611","0.7%","26,078","0.9%","10,770","0.7%","1,174","0.7%","2,657","0.9%","9,176","0.5%","5,863","0.5%","2,279","0.4%","1,929","0.4%","3,035","0.5%","5,707","1.0%","1,302","0.5%","4,123","0.4%","3,874","0.3%","7,584","0.4%","2,780","0.3%","2,112","0.6%","4,452","0.5%","1,137","0.7%","1,031","0.3%","1,779","0.4%","669","0.3%","5,219","0.4%","4,436","1.6%","10,704","0.4%","8,316","0.5%","169","0.2%","6,425","0.3%","2,393","0.5%","3,933","0.6%","9,870","0.5%","573","0.3%","4,180","0.6%","582","0.5%","5,638","0.6%","18,787","0.5%","865","0.2%","118","0.1%","6,443","0.5%","5,295","0.4%","1,188","0.5%","3,287","0.3%","380","0.4%","5,724","1.8%"
"MONTHLY HOUSING COSTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Less than $200","251","0.0%","116","0.1%","575","0.1%","79","0.0%","1,541","0.0%","285","0.0%","138","0.0%","0","0.0%","57","0.1%","1,076","0.0%","838","0.1%","44","0.0%","457","0.2%","1,290","0.1%","463","0.0%","219","0.0%","126","0.0%","617","0.1%","484","0.1%","162","0.1%","614","0.1%","475","0.0%","741","0.0%","393","0.0%","291","0.1%","453","0.0%","132","0.1%","58","0.0%","267","0.1%","108","0.0%","219","0.0%","142","0.1%","1,630","0.1%","724","0.0%","0","0.0%","576","0.0%","151","0.0%","317","0.0%","510","0.0%","58","0.0%","418","0.1%","0","0.0%","651","0.1%","1,218","0.0%","205","0.0%","0","0.0%","300","0.0%","715","0.1%","99","0.0%","432","0.0%","0","0.0%","463","0.1%"
"    $200 to $399","8,356","1.2%","491","0.5%","5,855","0.6%","5,584","1.3%","8,050","0.2%","3,939","0.4%","367","0.1%","760","0.5%","326","0.4%","15,778","0.6%","7,876","0.5%","854","0.5%","1,715","0.6%","5,642","0.3%","12,092","1.0%","2,831","0.5%","1,487","0.3%","7,962","1.2%","6,017","1.0%","2,372","1.0%","2,005","0.2%","1,122","0.1%","10,832","0.6%","3,646","0.4%","5,467","1.5%","8,773","0.9%","1,767","1.1%","1,206","0.4%","1,929","0.5%","0","0.0%","355","0.0%","2,605","0.9%","9,500","0.4%","14,084","0.9%","555","0.5%","12,746","0.7%","4,502","0.9%","2,207","0.3%","10,343","0.5%","87","0.1%","4,897","0.6%","727","0.6%","8,670","0.9%","8,844","0.3%","2,959","0.6%","250","0.2%","5,973","0.4%","3,206","0.3%","3,987","1.7%","3,007","0.3%","345","0.4%","10,126","3.2%"
