Label (Grouping),Alabama!!Owner-occupied housing units with a mortgage!!Estimate,Alabama!!Percent owner-occupied housing units with a mortgage!!Estimate,Alaska!!Owner-occupied housing units with a mortgage!!Estimate,Alaska!!Percent owner-occupied housing units with a mortgage!!Estimate,Arizona!!Owner-occupied housing units with a mortgage!!Estimate,Arizona!!Percent owner-occupied housing units with a mortgage!!Estimate,Arkansas!!Owner-occupied housing units with a mortgage!!Estimate,Arkansas!!Percent owner-occupied housing units with a mortgage!!Estimate,California!!Owner-occupied housing units with a mortgage!!Estimate,California!!Percent owner-occupied housing units with a mortgage!!Estimate,Colorado!!Owner-occupied housing units with a mortgage!!Estimate,Colorado!!Percent owner-occupied housing units with a mortgage!!Estimate,Connecticut!!Owner-occupied housing units with a mortgage!!Estimate,Connecticut!!Percent owner-occupied housing units with a mortgage!!Estimate,Delaware!!Owner-occupied housing units with a mortgage!!Estimate,Delaware!!Percent owner-occupied housing units with a mortgage!!Estimate,District of Columbia!!Owner-occupied housing units with a mortgage!!Estimate,District of Columbia!!Percent owner-occupied housing units with a mortgage!!Estimate,Florida!!Owner-occupied housing units with a mortgage!!Estimate,Florida!!Percent owner-occupied housing units with a mortgage!!Estimate,Georgia!!Owner-occupied housing units with a mortgage!!Estimate,Georgia!!Percent owner-occupied housing units with a mortgage!!Estimate,Hawaii!!Owner-occupied housing units with a mortgage!!Estimate,Hawaii!!Percent owner-occupied housing units with a mortgage!!Estimate,Idaho!!Owner-occupied housing units with a mortgage!!Estimate,Idaho!!Percent owner-occupied housing units with a mortgage!!Estimate,Illinois!!Owner-occupied housing units with a mortgage!!Estimate,Illinois!!Percent owner-occupied housing units with a mortgage!!Estimate,Indiana!!Owner-occupied housing units with a mortgage!!Estimate,Indiana!!Percent owner-occupied housing units with a mortgage!!Estimate,Iowa!!Owner-occupied housing units with a mortgage!!Estimate,Iowa!!Percent owner-occupied housing units with a mortgage!!Estimate,Kansas!!Owner-occupied housing units with a mortgage!!Estimate,Kansas!!Percent owner-occupied housing units with a mortgage!!Estimate,Kentucky!!Owner-occupied housing units with a mortgage!!Estimate,Kentucky!!Percent owner-occupied housing units with a mortgage!!Estimate,Louisiana!!Owner-occupied housing units with a mortgage!!Estimate,Louisiana!!Percent owner-occupied housing units with a mortgage!!Estimate,Maine!!Owner-occupied housing units with a mortgage!!Estimate,Maine!!Percent owner-occupied housing units with a mortgage!!Estimate,Maryland!!Owner-occupied housing units with a mortgage!!Estimate,Maryland!!Percent owner-occupied housing units with a mortgage!!Estimate,Massachusetts!!Owner-occupied housing units with a mortgage!!Estimate,Massachusetts!!Percent owner-occupied housing units with a mortgage!!Estimate,Michigan!!Owner-occupied housing units with a mortgage!!Estimate,Michigan!!Percent owner-occupied housing units with a mortgage!!Estimate,Minnesota!!Owner-occupied housing units with a mortgage!!Estimate,Minnesota!!Percent owner-occupied housing units with a mortgage!!Estimate,Mississippi!!Owner-occupied housing units with a mortgage!!Estimate,Mississippi!!Percent owner-occupied housing units with a mortgage!!Estimate,Missouri!!Owner-occupied housing units with a mortgage!!Estimate,Missouri!!Percent owner-occupied housing units with a mortgage!!Estimate,Montana!!Owner-occupied housing units with a mortgage!!Estimate,Montana!!Percent owner-occupied housing units with a mortgage!!Estimate,Nebraska!!Owner-occupied housing units with a mortgage!!Estimate,Nebraska!!Percent owner-occupied housing units with a mortgage!!Estimate,Nevada!!Owner-occupied housing units with a mortgage!!Estimate,Nevada!!Percent owner-occupied housing units with a mortgage!!Estimate,New Hampshire!!Owner-occupied housing units with a mortgage!!Estimate,New Hampshire!!Percent owner-occupied housing units with a mortgage!!Estimate,New Jersey!!Owner-occupied housing units with a mortgage!!Estimate,New Jersey!!Percent owner-occupied housing units with a mortgage!!Estimate,New Mexico!!Owner-occupied housing units with a mortgage!!Estimate,New Mexico!!Percent owner-occupied housing units with a mortgage!!Estimate,New York!!Owner-occupied housing units with a mortgage!!Estimate,New York!!Percent owner-occupied housing units with a mortgage!!Estimate,North Carolina!!Owner-occupied housing units with a mortgage!!Estimate,North Carolina!!Percent owner-occupied housing units with a mortgage!!Estimate,North Dakota!!Owner-occupied housing units with a mortgage!!Estimate,North Dakota!!Percent owner-occupied housing units with a mortgage!!Estimate,Ohio!!Owner-occupied housing units with a mortgage!!Estimate,Ohio!!Percent owner-occupied housing units with a mortgage!!Estimate,Oklahoma!!Owner-occupied housing units with a mortgage!!Estimate,Oklahoma!!Percent owner-occupied housing units with a mortgage!!Estimate,Oregon!!Owner-occupied housing units with a mortgage!!Estimate,Oregon!!Percent owner-occupied housing units with a mortgage!!Estimate,Pennsylvania!!Owner-occupied housing units with a mortgage!!Estimate,Pennsylvania!!Percent owner-occupied housing units with a mortgage!!Estimate,Rhode Island!!Owner-occupied housing units with a mortgage!!Estimate,Rhode Island!!Percent owner-occupied housing units with a mortgage!!Estimate,South Carolina!!Owner-occupied housing units with a mortgage!!Estimate,South Carolina!!Percent owner-occupied housing units with a mortgage!!Estimate,South Dakota!!Owner-occupied housing units with a mortgage!!Estimate,South Dakota!!Percent owner-occupied housing units with a mortgage!!Estimate,Tennessee!!Owner-occupied housing units with a mortgage!!Estimate,Tennessee!!Percent owner-occupied housing units with a mortgage!!Estimate,Texas!!Owner-occupied housing units with a mortgage!!Estimate,Texas!!Percent owner-occupied housing units with a mortgage!!Estimate,Utah!!Owner-occupied housing units with a mortgage!!Estimate,Utah!!Percent owner-occupied housing units with a mortgage!!Estimate,Vermont!!Owner-occupied housing units with a mortgage!!Estimate,Vermont!!Percent owner-occupied housing units with a mortgage!!Estimate,Virginia!!Owner-occupied housing units with a mortgage!!Estimate,Virginia!!Percent owner-occupied housing units with a mortgage!!Estimate,Washington!!Owner-occupied housing units with a mortgage!!Estimate,Washington!!Percent owner-occupied housing units with a mortgage!!Estimate,West Virginia!!Owner-occupied housing units with a mortgage!!Estimate,West Virginia!!Percent owner-occupied housing units with a mortgage!!Estimate,Wisconsin!!Owner-occupied housing units with a mortgage!!Estimate,Wisconsin!!Percent owner-occupied housing units with a mortgage!!Estimate,Wyoming!!Owner-occupied housing units with a mortgage!!Estimate,Wyoming!!Percent owner-occupied housing units with a mortgage!!Estimate,Puerto Rico!!Owner-occupied housing units with a mortgage!!Estimate,Puerto Rico!!Percent owner-occupied housing units with a mortgage!!Estimate
    MORTGAGE STATUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        With a mortgage and either a second mortgage or home equity loan,"59,936",7.80%,"4,860",4.40%,"80,464",6.80%,"24,386",5.70%,"465,128",9.20%,"119,306",10.90%,"71,542",11.70%,"18,817",10.00%,"11,375",11.50%,"258,146",7.70%,"127,967",7.50%,"31,265",16.10%,"35,986",11.10%,"167,341",8.10%,"126,308",10.30%,"65,943",11.60%,"37,780",8.30%,"76,620",10.70%,"44,608",7.00%,"36,228",13.70%,"120,934",10.60%,"171,421",15.00%,"162,182",9.40%,"114,865",10.70%,"28,064",7.00%,"76,992",7.50%,"14,200",8.20%,"27,830",8.80%,"31,451",6.60%,"27,616",11.20%,"143,924",10.00%,"19,515",6.10%,"272,811",11.10%,"172,917",9.70%,"9,087",7.90%,"228,297",11.50%,"29,457",5.30%,"73,176",10.40%,"268,381",12.60%,"27,960",15.00%,"62,871",7.10%,"11,910",8.60%,"96,738",8.80%,"166,020",4.30%,"75,125",13.60%,"15,723",12.50%,"157,202",10.30%,"129,753",10.00%,"19,968",7.70%,"131,308",12.70%,"7,848",7.80%,"8,428",2.60%
            Only Second mortgage,"10,065",1.30%,776,0.70%,"12,488",1.00%,"6,874",1.60%,"71,460",1.40%,"16,698",1.50%,"11,393",1.90%,"3,116",1.70%,"2,618",2.60%,"44,125",1.30%,"21,141",1.20%,"3,892",2.00%,"6,546",2.00%,"27,062",1.30%,"14,566",1.20%,"13,636",2.40%,"6,476",1.40%,"10,551",1.50%,"12,630",2.00%,"2,319",0.90%,"18,667",1.60%,"16,585",1.50%,"16,501",1.00%,"22,191",2.10%,"6,001",1.50%,"10,915",1.10%,"2,135",1.20%,"6,072",1.90%,"5,520",1.20%,"1,927",0.80%,"14,927",1.00%,"7,461",2.30%,"25,966",1.10%,"16,259",0.90%,"2,605",2.30%,"25,648",1.30%,"8,972",1.60%,"8,301",1.20%,"29,480",1.40%,"3,496",1.90%,"9,259",1.00%,941,0.70%,"14,019",1.30%,"39,627",1.00%,"10,971",2.00%,"1,199",1.00%,"29,934",2.00%,"15,817",1.20%,"2,440",0.90%,"16,718",1.60%,"3,351",3.30%,"5,843",1.80%
            Only Home equity loan,"48,242",6.20%,"3,512",3.20%,"65,377",5.50%,"16,953",4.00%,"374,777",7.40%,"99,403",9.10%,"57,360",9.40%,"15,222",8.10%,"8,086",8.20%,"205,452",6.20%,"102,455",6.00%,"25,860",13.30%,"27,987",8.60%,"135,676",6.50%,"107,723",8.80%,"50,067",8.80%,"30,473",6.70%,"63,076",8.80%,"29,676",4.70%,"33,149",12.60%,"98,513",8.60%,"150,319",13.20%,"141,984",8.20%,"89,397",8.30%,"21,367",5.30%,"64,455",6.30%,"11,468",6.60%,"21,278",6.80%,"24,603",5.20%,"24,714",10.00%,"125,475",8.70%,"11,536",3.60%,"238,538",9.70%,"153,033",8.60%,"5,916",5.10%,"196,231",9.90%,"19,731",3.60%,"62,910",8.90%,"230,261",10.80%,"23,887",12.80%,"52,325",5.90%,"10,213",7.40%,"78,692",7.20%,"120,421",3.10%,"61,705",11.20%,"14,281",11.40%,"121,681",8.00%,"108,322",8.30%,"16,653",6.40%,"110,921",10.70%,"4,234",4.20%,"1,966",0.60%
            Both second mortgage and home equity loan,"1,629",0.20%,572,0.50%,"2,599",0.20%,559,0.10%,"18,891",0.40%,"3,205",0.30%,"2,789",0.50%,479,0.30%,671,0.70%,"8,569",0.30%,"4,371",0.30%,"1,513",0.80%,"1,453",0.40%,"4,603",0.20%,"4,019",0.30%,"2,240",0.40%,831,0.20%,"2,993",0.40%,"2,302",0.40%,760,0.30%,"3,754",0.30%,"4,517",0.40%,"3,697",0.20%,"3,277",0.30%,696,0.20%,"1,622",0.20%,597,0.30%,480,0.20%,"1,328",0.30%,975,0.40%,"3,522",0.20%,518,0.20%,"8,307",0.30%,"3,625",0.20%,566,0.50%,"6,418",0.30%,754,0.10%,"1,965",0.30%,"8,640",0.40%,577,0.30%,"1,287",0.10%,756,0.50%,"4,027",0.40%,"5,972",0.20%,"2,449",0.40%,243,0.20%,"5,587",0.40%,"5,614",0.40%,875,0.30%,"3,669",0.40%,263,0.30%,619,0.20%
        No second mortgage and no home equity loan,"692,388",89.50%,"103,696",93.90%,"1,091,711",91.80%,"395,679",92.70%,"4,537,791",89.40%,"954,998",87.30%,"515,650",84.10%,"162,971",86.60%,"86,105",86.90%,"3,000,719",89.80%,"1,556,819",90.70%,"155,444",80.00%,"280,743",86.20%,"1,854,107",89.30%,"1,055,274",86.10%,"487,168",85.50%,"409,241",89.50%,"612,500",85.90%,"579,172",91.30%,"212,075",80.30%,"994,455",86.90%,"923,742",81.00%,"1,511,462",87.20%,"936,084",86.90%,"362,228",90.40%,"927,919",90.50%,"154,402",89.10%,"280,526",89.10%,"440,129",92.20%,"208,556",84.60%,"1,234,041",85.70%,"298,839",92.70%,"2,061,250",84.10%,"1,551,726",87.20%,"104,100",90.00%,"1,658,653",83.50%,"515,438",93.20%,"619,032",87.60%,"1,716,077",80.70%,"149,443",80.10%,"799,414",90.10%,"124,036",89.60%,"978,597",88.90%,"3,655,919",94.10%,"462,898",84.00%,"103,938",82.80%,"1,323,242",86.90%,"1,143,676",88.00%,"232,108",89.30%,"869,055",83.90%,"92,082",91.10%,"308,957",97.10%
        Home equity loan without a primary mortgage,"21,022",2.70%,"1,884",1.70%,"17,256",1.50%,"6,963",1.60%,"73,613",1.50%,"19,489",1.80%,"25,952",4.20%,"6,348",3.40%,"1,614",1.60%,"81,282",2.40%,"31,407",1.80%,"7,675",3.90%,"8,856",2.70%,"54,719",2.60%,"43,365",3.50%,"16,730",2.90%,"10,140",2.20%,"23,944",3.40%,"10,855",1.70%,"15,666",5.90%,"28,839",2.50%,"45,613",4.00%,"59,122",3.40%,"26,382",2.40%,"10,465",2.60%,"20,621",2.00%,"4,616",2.70%,"6,583",2.10%,"5,884",1.20%,"10,429",4.20%,"61,843",4.30%,"3,954",1.20%,"116,725",4.80%,"55,493",3.10%,"2,533",2.20%,"99,343",5.00%,"8,294",1.50%,"14,376",2.00%,"141,309",6.60%,"9,088",4.90%,"24,618",2.80%,"2,443",1.80%,"24,841",2.30%,"62,558",1.60%,"12,940",2.30%,"5,816",4.60%,"43,131",2.80%,"25,935",2.00%,"7,816",3.00%,"36,059",3.50%,"1,179",1.20%,802,0.30%
    HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"        Less than $10,000","22,620",2.90%,"1,929",1.70%,"29,053",2.40%,"10,807",2.50%,"111,029",2.20%,"19,692",1.80%,"11,493",1.90%,"3,330",1.80%,"2,255",2.30%,"81,175",2.40%,"39,492",2.30%,"5,627",2.90%,"5,893",1.80%,"44,926",2.20%,"22,673",1.90%,"7,167",1.30%,"8,248",1.80%,"16,002",2.20%,"17,961",2.80%,"5,885",2.20%,"21,325",1.90%,"18,967",1.70%,"39,313",2.30%,"18,624",1.70%,"12,606",3.10%,"22,630",2.20%,"3,527",2.00%,"6,429",2.00%,"13,264",2.80%,"2,952",1.20%,"22,265",1.50%,"8,669",2.70%,"46,684",1.90%,"40,877",2.30%,"1,181",1.00%,"38,845",2.00%,"13,397",2.40%,"14,324",2.00%,"40,300",1.90%,"3,036",1.60%,"20,209",2.30%,"1,796",1.30%,"19,776",1.80%,"79,222",2.00%,"6,850",1.20%,"1,837",1.50%,"27,554",1.80%,"21,890",1.70%,"5,728",2.20%,"18,664",1.80%,"2,262",2.20%,"21,370",6.70%
"        $10,000 to $24,999","48,882",6.30%,"3,083",2.80%,"55,157",4.60%,"24,565",5.80%,"164,109",3.20%,"36,531",3.30%,"14,809",2.40%,"6,974",3.70%,"2,572",2.60%,"171,226",5.10%,"72,893",4.20%,"5,665",2.90%,"15,274",4.70%,"81,889",3.90%,"54,822",4.50%,"21,523",3.80%,"16,691",3.70%,"36,341",5.10%,"39,968",6.30%,"12,619",4.80%,"38,155",3.30%,"29,314",2.60%,"82,022",4.70%,"33,612",3.10%,"31,564",7.90%,"45,587",4.40%,"6,853",4.00%,"11,452",3.60%,"22,616",4.70%,"6,706",2.70%,"31,485",2.20%,"20,362",6.30%,"81,070",3.30%,"83,521",4.70%,"3,760",3.20%,"88,283",4.40%,"30,013",5.40%,"28,220",4.00%,"84,839",4.00%,"5,369",2.90%,"45,873",5.20%,"4,189",3.00%,"56,980",5.20%,"130,308",3.40%,"13,006",2.40%,"5,433",4.30%,"52,414",3.40%,"34,034",2.60%,"15,498",6.00%,"35,474",3.40%,"3,270",3.20%,"56,114",17.60%
"        $25,000 to $34,999","33,784",4.40%,"2,511",2.30%,"48,965",4.10%,"21,393",5.00%,"144,735",2.90%,"32,338",3.00%,"13,393",2.20%,"8,124",4.30%,"2,150",2.20%,"152,565",4.60%,"71,270",4.20%,"3,934",2.00%,"14,036",4.30%,"72,578",3.50%,"56,352",4.60%,"21,994",3.90%,"18,750",4.10%,"38,916",5.50%,"33,276",5.20%,"12,091",4.60%,"33,194",2.90%,"28,608",2.50%,"80,197",4.60%,"31,440",2.90%,"23,047",5.80%,"46,780",4.60%,"7,094",4.10%,"10,074",3.20%,"19,489",4.10%,"6,589",2.70%,"36,302",2.50%,"19,027",5.90%,"75,424",3.10%,"82,917",4.70%,"3,146",2.70%,"87,754",4.40%,"25,711",4.60%,"24,264",3.40%,"86,289",4.10%,"5,935",3.20%,"46,437",5.20%,"4,367",3.20%,"53,328",4.80%,"135,907",3.50%,"15,170",2.80%,"6,789",5.40%,"47,542",3.10%,"33,135",2.60%,"13,015",5.00%,"36,524",3.50%,"4,283",4.20%,"40,773",12.80%
"        $35,000 to $49,999","71,555",9.30%,"6,069",5.50%,"92,812",7.80%,"43,447",10.20%,"256,209",5.00%,"62,825",5.70%,"30,472",5.00%,"13,432",7.10%,"2,390",2.40%,"293,893",8.80%,"126,958",7.40%,"10,420",5.40%,"26,842",8.20%,"142,853",6.90%,"112,784",9.20%,"48,689",8.50%,"34,208",7.50%,"63,377",8.90%,"52,339",8.20%,"24,884",9.40%,"56,957",5.00%,"56,758",5.00%,"154,738",8.90%,"64,519",6.00%,"41,198",10.30%,"86,884",8.50%,"15,546",9.00%,"22,383",7.10%,"37,382",7.80%,"12,250",5.00%,"59,061",4.10%,"31,644",9.80%,"135,758",5.50%,"147,087",8.30%,"8,848",7.60%,"165,764",8.30%,"51,531",9.30%,"47,599",6.70%,"152,838",7.20%,"9,481",5.10%,"80,139",9.00%,"10,436",7.50%,"97,576",8.90%,"247,276",6.40%,"29,279",5.30%,"9,101",7.30%,"93,304",6.10%,"68,204",5.20%,"23,538",9.10%,"81,494",7.90%,"8,316",8.20%,"56,716",17.80%
"        $50,000 to $74,999","130,132",16.80%,"12,755",11.50%,"181,626",15.30%,"79,738",18.70%,"521,801",10.30%,"134,742",12.30%,"71,454",11.70%,"27,569",14.70%,"7,479",7.50%,"523,897",15.70%,"249,138",14.50%,"22,814",11.70%,"57,944",17.80%,"287,019",13.80%,"211,027",17.20%,"98,160",17.20%,"74,402",16.30%,"126,057",17.70%,"99,218",15.60%,"41,356",15.70%,"118,393",10.30%,"107,968",9.50%,"287,035",16.60%,"144,008",13.40%,"73,074",18.20%,"174,057",17.00%,"28,999",16.70%,"47,505",15.10%,"70,718",14.80%,"31,155",12.60%,"146,103",10.10%,"53,133",16.50%,"289,646",11.80%,"287,642",16.20%,"17,652",15.30%,"317,628",16.00%,"95,167",17.20%,"99,268",14.00%,"320,583",15.10%,"24,608",13.20%,"146,089",16.50%,"23,656",17.10%,"184,937",16.80%,"550,395",14.20%,"73,203",13.30%,"18,770",15.00%,"190,475",12.50%,"145,280",11.20%,"48,039",18.50%,"169,972",16.40%,"16,160",16.00%,"58,209",18.30%
"        $75,000 to $99,999","120,006",15.50%,"15,713",14.20%,"171,154",14.40%,"74,314",17.40%,"564,234",11.10%,"140,219",12.80%,"81,745",13.30%,"26,354",14.00%,"7,022",7.10%,"501,096",15.00%,"259,017",15.10%,"22,262",11.50%,"57,399",17.60%,"298,342",14.40%,"206,751",16.90%,"97,324",17.10%,"73,542",16.10%,"114,115",16.00%,"94,490",14.90%,"42,282",16.00%,"138,117",12.10%,"126,817",11.10%,"271,476",15.70%,"154,917",14.40%,"66,075",16.50%,"166,818",16.30%,"29,747",17.20%,"49,590",15.70%,"73,576",15.40%,"32,027",13.00%,"155,773",10.80%,"50,521",15.70%,"296,040",12.10%,"265,509",14.90%,"18,465",16.00%,"317,128",16.00%,"85,064",15.40%,"101,889",14.40%,"301,905",14.20%,"26,065",14.00%,"145,997",16.50%,"25,380",18.30%,"169,801",15.40%,"540,311",13.90%,"82,584",15.00%,"18,927",15.10%,"188,726",12.40%,"170,299",13.10%,"45,558",17.50%,"163,324",15.80%,"17,813",17.60%,"34,601",10.90%
"        $100,000 to $149,999","170,526",22.10%,"28,685",26.00%,"272,678",22.90%,"87,780",20.60%,"1,053,996",20.80%,"255,134",23.30%,"137,625",22.40%,"47,226",25.10%,"18,138",18.30%,"735,456",22.00%,"388,826",22.70%,"46,452",23.90%,"77,036",23.70%,"483,648",23.30%,"292,343",23.90%,"142,449",25.00%,"111,984",24.50%,"169,040",23.70%,"147,748",23.30%,"63,456",24.00%,"249,864",21.80%,"248,701",21.80%,"398,039",23.00%,"275,764",25.60%,"85,866",21.40%,"242,578",23.70%,"42,145",24.30%,"83,018",26.40%,"115,835",24.30%,"57,864",23.50%,"310,728",21.60%,"71,443",22.20%,"546,295",22.30%,"399,815",22.50%,"32,283",27.90%,"476,957",24.00%,"129,783",23.50%,"167,331",23.70%,"502,375",23.60%,"46,273",24.80%,"198,906",22.40%,"38,690",28.00%,"252,668",23.00%,"878,853",22.60%,"150,600",27.30%,"31,152",24.80%,"335,322",22.00%,"302,312",23.30%,"62,514",24.10%,"275,720",26.60%,"27,654",27.40%,"28,487",9.00%
"        $150,000 or more","175,841",22.70%,"39,695",35.90%,"337,986",28.40%,"84,984",19.90%,"2,260,419",44.50%,"412,312",37.70%,"252,153",41.10%,"55,127",29.30%,"57,088",57.60%,"880,839",26.40%,"508,599",29.60%,"77,210",39.70%,"71,161",21.90%,"664,912",32.00%,"268,195",21.90%,"132,535",23.30%,"119,336",26.10%,"149,216",20.90%,"149,635",23.60%,"61,396",23.30%,"488,223",42.70%,"523,643",45.90%,"419,946",24.20%,"354,447",32.90%,"67,327",16.80%,"240,198",23.40%,"39,307",22.70%,"84,488",26.80%,"124,584",26.10%,"97,058",39.40%,"678,091",47.10%,"67,509",20.90%,"979,869",40.00%,"472,768",26.60%,"30,385",26.30%,"493,934",24.90%,"122,523",22.10%,"223,689",31.70%,"636,638",29.90%,"65,724",35.20%,"203,253",22.90%,"29,875",21.60%,"265,110",24.10%,"1,322,225",34.00%,"180,271",32.70%,"33,468",26.70%,"588,238",38.60%,"524,210",40.30%,"46,002",17.70%,"255,250",24.60%,"21,351",21.10%,"21,917",6.90%
        Median household income (dollars),"91,415","91,415","118,096","118,096","102,270","102,270","85,764","85,764","134,629","134,629","121,075","121,075","129,320","129,320","106,601","106,601","171,105","171,105","97,083","97,083","103,726","103,726","126,095","126,095","93,029","93,029","108,886","108,886","93,394","93,394","97,147","97,147","100,847","100,847","91,309","91,309","94,320","94,320","95,336","95,336","131,594","131,594","140,149","140,149","95,084","95,084","115,060","115,060","81,125","81,125","95,216","95,216","95,131","95,131","104,908","104,908","100,556","100,556","125,404","125,404","142,183","142,183","87,502","87,502","125,708","125,708","98,194","98,194","105,304","105,304","98,122","98,122","91,850","91,850","109,082","109,082","105,872","105,872","120,661","120,661","91,731","91,731","99,449","99,449","94,510","94,510","111,986","111,986","116,132","116,132","102,198","102,198","121,648","121,648","126,943","126,943","87,492","87,492","101,674","101,674","97,239","97,239","45,545","45,545"
    RATIO OF VALUE TO HOUSEHOLD INCOME IN THE PAST 12 MONTHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Less than 2.0,"283,798",36.70%,"27,793",25.20%,"152,940",12.90%,"174,129",40.80%,"384,696",7.60%,"99,096",9.10%,"184,342",30.10%,"43,111",22.90%,"12,825",12.90%,"550,162",16.50%,"455,805",26.60%,"13,789",7.10%,"35,309",10.80%,"851,805",41.00%,"482,212",39.40%,"259,080",45.50%,"195,995",42.90%,"274,058",38.40%,"226,710",35.70%,"68,479",25.90%,"267,541",23.40%,"173,728",15.20%,"644,560",37.20%,"301,211",28.00%,"164,184",41.00%,"388,944",37.90%,"28,378",16.40%,"127,411",40.50%,"48,687",10.20%,"54,937",22.30%,"357,551",24.80%,"85,019",26.40%,"714,955",29.20%,"451,041",25.30%,"40,686",35.20%,"840,895",42.30%,"225,040",40.70%,"70,851",10.00%,"800,548",37.70%,"35,703",19.10%,"234,622",26.50%,"41,895",30.30%,"255,320",23.20%,"1,187,543",30.60%,"52,127",9.50%,"30,580",24.40%,"326,250",21.40%,"123,110",9.50%,"123,054",47.30%,"349,408",33.70%,"22,142",21.90%,"81,340",25.60%
        2.0 to 2.9,"191,493",24.80%,"31,282",28.30%,"210,261",17.70%,"105,282",24.70%,"588,773",11.60%,"178,366",16.30%,"167,310",27.30%,"47,690",25.30%,"19,072",19.20%,"685,967",20.50%,"425,114",24.80%,"14,964",7.70%,"44,357",13.60%,"521,342",25.10%,"329,377",26.90%,"153,776",27.00%,"119,706",26.20%,"187,462",26.30%,"158,036",24.90%,"61,447",23.30%,"294,110",25.70%,"249,870",21.90%,"444,920",25.70%,"316,542",29.40%,"94,563",23.60%,"265,783",25.90%,"30,697",17.70%,"88,293",28.00%,"80,107",16.80%,"67,051",27.20%,"366,370",25.40%,"78,398",24.30%,"526,063",21.50%,"436,894",24.50%,"34,663",30.00%,"530,871",26.70%,"142,026",25.70%,"121,395",17.20%,"541,351",25.50%,"49,830",26.70%,"211,995",23.90%,"36,667",26.50%,"250,598",22.80%,"1,004,995",25.90%,"84,369",15.30%,"32,806",26.10%,"383,530",25.20%,"196,579",15.10%,"60,134",23.10%,"290,697",28.00%,"23,394",23.10%,"73,404",23.10%
        3.0 to 3.9,"105,593",13.70%,"20,533",18.60%,"220,860",18.60%,"53,158",12.40%,"743,746",14.70%,"213,438",19.50%,"92,350",15.10%,"32,897",17.50%,"20,067",20.30%,"580,423",17.40%,"293,696",17.10%,"21,357",11.00%,"57,934",17.80%,"268,265",12.90%,"163,760",13.40%,"67,882",11.90%,"56,804",12.40%,"93,906",13.20%,"89,652",14.10%,"46,134",17.50%,"205,035",17.90%,"220,658",19.30%,"242,928",14.00%,"181,668",16.90%,"50,192",12.50%,"148,929",14.50%,"30,972",17.90%,"38,559",12.20%,"84,159",17.60%,"43,239",17.50%,"254,126",17.60%,"51,955",16.10%,"332,044",13.50%,"304,380",17.10%,"16,611",14.40%,"249,642",12.60%,"71,623",12.90%,"131,537",18.60%,"290,901",13.70%,"34,789",18.70%,"141,484",16.00%,"24,045",17.40%,"189,336",17.20%,"624,165",16.10%,"104,462",19.00%,"22,636",18.00%,"285,579",18.70%,"231,155",17.80%,"29,939",11.50%,"156,535",15.10%,"18,431",18.20%,"47,366",14.90%
        4.0 or more,"187,130",24.20%,"30,432",27.60%,"596,688",50.20%,"91,602",21.50%,"3,327,118",65.50%,"598,469",54.70%,"166,622",27.20%,"63,425",33.70%,"46,524",46.90%,"1,499,171",44.90%,"531,326",31.00%,"141,992",73.00%,"186,732",57.40%,"424,426",20.40%,"245,238",20.00%,"86,946",15.30%,"82,909",18.10%,"153,670",21.60%,"156,186",24.60%,"86,834",32.90%,"370,895",32.40%,"491,920",43.10%,"392,275",22.60%,"273,092",25.30%,"88,720",22.10%,"216,092",21.10%,"82,796",47.80%,"59,187",18.80%,"260,845",54.60%,"80,832",32.80%,"455,787",31.70%,"104,617",32.50%,"865,760",35.30%,"578,315",32.50%,"23,649",20.40%,"356,150",17.90%,"111,177",20.10%,"380,367",53.80%,"481,799",22.70%,"65,597",35.20%,"294,208",33.20%,"35,102",25.40%,"400,178",36.40%,"1,047,782",27.00%,"308,828",56.10%,"39,117",31.20%,"521,173",34.20%,"743,834",57.20%,"44,948",17.30%,"235,302",22.70%,"37,070",36.70%,"110,732",34.80%
