"Label (Grouping)","Alabama!!Owner-occupied housing units with a mortgage!!Estimate","Alabama!!Percent owner-occupied housing units with a mortgage!!Estimate","Alaska!!Owner-occupied housing units with a mortgage!!Estimate","Alaska!!Percent owner-occupied housing units with a mortgage!!Estimate","Arizona!!Owner-occupied housing units with a mortgage!!Estimate","Arizona!!Percent owner-occupied housing units with a mortgage!!Estimate","Arkansas!!Owner-occupied housing units with a mortgage!!Estimate","Arkansas!!Percent owner-occupied housing units with a mortgage!!Estimate","California!!Owner-occupied housing units with a mortgage!!Estimate","California!!Percent owner-occupied housing units with a mortgage!!Estimate","Colorado!!Owner-occupied housing units with a mortgage!!Estimate","Colorado!!Percent owner-occupied housing units with a mortgage!!Estimate","Connecticut!!Owner-occupied housing units with a mortgage!!Estimate","Connecticut!!Percent owner-occupied housing units with a mortgage!!Estimate","Delaware!!Owner-occupied housing units with a mortgage!!Estimate","Delaware!!Percent owner-occupied housing units with a mortgage!!Estimate","District of Columbia!!Owner-occupied housing units with a mortgage!!Estimate","District of Columbia!!Percent owner-occupied housing units with a mortgage!!Estimate","Florida!!Owner-occupied housing units with a mortgage!!Estimate","Florida!!Percent owner-occupied housing units with a mortgage!!Estimate","Georgia!!Owner-occupied housing units with a mortgage!!Estimate","Georgia!!Percent owner-occupied housing units with a mortgage!!Estimate","Hawaii!!Owner-occupied housing units with a mortgage!!Estimate","Hawaii!!Percent owner-occupied housing units with a mortgage!!Estimate","Idaho!!Owner-occupied housing units with a mortgage!!Estimate","Idaho!!Percent owner-occupied housing units with a mortgage!!Estimate","Illinois!!Owner-occupied housing units with a mortgage!!Estimate","Illinois!!Percent owner-occupied housing units with a mortgage!!Estimate","Indiana!!Owner-occupied housing units with a mortgage!!Estimate","Indiana!!Percent owner-occupied housing units with a mortgage!!Estimate","Iowa!!Owner-occupied housing units with a mortgage!!Estimate","Iowa!!Percent owner-occupied housing units with a mortgage!!Estimate","Kansas!!Owner-occupied housing units with a mortgage!!Estimate","Kansas!!Percent owner-occupied housing units with a mortgage!!Estimate","Kentucky!!Owner-occupied housing units with a mortgage!!Estimate","Kentucky!!Percent owner-occupied housing units with a mortgage!!Estimate","Louisiana!!Owner-occupied housing units with a mortgage!!Estimate","Louisiana!!Percent owner-occupied housing units with a mortgage!!Estimate","Maine!!Owner-occupied housing units with a mortgage!!Estimate","Maine!!Percent owner-occupied housing units with a mortgage!!Estimate","Maryland!!Owner-occupied housing units with a mortgage!!Estimate","Maryland!!Percent owner-occupied housing units with a mortgage!!Estimate","Massachusetts!!Owner-occupied housing units with a mortgage!!Estimate","Massachusetts!!Percent owner-occupied housing units with a mortgage!!Estimate","Michigan!!Owner-occupied housing units with a mortgage!!Estimate","Michigan!!Percent owner-occupied housing units with a mortgage!!Estimate","Minnesota!!Owner-occupied housing units with a mortgage!!Estimate","Minnesota!!Percent owner-occupied housing units with a mortgage!!Estimate","Mississippi!!Owner-occupied housing units with a mortgage!!Estimate","Mississippi!!Percent owner-occupied housing units with a mortgage!!Estimate","Missouri!!Owner-occupied housing units with a mortgage!!Estimate","Missouri!!Percent owner-occupied housing units with a mortgage!!Estimate","Montana!!Owner-occupied housing units with a mortgage!!Estimate","Montana!!Percent owner-occupied housing units with a mortgage!!Estimate","Nebraska!!Owner-occupied housing units with a mortgage!!Estimate","Nebraska!!Percent owner-occupied housing units with a mortgage!!Estimate","Nevada!!Owner-occupied housing units with a mortgage!!Estimate","Nevada!!Percent owner-occupied housing units with a mortgage!!Estimate","New Hampshire!!Owner-occupied housing units with a mortgage!!Estimate","New Hampshire!!Percent owner-occupied housing units with a mortgage!!Estimate","New Jersey!!Owner-occupied housing units with a mortgage!!Estimate","New Jersey!!Percent owner-occupied housing units with a mortgage!!Estimate","New Mexico!!Owner-occupied housing units with a mortgage!!Estimate","New Mexico!!Percent owner-occupied housing units with a mortgage!!Estimate","New York!!Owner-occupied housing units with a mortgage!!Estimate","New York!!Percent owner-occupied housing units with a mortgage!!Estimate","North Carolina!!Owner-occupied housing units with a mortgage!!Estimate","North Carolina!!Percent owner-occupied housing units with a mortgage!!Estimate","North Dakota!!Owner-occupied housing units with a mortgage!!Estimate","North Dakota!!Percent owner-occupied housing units with a mortgage!!Estimate","Ohio!!Owner-occupied housing units with a mortgage!!Estimate","Ohio!!Percent owner-occupied housing units with a mortgage!!Estimate","Oklahoma!!Owner-occupied housing units with a mortgage!!Estimate","Oklahoma!!Percent owner-occupied housing units with a mortgage!!Estimate","Oregon!!Owner-occupied housing units with a mortgage!!Estimate","Oregon!!Percent owner-occupied housing units with a mortgage!!Estimate","Pennsylvania!!Owner-occupied housing units with a mortgage!!Estimate","Pennsylvania!!Percent owner-occupied housing units with a mortgage!!Estimate","Rhode Island!!Owner-occupied housing units with a mortgage!!Estimate","Rhode Island!!Percent owner-occupied housing units with a mortgage!!Estimate","South Carolina!!Owner-occupied housing units with a mortgage!!Estimate","South Carolina!!Percent owner-occupied housing units with a mortgage!!Estimate","South Dakota!!Owner-occupied housing units with a mortgage!!Estimate","South Dakota!!Percent owner-occupied housing units with a mortgage!!Estimate","Tennessee!!Owner-occupied housing units with a mortgage!!Estimate","Tennessee!!Percent owner-occupied housing units with a mortgage!!Estimate","Texas!!Owner-occupied housing units with a mortgage!!Estimate","Texas!!Percent owner-occupied housing units with a mortgage!!Estimate","Utah!!Owner-occupied housing units with a mortgage!!Estimate","Utah!!Percent owner-occupied housing units with a mortgage!!Estimate","Vermont!!Owner-occupied housing units with a mortgage!!Estimate","Vermont!!Percent owner-occupied housing units with a mortgage!!Estimate","Virginia!!Owner-occupied housing units with a mortgage!!Estimate","Virginia!!Percent owner-occupied housing units with a mortgage!!Estimate","Washington!!Owner-occupied housing units with a mortgage!!Estimate","Washington!!Percent owner-occupied housing units with a mortgage!!Estimate","West Virginia!!Owner-occupied housing units with a mortgage!!Estimate","West Virginia!!Percent owner-occupied housing units with a mortgage!!Estimate","Wisconsin!!Owner-occupied housing units with a mortgage!!Estimate","Wisconsin!!Percent owner-occupied housing units with a mortgage!!Estimate","Wyoming!!Owner-occupied housing units with a mortgage!!Estimate","Wyoming!!Percent owner-occupied housing units with a mortgage!!Estimate","Puerto Rico!!Owner-occupied housing units with a mortgage!!Estimate","Puerto Rico!!Percent owner-occupied housing units with a mortgage!!Estimate"
"    MORTGAGE STATUS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        With either a second mortgage, or home equity loan, but not both","66,724","9.2%","7,122","7.2%","97,680","9.0%","23,374","5.8%","620,706","12.5%","138,352","13.3%","88,526","14.9%","21,711","12.5%","13,868","15.0%","297,238","10.1%","156,750","9.9%","32,924","18.3%","34,299","11.4%","216,554","10.8%","137,025","11.7%","70,340","12.9%","41,406","9.4%","81,076","12.1%","42,250","7.1%","34,363","13.7%","151,303","14.1%","198,653","17.7%","195,610","11.6%","143,606","13.8%","25,165","6.9%","90,683","9.1%","16,173","9.7%","29,024","9.5%","31,890","7.3%","31,739","12.7%","178,921","13.1%","22,297","7.8%","310,651","13.1%","202,068","12.1%","10,556","10.2%","264,708","13.6%","33,444","6.3%","88,307","12.9%","306,740","14.8%","28,877","17.3%","76,968","9.6%","12,343","9.3%","91,726","8.9%","166,019","4.8%","79,257","15.6%","15,716","13.7%","187,964","13.2%","157,964","12.6%","21,831","8.8%","151,052","15.0%","9,080","9.2%","6,124","2.0%"
"            Second mortgage only","14,846","2.1%","1,311","1.3%","19,467","1.8%","6,906","1.7%","122,689","2.5%","27,659","2.7%","17,380","2.9%","4,146","2.4%","3,079","3.3%","58,901","2.0%","34,624","2.2%","3,915","2.2%","7,741","2.6%","37,598","1.9%","20,222","1.7%","16,130","3.0%","8,170","1.9%","13,575","2.0%","10,617","1.8%","3,010","1.2%","28,089","2.6%","23,871","2.1%","28,835","1.7%","31,827","3.1%","7,747","2.1%","17,909","1.8%","3,517","2.1%","6,245","2.1%","6,044","1.4%","4,547","1.8%","22,178","1.6%","9,652","3.4%","33,426","1.4%","26,839","1.6%","2,094","2.0%","39,538","2.0%","10,365","1.9%","12,068","1.8%","36,010","1.7%","5,170","3.1%","12,112","1.5%","2,927","2.2%","16,143","1.6%","52,125","1.5%","19,918","3.9%","1,749","1.5%","36,479","2.6%","24,753","2.0%","3,723","1.5%","24,918","2.5%","4,101","4.1%","3,905","1.3%"
"            Home equity loan only","51,878","7.2%","5,811","5.9%","78,213","7.2%","16,468","4.1%","498,017","10.0%","110,693","10.6%","71,146","12.0%","17,565","10.1%","10,789","11.7%","238,337","8.1%","122,126","7.7%","29,009","16.1%","26,558","8.8%","178,956","8.9%","116,803","9.9%","54,210","10.0%","33,236","7.6%","67,501","10.1%","31,633","5.3%","31,353","12.5%","123,214","11.5%","174,782","15.5%","166,775","9.9%","111,779","10.7%","17,418","4.8%","72,774","7.3%","12,656","7.6%","22,779","7.5%","25,846","5.9%","27,192","10.9%","156,743","11.5%","12,645","4.4%","277,225","11.7%","175,229","10.5%","8,462","8.2%","225,170","11.6%","23,079","4.3%","76,239","11.1%","270,730","13.1%","23,707","14.2%","64,856","8.1%","9,416","7.1%","75,583","7.4%","113,894","3.3%","59,339","11.7%","13,967","12.2%","151,485","10.6%","133,211","10.6%","18,108","7.3%","126,134","12.5%","4,979","5.0%","2,219","0.7%"
"        Both second mortgage and home equity loan","1,661","0.2%","396","0.4%","4,380","0.4%","571","0.1%","26,167","0.5%","4,030","0.4%","3,687","0.6%","636","0.4%","499","0.5%","6,809","0.2%","4,784","0.3%","999","0.6%","966","0.3%","5,825","0.3%","4,070","0.3%","3,395","0.6%","1,756","0.4%","2,437","0.4%","2,079","0.3%","841","0.3%","5,253","0.5%","5,362","0.5%","3,771","0.2%","4,435","0.4%","1,196","0.3%","2,355","0.2%","490","0.3%","1,215","0.4%","905","0.2%","542","0.2%","4,826","0.4%","726","0.3%","8,052","0.3%","5,518","0.3%","165","0.2%","6,724","0.3%","1,360","0.3%","2,937","0.4%","8,664","0.4%","588","0.4%","1,787","0.2%","532","0.4%","2,301","0.2%","5,025","0.1%","3,347","0.7%","847","0.7%","6,087","0.4%","4,659","0.4%","592","0.2%","4,207","0.4%","199","0.2%","945","0.3%"
"        No second mortgage and no home equity loan","653,611","90.5%","91,775","92.4%","985,016","90.6%","379,606","94.1%","4,332,116","87.0%","899,997","86.3%","500,796","84.4%","150,978","87.1%","78,164","84.5%","2,644,038","89.7%","1,423,832","89.8%","146,381","81.2%","266,359","88.3%","1,781,930","88.9%","1,033,476","88.0%","470,046","86.4%","395,243","90.2%","583,831","87.5%","553,846","92.6%","215,247","85.9%","914,052","85.4%","920,843","81.9%","1,485,900","88.2%","893,131","85.8%","337,576","92.8%","900,633","90.6%","150,277","90.0%","274,002","90.1%","403,526","92.5%","217,168","87.1%","1,182,534","86.6%","262,651","91.9%","2,055,759","86.6%","1,462,820","87.6%","92,634","89.6%","1,668,768","86.0%","498,341","93.5%","593,953","86.7%","1,754,167","84.8%","137,105","82.3%","726,226","90.2%","120,520","90.3%","934,211","90.9%","3,293,904","95.1%","424,086","83.7%","98,290","85.6%","1,235,293","86.4%","1,090,272","87.0%","225,372","91.0%","850,478","84.6%","89,914","90.6%","301,305","97.7%"
"    HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Less than $10,000","19,382","2.7%","1,361","1.4%","24,957","2.3%","7,111","1.8%","80,133","1.6%","16,842","1.6%","7,648","1.3%","3,980","2.3%","1,659","1.8%","67,064","2.3%","34,803","2.2%","2,449","1.4%","4,564","1.5%","32,577","1.6%","22,625","1.9%","7,269","1.3%","5,189","1.2%","15,120","2.3%","18,219","3.0%","3,931","1.6%","17,319","1.6%","14,604","1.3%","30,698","1.8%","12,431","1.2%","10,895","3.0%","16,526","1.7%","2,551","1.5%","3,755","1.2%","8,864","2.0%","2,398","1.0%","17,027","1.2%","7,813","2.7%","35,666","1.5%","39,337","2.4%","1,074","1.0%","32,552","1.7%","9,983","1.9%","11,584","1.7%","39,285","1.9%","2,074","1.2%","18,463","2.3%","1,590","1.2%","19,569","1.9%","59,202","1.7%","7,026","1.4%","1,862","1.6%","21,382","1.5%","19,004","1.5%","5,631","2.3%","12,427","1.2%","1,738","1.8%","25,075","8.1%"
"        $10,000 to $24,999","54,028","7.5%","3,023","3.0%","57,638","5.3%","34,068","8.4%","182,183","3.7%","39,311","3.8%","21,607","3.6%","6,816","3.9%","2,155","2.3%","183,307","6.2%","85,930","5.4%","7,227","4.0%","15,827","5.2%","90,076","4.5%","66,039","5.6%","23,898","4.4%","17,676","4.0%","40,485","6.1%","43,141","7.2%","14,631","5.8%","31,007","2.9%","31,176","2.8%","91,414","5.4%","32,666","3.1%","30,370","8.3%","53,595","5.4%","9,913","5.9%","10,386","3.4%","22,381","5.1%","6,446","2.6%","36,737","2.7%","23,609","8.3%","86,464","3.6%","94,710","5.7%","2,527","2.4%","99,180","5.1%","29,734","5.6%","29,815","4.4%","95,656","4.6%","5,871","3.5%","50,800","6.3%","6,452","4.8%","64,194","6.2%","155,863","4.5%","18,412","3.6%","5,258","4.6%","53,836","3.8%","43,373","3.5%","18,440","7.4%","41,576","4.1%","3,339","3.4%","70,388","22.8%"
"        $25,000 to $34,999","45,500","6.3%","2,859","2.9%","52,718","4.8%","30,215","7.5%","173,591","3.5%","39,643","3.8%","18,695","3.2%","7,292","4.2%","1,504","1.6%","181,947","6.2%","77,979","4.9%","5,485","3.0%","17,010","5.6%","84,409","4.2%","69,968","6.0%","27,243","5.0%","17,482","4.0%","39,664","5.9%","33,290","5.6%","14,032","5.6%","28,890","2.7%","30,299","2.7%","98,221","5.8%","37,785","3.6%","26,131","7.2%","51,351","5.2%","8,583","5.1%","12,231","4.0%","19,089","4.4%","7,395","3.0%","39,892","2.9%","20,667","7.2%","85,107","3.6%","96,416","5.8%","4,276","4.1%","106,299","5.5%","31,839","6.0%","29,931","4.4%","95,230","4.6%","6,086","3.7%","46,956","5.8%","5,958","4.5%","65,574","6.4%","149,506","4.3%","18,292","3.6%","5,330","4.6%","57,584","4.0%","41,719","3.3%","17,766","7.2%","43,882","4.4%","3,773","3.8%","43,349","14.1%"
"        $35,000 to $49,999","79,494","11.0%","6,899","6.9%","111,381","10.2%","47,142","11.7%","301,676","6.1%","76,267","7.3%","36,917","6.2%","14,405","8.3%","3,872","4.2%","318,905","10.8%","144,458","9.1%","9,013","5.0%","34,000","11.3%","161,878","8.1%","130,817","11.1%","53,211","9.8%","38,959","8.9%","76,307","11.4%","58,673","9.8%","24,923","10.0%","59,941","5.6%","58,160","5.2%","178,327","10.6%","75,734","7.3%","46,110","12.7%","106,408","10.7%","17,779","10.6%","28,512","9.4%","38,900","8.9%","17,157","6.9%","73,112","5.4%","30,413","10.6%","158,191","6.7%","166,529","10.0%","7,130","6.9%","191,537","9.9%","54,354","10.2%","57,377","8.4%","175,211","8.5%","12,165","7.3%","86,896","10.8%","12,245","9.2%","104,250","10.1%","268,313","7.7%","33,282","6.6%","10,794","9.4%","103,407","7.2%","78,007","6.2%","30,454","12.3%","92,763","9.2%","10,052","10.1%","54,024","17.5%"
"        $50,000 to $74,999","137,233","19.0%","16,169","16.3%","193,285","17.8%","81,579","20.2%","627,551","12.6%","154,515","14.8%","79,602","13.4%","30,864","17.8%","7,201","7.8%","541,125","18.4%","289,036","18.2%","23,321","12.9%","60,797","20.2%","314,012","15.7%","239,554","20.4%","106,401","19.6%","86,128","19.6%","137,488","20.6%","103,625","17.3%","49,215","19.7%","133,128","12.4%","128,397","11.4%","313,686","18.6%","171,698","16.5%","73,502","20.2%","194,279","19.6%","34,691","20.8%","55,186","18.1%","82,536","18.9%","36,427","14.6%","160,005","11.7%","57,394","20.1%","321,783","13.6%","308,645","18.5%","17,606","17.0%","373,008","19.2%","102,584","19.2%","114,992","16.8%","356,323","17.2%","25,751","15.5%","149,967","18.6%","28,515","21.4%","197,509","19.2%","557,384","16.1%","92,861","18.3%","20,749","18.1%","201,012","14.1%","183,026","14.6%","51,179","20.7%","184,627","18.4%","19,679","19.8%","54,422","17.6%"
"        $75,000 to $99,999","111,594","15.5%","13,739","13.8%","177,368","16.3%","65,453","16.2%","645,924","13.0%","152,385","14.6%","79,389","13.4%","28,685","16.5%","8,974","9.7%","470,362","16.0%","241,351","15.2%","25,941","14.4%","55,995","18.6%","298,624","14.9%","200,658","17.1%","99,581","18.3%","77,951","17.8%","113,620","17.0%","98,373","16.4%","46,934","18.7%","153,834","14.4%","139,561","12.4%","287,350","17.1%","173,286","16.6%","60,416","16.6%","171,053","17.2%","30,018","18.0%","56,104","18.4%","75,503","17.3%","39,294","15.8%","173,586","12.7%","48,994","17.2%","326,077","13.7%","277,715","16.6%","18,715","18.1%","333,617","17.2%","93,014","17.4%","109,694","16.0%","344,997","16.7%","27,572","16.6%","133,903","16.6%","26,118","19.6%","174,239","16.9%","527,288","15.2%","92,470","18.2%","19,600","17.1%","205,705","14.4%","188,081","15.0%","41,530","16.8%","185,650","18.5%","18,716","18.9%","28,012","9.1%"
"        $100,000 to $149,999","158,941","22.0%","25,997","26.2%","247,081","22.7%","78,671","19.5%","1,116,061","22.4%","255,888","24.5%","138,977","23.4%","40,673","23.5%","17,748","19.2%","606,852","20.6%","344,570","21.7%","47,654","26.4%","66,908","22.2%","483,818","24.1%","259,388","22.1%","136,219","25.1%","106,216","24.2%","142,761","21.4%","131,285","21.9%","53,798","21.5%","261,259","24.4%","271,178","24.1%","371,843","22.1%","269,097","25.8%","67,682","18.6%","224,733","22.6%","37,344","22.4%","77,523","25.5%","98,434","22.6%","67,303","27.0%","313,761","23.0%","52,364","18.3%","540,011","22.7%","360,418","21.6%","30,586","29.6%","443,242","22.8%","123,095","23.1%","164,132","24.0%","484,019","23.4%","44,611","26.8%","168,353","20.9%","31,249","23.4%","220,948","21.5%","810,042","23.4%","134,632","26.6%","29,043","25.3%","324,499","22.7%","304,419","24.3%","50,288","20.3%","259,467","25.8%","24,178","24.4%","19,269","6.2%"
"        $150,000 or more","115,824","16.0%","29,246","29.5%","222,648","20.5%","59,312","14.7%","1,851,870","37.2%","307,528","29.5%","210,174","35.4%","40,610","23.4%","49,418","53.4%","578,523","19.6%","367,239","23.2%","59,214","32.8%","46,523","15.4%","538,915","26.9%","185,522","15.8%","89,959","16.5%","88,804","20.3%","101,899","15.3%","111,569","18.7%","42,987","17.2%","385,230","36.0%","451,483","40.1%","313,742","18.6%","268,475","25.8%","48,831","13.4%","175,726","17.7%","26,061","15.6%","60,544","19.9%","90,614","20.8%","73,029","29.3%","552,161","40.4%","44,420","15.5%","821,163","34.6%","326,636","19.6%","21,441","20.7%","360,765","18.6%","88,542","16.6%","167,672","24.5%","478,850","23.1%","42,440","25.5%","149,643","18.6%","21,268","15.9%","181,955","17.7%","937,350","27.1%","109,715","21.7%","22,217","19.3%","461,919","32.3%","395,266","31.5%","32,507","13.1%","185,345","18.4%","17,718","17.9%","13,835","4.5%"
"        Median household income (dollars)","80,706","80,706","107,786","107,786","88,809","88,809","75,464","75,464","118,575","118,575","106,488","106,488","116,398","116,398","94,789","94,789","157,050","157,050","83,747","83,747","90,886","90,886","116,239","116,239","82,670","82,670","101,117","101,117","81,495","81,495","88,085","88,085","91,487","91,487","79,444","79,444","85,646","85,646","83,704","83,704","118,991","118,991","127,308","127,308","85,432","85,432","101,802","101,802","72,845","72,845","85,394","85,394","81,685","81,685","92,606","92,606","89,494","89,494","109,782","109,782","126,612","126,612","76,399","76,399","112,733","112,733","86,098","86,098","100,353","100,353","86,569","86,569","84,367","84,367","97,630","97,630","94,035","94,035","102,698","102,698","83,591","83,591","86,870","86,870","82,414","82,414","100,584","100,584","96,894","96,894","91,997","91,997","108,355","108,355","109,421","109,421","75,215","75,215","91,419","91,419","90,111","90,111","38,504","38,504"
"    RATIO OF VALUE TO HOUSEHOLD INCOME IN THE PAST 12 MONTHS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Less than 2.0","331,667","45.9%","30,653","30.9%","247,281","22.7%","200,302","49.6%","439,188","8.8%","135,804","13.0%","215,737","36.4%","52,940","30.5%","11,435","12.4%","742,301","25.2%","587,794","37.1%","9,572","5.3%","59,936","19.9%","907,649","45.3%","590,795","50.3%","285,477","52.5%","228,560","52.1%","307,753","46.1%","250,511","41.9%","90,630","36.2%","286,386","26.7%","216,830","19.3%","761,756","45.2%","365,164","35.1%","176,254","48.4%","461,665","46.5%","38,207","22.9%","150,479","49.5%","68,988","15.8%","79,770","32.0%","407,637","29.8%","97,336","34.1%","789,697","33.3%","610,761","36.6%","43,312","41.9%","1,027,508","53.0%","279,399","52.4%","96,333","14.1%","911,316","44.0%","44,115","26.5%","296,526","36.8%","53,457","40.1%","364,165","35.4%","1,459,393","42.1%","75,696","14.9%","37,666","32.8%","376,125","26.3%","171,519","13.7%","125,469","50.6%","417,682","41.5%","28,145","28.4%","70,815","23.0%"
"        2.0 to 2.9","172,190","23.8%","28,845","29.1%","293,635","27.0%","96,066","23.8%","744,770","15.0%","239,977","23.0%","156,698","26.4%","47,268","27.3%","19,697","21.3%","751,614","25.5%","430,099","27.1%","19,938","11.1%","78,959","26.2%","513,187","25.6%","279,758","23.8%","136,252","25.1%","111,335","25.4%","169,509","25.4%","147,805","24.7%","66,848","26.7%","310,871","29.0%","293,520","26.1%","431,434","25.6%","320,026","30.7%","81,045","22.3%","259,758","26.1%","38,680","23.2%","82,252","27.0%","103,837","23.8%","72,530","29.1%","376,861","27.6%","70,131","24.5%","502,602","21.2%","445,638","26.7%","30,188","29.2%","466,613","24.0%","125,595","23.6%","161,724","23.6%","525,864","25.4%","50,937","30.6%","209,353","26.0%","37,286","28.0%","275,952","26.8%","911,866","26.3%","126,714","25.0%","32,329","28.1%","408,878","28.6%","284,407","22.7%","57,058","23.0%","290,964","28.9%","29,034","29.3%","66,847","21.7%"
"        3.0 to 3.9","81,433","11.3%","15,263","15.4%","190,012","17.5%","44,211","11.0%","864,271","17.4%","217,726","20.9%","81,912","13.8%","25,866","14.9%","17,523","18.9%","483,540","16.4%","215,072","13.6%","25,748","14.3%","58,222","19.3%","227,640","11.4%","122,122","10.4%","52,848","9.7%","43,336","9.9%","81,232","12.2%","72,522","12.1%","32,257","12.9%","184,752","17.3%","208,922","18.6%","196,365","11.7%","152,753","14.7%","41,083","11.3%","109,039","11.0%","30,565","18.3%","33,090","10.9%","84,405","19.3%","41,170","16.5%","218,051","16.0%","40,394","14.1%","311,109","13.1%","232,735","13.9%","14,303","13.8%","188,057","9.7%","50,970","9.6%","137,869","20.1%","246,349","11.9%","26,437","15.9%","109,654","13.6%","18,563","13.9%","155,112","15.1%","434,896","12.6%","113,443","22.4%","18,311","15.9%","252,641","17.7%","257,351","20.5%","23,269","9.4%","125,495","12.5%","17,300","17.4%","46,035","14.9%"
"        4.0 or more","131,764","18.2%","24,372","24.5%","350,029","32.2%","61,722","15.3%","2,908,341","58.4%","444,461","42.6%","135,718","22.9%","46,960","27.1%","43,352","46.9%","953,466","32.3%","341,819","21.6%","124,561","69.1%","103,399","34.3%","348,317","17.4%","176,229","15.0%","68,210","12.5%","54,098","12.3%","106,986","16.0%","122,441","20.5%","60,116","24.0%","283,827","26.5%","402,504","35.8%","290,386","17.2%","201,337","19.3%","63,041","17.3%","160,099","16.1%","58,768","35.2%","37,719","12.4%","176,454","40.4%","55,062","22.1%","359,942","26.3%","75,563","26.5%","762,063","32.1%","372,322","22.3%","15,254","14.8%","251,531","13.0%","75,152","14.1%","286,684","41.8%","377,896","18.3%","44,585","26.8%","184,619","22.9%","23,982","18.0%","229,792","22.3%","646,752","18.7%","189,050","37.3%","25,936","22.6%","386,776","27.1%","535,230","42.7%","40,587","16.4%","169,475","16.9%","24,189","24.4%","119,270","38.7%"
"        Not computed","4,942","0.7%","160","0.2%","6,119","0.6%","1,250","0.3%","22,419","0.5%","4,411","0.4%","2,944","0.5%","291","0.2%","524","0.6%","17,164","0.6%","10,582","0.7%","485","0.3%","1,108","0.4%","7,516","0.4%","5,667","0.5%","994","0.2%","1,076","0.2%","1,864","0.3%","4,896","0.8%","600","0.2%","4,772","0.4%","3,082","0.3%","5,340","0.3%","1,892","0.2%","2,514","0.7%","3,110","0.3%","720","0.4%","701","0.2%","2,637","0.6%","917","0.4%","3,790","0.3%","2,250","0.8%","8,991","0.4%","8,950","0.5%","298","0.3%","6,491","0.3%","2,029","0.4%","2,587","0.4%","8,146","0.4%","496","0.3%","4,829","0.6%","107","0.1%","3,217","0.3%","12,041","0.3%","1,787","0.4%","611","0.5%","4,924","0.3%","4,388","0.4%","1,412","0.6%","2,121","0.2%","525","0.5%","5,407","1.8%"
"    MONTHLY HOUSING COSTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Less than $200","171","0.0%","55","0.1%","943","0.1%","121","0.0%","5,055","0.1%","476","0.0%","619","0.1%","0","0.0%","0","0.0%","1,066","0.0%","619","0.0%","69","0.0%","687","0.2%","1,136","0.1%","189","0.0%","134","0.0%","204","0.0%","139","0.0%","515","0.1%","130","0.1%","885","0.1%","997","0.1%","545","0.0%","612","0.1%","39","0.0%","273","0.0%","0","0.0%","228","0.1%","311","0.1%","0","0.0%","321","0.0%","433","0.2%","2,156","0.1%","600","0.0%","31","0.0%","750","0.0%","322","0.1%","405","0.1%","893","0.0%","0","0.0%","259","0.0%","0","0.0%","287","0.0%","1,993","0.1%","731","0.1%","68","0.1%","857","0.1%","600","0.0%","133","0.1%","498","0.0%","0","0.0%","1,007","0.3%"
"        $200 to $399","6,122","0.8%","392","0.4%","5,586","0.5%","4,932","1.2%","11,459","0.2%","3,384","0.3%","677","0.1%","635","0.4%","337","0.4%","12,131","0.4%","6,877","0.4%","240","0.1%","2,378","0.8%","7,439","0.4%","9,379","0.8%","2,365","0.4%","2,525","0.6%","5,972","0.9%","4,531","0.8%","1,088","0.4%","2,762","0.3%","2,337","0.2%","9,343","0.6%","3,102","0.3%","3,687","1.0%","4,289","0.4%","887","0.5%","934","0.3%","2,612","0.6%","349","0.1%","1,654","0.1%","1,565","0.5%","7,405","0.3%","8,945","0.5%","246","0.2%","12,785","0.7%","3,781","0.7%","1,667","0.2%","8,039","0.4%","506","0.3%","4,551","0.6%","539","0.4%","6,015","0.6%","11,154","0.3%","2,216","0.4%","594","0.5%","6,700","0.5%","3,545","0.3%","3,153","1.3%","2,467","0.2%","274","0.3%","10,800","3.5%"
