"Label (Grouping)","Alabama!!Owner-occupied housing units with a mortgage!!Estimate","Alabama!!Percent owner-occupied housing units with a mortgage!!Estimate","Alaska!!Owner-occupied housing units with a mortgage!!Estimate","Alaska!!Percent owner-occupied housing units with a mortgage!!Estimate","Arizona!!Owner-occupied housing units with a mortgage!!Estimate","Arizona!!Percent owner-occupied housing units with a mortgage!!Estimate","Arkansas!!Owner-occupied housing units with a mortgage!!Estimate","Arkansas!!Percent owner-occupied housing units with a mortgage!!Estimate","California!!Owner-occupied housing units with a mortgage!!Estimate","California!!Percent owner-occupied housing units with a mortgage!!Estimate","Colorado!!Owner-occupied housing units with a mortgage!!Estimate","Colorado!!Percent owner-occupied housing units with a mortgage!!Estimate","Connecticut!!Owner-occupied housing units with a mortgage!!Estimate","Connecticut!!Percent owner-occupied housing units with a mortgage!!Estimate","Delaware!!Owner-occupied housing units with a mortgage!!Estimate","Delaware!!Percent owner-occupied housing units with a mortgage!!Estimate","District of Columbia!!Owner-occupied housing units with a mortgage!!Estimate","District of Columbia!!Percent owner-occupied housing units with a mortgage!!Estimate","Florida!!Owner-occupied housing units with a mortgage!!Estimate","Florida!!Percent owner-occupied housing units with a mortgage!!Estimate","Georgia!!Owner-occupied housing units with a mortgage!!Estimate","Georgia!!Percent owner-occupied housing units with a mortgage!!Estimate","Hawaii!!Owner-occupied housing units with a mortgage!!Estimate","Hawaii!!Percent owner-occupied housing units with a mortgage!!Estimate","Idaho!!Owner-occupied housing units with a mortgage!!Estimate","Idaho!!Percent owner-occupied housing units with a mortgage!!Estimate","Illinois!!Owner-occupied housing units with a mortgage!!Estimate","Illinois!!Percent owner-occupied housing units with a mortgage!!Estimate","Indiana!!Owner-occupied housing units with a mortgage!!Estimate","Indiana!!Percent owner-occupied housing units with a mortgage!!Estimate","Iowa!!Owner-occupied housing units with a mortgage!!Estimate","Iowa!!Percent owner-occupied housing units with a mortgage!!Estimate","Kansas!!Owner-occupied housing units with a mortgage!!Estimate","Kansas!!Percent owner-occupied housing units with a mortgage!!Estimate","Kentucky!!Owner-occupied housing units with a mortgage!!Estimate","Kentucky!!Percent owner-occupied housing units with a mortgage!!Estimate","Louisiana!!Owner-occupied housing units with a mortgage!!Estimate","Louisiana!!Percent owner-occupied housing units with a mortgage!!Estimate","Maine!!Owner-occupied housing units with a mortgage!!Estimate","Maine!!Percent owner-occupied housing units with a mortgage!!Estimate","Maryland!!Owner-occupied housing units with a mortgage!!Estimate","Maryland!!Percent owner-occupied housing units with a mortgage!!Estimate","Massachusetts!!Owner-occupied housing units with a mortgage!!Estimate","Massachusetts!!Percent owner-occupied housing units with a mortgage!!Estimate","Michigan!!Owner-occupied housing units with a mortgage!!Estimate","Michigan!!Percent owner-occupied housing units with a mortgage!!Estimate","Minnesota!!Owner-occupied housing units with a mortgage!!Estimate","Minnesota!!Percent owner-occupied housing units with a mortgage!!Estimate","Mississippi!!Owner-occupied housing units with a mortgage!!Estimate","Mississippi!!Percent owner-occupied housing units with a mortgage!!Estimate","Missouri!!Owner-occupied housing units with a mortgage!!Estimate","Missouri!!Percent owner-occupied housing units with a mortgage!!Estimate","Montana!!Owner-occupied housing units with a mortgage!!Estimate","Montana!!Percent owner-occupied housing units with a mortgage!!Estimate","Nebraska!!Owner-occupied housing units with a mortgage!!Estimate","Nebraska!!Percent owner-occupied housing units with a mortgage!!Estimate","Nevada!!Owner-occupied housing units with a mortgage!!Estimate","Nevada!!Percent owner-occupied housing units with a mortgage!!Estimate","New Hampshire!!Owner-occupied housing units with a mortgage!!Estimate","New Hampshire!!Percent owner-occupied housing units with a mortgage!!Estimate","New Jersey!!Owner-occupied housing units with a mortgage!!Estimate","New Jersey!!Percent owner-occupied housing units with a mortgage!!Estimate","New Mexico!!Owner-occupied housing units with a mortgage!!Estimate","New Mexico!!Percent owner-occupied housing units with a mortgage!!Estimate","New York!!Owner-occupied housing units with a mortgage!!Estimate","New York!!Percent owner-occupied housing units with a mortgage!!Estimate","North Carolina!!Owner-occupied housing units with a mortgage!!Estimate","North Carolina!!Percent owner-occupied housing units with a mortgage!!Estimate","North Dakota!!Owner-occupied housing units with a mortgage!!Estimate","North Dakota!!Percent owner-occupied housing units with a mortgage!!Estimate","Ohio!!Owner-occupied housing units with a mortgage!!Estimate","Ohio!!Percent owner-occupied housing units with a mortgage!!Estimate","Oklahoma!!Owner-occupied housing units with a mortgage!!Estimate","Oklahoma!!Percent owner-occupied housing units with a mortgage!!Estimate","Oregon!!Owner-occupied housing units with a mortgage!!Estimate","Oregon!!Percent owner-occupied housing units with a mortgage!!Estimate","Pennsylvania!!Owner-occupied housing units with a mortgage!!Estimate","Pennsylvania!!Percent owner-occupied housing units with a mortgage!!Estimate","Rhode Island!!Owner-occupied housing units with a mortgage!!Estimate","Rhode Island!!Percent owner-occupied housing units with a mortgage!!Estimate","South Carolina!!Owner-occupied housing units with a mortgage!!Estimate","South Carolina!!Percent owner-occupied housing units with a mortgage!!Estimate","South Dakota!!Owner-occupied housing units with a mortgage!!Estimate","South Dakota!!Percent owner-occupied housing units with a mortgage!!Estimate","Tennessee!!Owner-occupied housing units with a mortgage!!Estimate","Tennessee!!Percent owner-occupied housing units with a mortgage!!Estimate","Texas!!Owner-occupied housing units with a mortgage!!Estimate","Texas!!Percent owner-occupied housing units with a mortgage!!Estimate","Utah!!Owner-occupied housing units with a mortgage!!Estimate","Utah!!Percent owner-occupied housing units with a mortgage!!Estimate","Vermont!!Owner-occupied housing units with a mortgage!!Estimate","Vermont!!Percent owner-occupied housing units with a mortgage!!Estimate","Virginia!!Owner-occupied housing units with a mortgage!!Estimate","Virginia!!Percent owner-occupied housing units with a mortgage!!Estimate","Washington!!Owner-occupied housing units with a mortgage!!Estimate","Washington!!Percent owner-occupied housing units with a mortgage!!Estimate","West Virginia!!Owner-occupied housing units with a mortgage!!Estimate","West Virginia!!Percent owner-occupied housing units with a mortgage!!Estimate","Wisconsin!!Owner-occupied housing units with a mortgage!!Estimate","Wisconsin!!Percent owner-occupied housing units with a mortgage!!Estimate","Wyoming!!Owner-occupied housing units with a mortgage!!Estimate","Wyoming!!Percent owner-occupied housing units with a mortgage!!Estimate","Puerto Rico!!Owner-occupied housing units with a mortgage!!Estimate","Puerto Rico!!Percent owner-occupied housing units with a mortgage!!Estimate"
"        $400 to $599","33,625","4.7%","1,214","1.2%","25,608","2.4%","29,044","7.2%","30,274","0.6%","11,124","1.1%","2,338","0.4%","3,894","2.2%","134","0.1%","67,297","2.3%","36,790","2.3%","1,836","1.0%","10,714","3.6%","41,981","2.1%","59,267","5.0%","17,910","3.3%","11,863","2.7%","36,065","5.4%","25,508","4.3%","8,823","3.5%","9,928","0.9%","5,933","0.5%","60,269","3.6%","16,451","1.6%","20,031","5.5%","36,391","3.7%","5,867","3.5%","6,795","2.2%","5,211","1.2%","2,104","0.8%","5,956","0.4%","10,148","3.6%","33,499","1.4%","57,951","3.5%","2,250","2.2%","72,272","3.7%","21,930","4.1%","8,440","1.2%","53,728","2.6%","1,120","0.7%","28,779","3.6%","4,244","3.2%","38,515","3.7%","54,118","1.6%","7,330","1.4%","1,380","1.2%","28,926","2.0%","12,079","1.0%","22,792","9.2%","20,116","2.0%","2,465","2.5%","51,394","16.7%"
"        $600 to $799","85,980","11.9%","1,762","1.8%","66,924","6.2%","58,808","14.6%","73,267","1.5%","30,102","2.9%","6,931","1.2%","7,930","4.6%","826","0.9%","183,227","6.2%","104,185","6.6%","4,373","2.4%","24,212","8.0%","107,435","5.4%","159,336","13.6%","52,630","9.7%","33,231","7.6%","77,842","11.7%","60,612","10.1%","19,539","7.8%","23,590","2.2%","12,417","1.1%","158,556","9.4%","46,182","4.4%","52,467","14.4%","101,520","10.2%","9,947","6.0%","17,492","5.7%","16,540","3.8%","4,114","1.6%","9,866","0.7%","29,277","10.2%","91,328","3.8%","151,867","9.1%","7,476","7.2%","201,435","10.4%","54,836","10.3%","20,417","3.0%","152,552","7.4%","3,176","1.9%","82,215","10.2%","8,614","6.5%","104,928","10.2%","155,125","4.5%","17,029","3.4%","4,454","3.9%","69,343","4.9%","28,410","2.3%","40,866","16.5%","66,080","6.6%","5,886","5.9%","81,264","26.4%"
"        $800 to $999","129,624","18.0%","3,568","3.6%","118,038","10.9%","78,955","19.6%","130,462","2.6%","57,104","5.5%","14,753","2.5%","13,095","7.6%","3,105","3.4%","294,522","10.0%","180,788","11.4%","4,585","2.5%","42,561","14.1%","166,949","8.3%","217,517","18.5%","80,662","14.8%","56,335","12.8%","115,887","17.4%","81,461","13.6%","27,388","10.9%","43,577","4.1%","28,885","2.6%","245,146","14.5%","82,545","7.9%","63,816","17.5%","147,831","14.9%","17,101","10.2%","33,810","11.1%","34,681","7.9%","7,961","3.2%","24,523","1.8%","38,598","13.5%","154,095","6.5%","234,254","14.0%","9,041","8.7%","305,279","15.7%","84,240","15.8%","41,610","6.1%","229,100","11.1%","5,005","3.0%","125,371","15.6%","16,312","12.2%","162,079","15.8%","270,811","7.8%","32,153","6.3%","7,005","6.1%","94,575","6.6%","56,344","4.5%","46,168","18.6%","119,753","11.9%","8,478","8.5%","61,880","20.1%"
"        $1,000 to $1,499","257,971","35.7%","18,748","18.9%","356,562","32.8%","132,090","32.7%","631,192","12.7%","230,861","22.1%","98,913","16.7%","54,541","31.5%","8,256","8.9%","869,800","29.5%","512,257","32.3%","20,115","11.2%","110,274","36.6%","497,359","24.8%","422,235","35.9%","198,513","36.5%","147,670","33.7%","238,352","35.7%","212,419","35.5%","86,911","34.7%","189,623","17.7%","151,771","13.5%","597,397","35.4%","312,301","30.0%","125,062","34.4%","350,973","35.3%","53,211","31.9%","108,626","35.7%","136,855","31.4%","47,626","19.1%","139,461","10.2%","109,614","38.4%","444,401","18.7%","563,090","33.7%","38,161","36.9%","675,675","34.8%","192,310","36.1%","173,808","25.4%","618,614","29.9%","37,631","22.6%","283,940","35.3%","49,357","37.0%","351,412","34.2%","910,713","26.3%","160,856","31.7%","36,692","31.9%","328,694","23.0%","243,263","19.4%","83,059","33.5%","357,443","35.5%","38,511","38.8%","66,368","21.5%"
"        $1,500 to $1,999","117,806","16.3%","31,185","31.4%","253,994","23.4%","55,921","13.9%","888,497","17.8%","267,132","25.6%","151,784","25.6%","49,032","28.3%","14,032","15.2%","672,646","22.8%","347,568","21.9%","28,268","15.7%","60,682","20.1%","446,615","22.3%","176,354","15.0%","103,149","19.0%","93,180","21.3%","107,254","16.1%","115,506","19.3%","54,667","21.8%","258,760","24.2%","231,766","20.6%","319,864","19.0%","279,553","26.8%","58,018","15.9%","192,107","19.3%","43,961","26.3%","76,167","25.0%","117,060","26.8%","67,826","27.2%","268,929","19.7%","55,447","19.4%","358,097","15.1%","330,480","19.8%","25,052","24.2%","363,532","18.7%","97,177","18.2%","182,509","26.6%","446,322","21.6%","51,006","30.6%","138,902","17.3%","30,580","22.9%","184,691","18.0%","852,335","24.6%","141,915","28.0%","32,500","28.3%","301,042","21.1%","312,314","24.9%","31,458","12.7%","236,907","23.6%","24,482","24.7%","21,146","6.9%"
"        $2,000 to $2,499","50,942","7.1%","20,146","20.3%","128,188","11.8%","23,768","5.9%","855,187","17.2%","195,172","18.7%","117,853","19.9%","24,775","14.3%","14,809","16.0%","378,948","12.9%","181,244","11.4%","32,485","18.0%","28,919","9.6%","301,879","15.1%","71,237","6.1%","48,954","9.0%","46,559","10.6%","45,388","6.8%","51,845","8.7%","28,353","11.3%","204,953","19.1%","232,488","20.7%","148,909","8.8%","149,490","14.4%","22,243","6.1%","84,568","8.5%","18,919","11.3%","31,315","10.3%","68,283","15.6%","58,188","23.3%","281,139","20.6%","22,584","7.9%","307,934","13.0%","160,288","9.6%","11,782","11.4%","158,850","8.2%","37,841","7.1%","119,659","17.5%","260,928","12.6%","33,505","20.1%","71,167","8.8%","12,664","9.5%","91,710","8.9%","509,008","14.7%","76,611","15.1%","16,565","14.4%","211,039","14.8%","223,328","17.8%","10,811","4.4%","107,357","10.7%","10,363","10.4%","5,595","1.8%"
"        $2,500 to $2,999","19,963","2.8%","11,444","11.5%","67,566","6.2%","10,960","2.7%","705,697","14.2%","119,956","11.5%","75,918","12.8%","11,040","6.4%","12,921","14.0%","201,093","6.8%","100,102","6.3%","26,658","14.8%","10,894","3.6%","177,504","8.9%","29,324","2.5%","18,687","3.4%","23,117","5.3%","17,579","2.6%","19,701","3.3%","11,827","4.7%","135,579","12.7%","176,111","15.7%","68,561","4.1%","71,551","6.9%","9,945","2.7%","35,484","3.6%","8,503","5.1%","14,297","4.7%","28,542","6.5%","30,575","12.3%","215,253","15.8%","8,586","3.0%","278,890","11.7%","78,576","4.7%","5,057","4.9%","71,119","3.7%","19,767","3.7%","66,733","9.7%","138,357","6.7%","17,574","10.6%","32,305","4.0%","4,962","3.7%","41,410","4.0%","287,117","8.3%","34,733","6.9%","8,973","7.8%","151,290","10.6%","146,702","11.7%","4,758","1.9%","48,478","4.8%","5,351","5.4%","4,094","1.3%"
"        $3,000 or more","19,792","2.7%","10,779","10.9%","63,667","5.9%","8,952","2.2%","1,647,899","33.1%","127,068","12.2%","123,223","20.8%","8,383","4.8%","38,111","41.2%","267,355","9.1%","114,936","7.2%","61,675","34.2%","10,303","3.4%","256,012","12.8%","29,733","2.5%","20,777","3.8%","23,721","5.4%","22,866","3.4%","26,077","4.4%","11,725","4.7%","200,951","18.8%","282,153","25.1%","76,691","4.6%","79,385","7.6%","8,629","2.4%","40,235","4.0%","8,544","5.1%","14,577","4.8%","26,226","6.0%","30,706","12.3%","419,179","30.7%","9,422","3.3%","696,657","29.3%","84,355","5.0%","4,259","4.1%","78,503","4.0%","20,941","3.9%","69,949","10.2%","161,038","7.8%","17,047","10.2%","37,492","4.7%","6,123","4.6%","47,191","4.6%","412,574","11.9%","33,116","6.5%","6,622","5.8%","236,878","16.6%","226,310","18.1%","4,597","1.9%","46,638","4.6%","3,383","3.4%","4,826","1.6%"
"        Median (dollars)","1,172","1,172","1,882","1,882","1,457","1,457","1,094","1,094","2,421","2,421","1,845","1,845","2,087","2,087","1,557","1,557","2,684","2,684","1,530","1,530","1,450","1,450","2,472","2,472","1,306","1,306","1,688","1,688","1,146","1,146","1,266","1,266","1,387","1,387","1,179","1,179","1,279","1,279","1,387","1,387","2,015","2,015","2,276","2,276","1,285","1,285","1,595","1,595","1,149","1,149","1,271","1,271","1,466","1,466","1,427","1,427","1,589","1,589","1,963","1,963","2,413","2,413","1,269","1,269","2,156","2,156","1,318","1,318","1,430","1,430","1,250","1,250","1,231","1,231","1,750","1,750","1,477","1,477","1,837","1,837","1,250","1,250","1,371","1,371","1,264","1,264","1,675","1,675","1,605","1,605","1,606","1,606","1,792","1,792","1,951","1,951","1,052","1,052","1,412","1,412","1,417","1,417","828","828"
"    MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Less than $20,000","45,989","6.4%","3,031","3.1%","51,238","4.7%","24,800","6.1%","169,209","3.4%","35,493","3.4%","15,243","2.6%","7,452","4.3%","2,525","2.7%","158,547","5.4%","76,987","4.9%","5,653","3.1%","13,864","4.6%","77,561","3.9%","56,442","4.8%","20,985","3.9%","14,962","3.4%","36,926","5.5%","38,326","6.4%","11,986","4.8%","31,191","2.9%","29,115","2.6%","78,042","4.6%","29,388","2.8%","28,378","7.8%","43,487","4.4%","7,524","4.5%","9,402","3.1%","20,164","4.6%","5,330","2.1%","33,419","2.4%","18,782","6.6%","77,630","3.3%","84,788","5.1%","2,194","2.1%","79,535","4.1%","24,510","4.6%","26,262","3.8%","88,200","4.3%","5,431","3.3%","44,944","5.6%","4,317","3.2%","54,297","5.3%","136,581","3.9%","16,213","3.2%","4,175","3.6%","49,179","3.4%","38,364","3.1%","15,892","6.4%","35,256","3.5%","3,343","3.4%","65,138","21.1%"
"            Less than 20 percent","75","0.0%","0","0.0%","41","0.0%","12","0.0%","861","0.0%","82","0.0%","58","0.0%","0","0.0%","0","0.0%","229","0.0%","112","0.0%","0","0.0%","40","0.0%","125","0.0%","143","0.0%","125","0.0%","108","0.0%","28","0.0%","277","0.0%","0","0.0%","66","0.0%","70","0.0%","221","0.0%","225","0.0%","41","0.0%","101","0.0%","0","0.0%","0","0.0%","16","0.0%","0","0.0%","0","0.0%","25","0.0%","170","0.0%","398","0.0%","0","0.0%","114","0.0%","19","0.0%","67","0.0%","154","0.0%","0","0.0%","0","0.0%","0","0.0%","292","0.0%","437","0.0%","37","0.0%","138","0.1%","215","0.0%","177","0.0%","0","0.0%","230","0.0%","0","0.0%","328","0.1%"
"            20 to 29 percent","608","0.1%","0","0.0%","354","0.0%","537","0.1%","861","0.0%","706","0.1%","0","0.0%","0","0.0%","0","0.0%","1,105","0.0%","913","0.1%","0","0.0%","477","0.2%","933","0.0%","765","0.1%","348","0.1%","208","0.0%","1,178","0.2%","668","0.1%","144","0.1%","256","0.0%","72","0.0%","1,786","0.1%","109","0.0%","494","0.1%","790","0.1%","68","0.0%","108","0.0%","123","0.0%","0","0.0%","0","0.0%","86","0.0%","732","0.0%","1,096","0.1%","44","0.0%","1,010","0.1%","558","0.1%","143","0.0%","690","0.0%","37","0.0%","221","0.0%","10","0.0%","1,025","0.1%","729","0.0%","289","0.1%","189","0.2%","984","0.1%","257","0.0%","643","0.3%","264","0.0%","0","0.0%","2,545","0.8%"
"            30 percent or more","45,306","6.3%","3,031","3.1%","50,843","4.7%","24,251","6.0%","167,487","3.4%","34,705","3.3%","15,185","2.6%","7,452","4.3%","2,525","2.7%","157,213","5.3%","75,962","4.8%","5,653","3.1%","13,347","4.4%","76,503","3.8%","55,534","4.7%","20,512","3.8%","14,646","3.3%","35,720","5.4%","37,381","6.2%","11,842","4.7%","30,869","2.9%","28,973","2.6%","76,035","4.5%","29,054","2.8%","27,843","7.7%","42,596","4.3%","7,456","4.5%","9,294","3.1%","20,025","4.6%","5,330","2.1%","33,419","2.4%","18,671","6.5%","76,728","3.2%","83,294","5.0%","2,150","2.1%","78,411","4.0%","23,933","4.5%","26,052","3.8%","87,356","4.2%","5,394","3.2%","44,723","5.6%","4,307","3.2%","52,980","5.2%","135,415","3.9%","15,887","3.1%","3,848","3.4%","47,980","3.4%","37,930","3.0%","15,249","6.2%","34,762","3.5%","3,343","3.4%","62,265","20.2%"
"        $20,000 to $34,999","67,979","9.4%","4,052","4.1%","77,956","7.2%","45,344","11.2%","244,279","4.9%","55,892","5.4%","29,763","5.0%","10,345","6.0%","2,269","2.5%","256,607","8.7%","111,143","7.0%","9,023","5.0%","22,429","7.4%","121,985","6.1%","96,523","8.2%","36,431","6.7%","24,309","5.5%","56,479","8.5%","51,428","8.6%","20,008","8.0%","41,253","3.9%","43,882","3.9%","136,951","8.1%","51,602","5.0%","36,504","10.0%","74,875","7.5%","12,803","7.7%","16,269","5.3%","27,533","6.3%","9,992","4.0%","56,447","4.1%","31,057","10.9%","120,616","5.1%","136,725","8.2%","5,385","5.2%","152,005","7.8%","45,017","8.4%","42,481","6.2%","133,825","6.5%","8,104","4.9%","66,446","8.3%","9,576","7.2%","91,823","8.9%","215,949","6.2%","25,730","5.1%","7,664","6.7%","78,699","5.5%","61,344","4.9%","24,533","9.9%","60,508","6.0%","4,982","5.0%","68,267","22.1%"
"            Less than 20 percent","2,414","0.3%","124","0.1%","2,246","0.2%","2,686","0.7%","2,737","0.1%","717","0.1%","286","0.0%","160","0.1%","0","0.0%","6,162","0.2%","3,148","0.2%","0","0.0%","306","0.1%","3,197","0.2%","4,930","0.4%","1,375","0.3%","614","0.1%","2,468","0.4%","1,976","0.3%","401","0.2%","470","0.0%","337","0.0%","3,696","0.2%","1,013","0.1%","1,025","0.3%","2,387","0.2%","214","0.1%","318","0.1%","430","0.1%","0","0.0%","443","0.0%","732","0.3%","2,425","0.1%","3,153","0.2%","81","0.1%","6,081","0.3%","2,183","0.4%","313","0.0%","3,719","0.2%","0","0.0%","1,532","0.2%","236","0.2%","2,436","0.2%","3,246","0.1%","450","0.1%","227","0.2%","2,674","0.2%","946","0.1%","1,369","0.6%","893","0.1%","307","0.3%","4,742","1.5%"
"            20 to 29 percent","12,147","1.7%","150","0.2%","9,635","0.9%","11,115","2.8%","9,074","0.2%","3,401","0.3%","710","0.1%","919","0.5%","0","0.0%","22,742","0.8%","11,705","0.7%","482","0.3%","2,614","0.9%","14,795","0.7%","22,082","1.9%","6,945","1.3%","4,086","0.9%","11,880","1.8%","6,665","1.1%","2,790","1.1%","2,095","0.2%","893","0.1%","22,192","1.3%","5,307","0.5%","7,961","2.2%","14,882","1.5%","1,631","1.0%","1,969","0.6%","1,926","0.4%","394","0.2%","864","0.1%","5,121","1.8%","8,646","0.4%","21,902","1.3%","1,314","1.3%","27,578","1.4%","8,448","1.6%","2,958","0.4%","17,145","0.8%","346","0.2%","10,446","1.3%","1,501","1.1%","15,912","1.5%","18,902","0.5%","1,561","0.3%","716","0.6%","9,135","0.6%","3,304","0.3%","6,330","2.6%","7,388","0.7%","651","0.7%","21,611","7.0%"
"            30 percent or more","53,418","7.4%","3,778","3.8%","66,075","6.1%","31,543","7.8%","232,468","4.7%","51,774","5.0%","28,767","4.9%","9,266","5.3%","2,269","2.5%","227,703","7.7%","96,290","6.1%","8,541","4.7%","19,509","6.5%","103,993","5.2%","69,511","5.9%","28,111","5.2%","19,609","4.5%","42,131","6.3%","42,787","7.2%","16,817","6.7%","38,688","3.6%","42,652","3.8%","111,063","6.6%","45,282","4.3%","27,518","7.6%","57,606","5.8%","10,958","6.6%","13,982","4.6%","25,177","5.8%","9,598","3.8%","55,140","4.0%","25,204","8.8%","109,545","4.6%","111,670","6.7%","3,990","3.9%","118,346","6.1%","34,386","6.4%","39,210","5.7%","112,961","5.5%","7,758","4.7%","54,468","6.8%","7,839","5.9%","73,475","7.1%","193,801","5.6%","23,719","4.7%","6,721","5.9%","66,890","4.7%","57,094","4.6%","16,834","6.8%","52,227","5.2%","4,024","4.1%","41,914","13.6%"
"        $35,000 to $49,999","79,494","11.0%","6,899","6.9%","111,381","10.2%","47,142","11.7%","301,676","6.1%","76,267","7.3%","36,917","6.2%","14,405","8.3%","3,872","4.2%","318,905","10.8%","144,458","9.1%","9,013","5.0%","34,000","11.3%","161,878","8.1%","130,817","11.1%","53,211","9.8%","38,959","8.9%","76,307","11.4%","58,673","9.8%","24,923","10.0%","59,941","5.6%","58,160","5.2%","178,327","10.6%","75,734","7.3%","46,110","12.7%","106,408","10.7%","17,779","10.6%","28,512","9.4%","38,900","8.9%","17,157","6.9%","73,112","5.4%","30,413","10.6%","158,191","6.7%","166,529","10.0%","7,130","6.9%","191,537","9.9%","54,354","10.2%","57,377","8.4%","175,211","8.5%","12,165","7.3%","86,896","10.8%","12,245","9.2%","104,250","10.1%","268,313","7.7%","33,282","6.6%","10,794","9.4%","103,407","7.2%","78,007","6.2%","30,454","12.3%","92,763","9.2%","10,052","10.1%","54,024","17.5%"
"            Less than 20 percent","10,232","1.4%","233","0.2%","9,576","0.9%","8,522","2.1%","8,855","0.2%","4,946","0.5%","650","0.1%","1,586","0.9%","123","0.1%","25,900","0.9%","12,228","0.8%","20","0.0%","3,950","1.3%","17,835","0.9%","23,342","2.0%","7,178","1.3%","4,858","1.1%","12,494","1.9%","9,210","1.5%","2,104","0.8%","2,588","0.2%","1,529","0.1%","25,115","1.5%","6,692","0.6%","9,194","2.5%","15,146","1.5%","1,641","1.0%","2,836","0.9%","1,581","0.4%","410","0.2%","1,130","0.1%","2,731","1.0%","13,655","0.6%","18,713","1.1%","889","0.9%","31,902","1.6%","7,229","1.4%","4,163","0.6%","19,552","0.9%","970","0.6%","12,366","1.5%","1,487","1.1%","14,123","1.4%","19,329","0.6%","1,480","0.3%","597","0.5%","9,876","0.7%","3,605","0.3%","7,500","3.0%","9,860","1.0%","1,111","1.1%","14,014","4.5%"
"            20 to 29 percent","38,035","5.3%","1,411","1.4%","34,838","3.2%","23,215","5.8%","34,214","0.7%","14,621","1.4%","3,929","0.7%","3,535","2.0%","834","0.9%","82,893","2.8%","47,238","3.0%","870","0.5%","13,878","4.6%","45,477","2.3%","58,717","5.0%","21,851","4.0%","15,548","3.5%","33,512","5.0%","18,733","3.1%","7,743","3.1%","10,270","1.0%","6,000","0.5%","67,264","4.0%","22,313","2.1%","18,116","5.0%","42,705","4.3%","5,422","3.2%","10,808","3.6%","9,035","2.1%","1,759","0.7%","6,107","0.4%","11,561","4.0%","35,613","1.5%","63,423","3.8%","2,072","2.0%","78,204","4.0%","23,313","4.4%","12,238","1.8%","53,019","2.6%","1,076","0.6%","33,238","4.1%","4,066","3.0%","43,769","4.3%","67,017","1.9%","8,193","1.6%","2,878","2.5%","26,411","1.8%","14,508","1.2%","12,666","5.1%","32,023","3.2%","3,432","3.5%","25,969","8.4%"
"            30 percent or more","31,227","4.3%","5,255","5.3%","66,967","6.2%","15,405","3.8%","258,607","5.2%","56,700","5.4%","32,338","5.5%","9,284","5.4%","2,915","3.2%","210,112","7.1%","84,992","5.4%","8,123","4.5%","16,172","5.4%","98,566","4.9%","48,758","4.2%","24,182","4.4%","18,553","4.2%","30,301","4.5%","30,730","5.1%","15,076","6.0%","47,083","4.4%","50,631","4.5%","85,948","5.1%","46,729","4.5%","18,800","5.2%","48,557","4.9%","10,716","6.4%","14,868","4.9%","28,284","6.5%","14,988","6.0%","65,875","4.8%","16,121","5.6%","108,923","4.6%","84,393","5.1%","4,169","4.0%","81,431","4.2%","23,812","4.5%","40,976","6.0%","102,640","5.0%","10,119","6.1%","41,292","5.1%","6,692","5.0%","46,358","4.5%","181,967","5.3%","23,609","4.7%","7,319","6.4%","67,120","4.7%","59,894","4.8%","10,288","4.2%","50,880","5.1%","5,509","5.6%","14,041","4.6%"
"        $50,000 to $74,999","137,233","19.0%","16,169","16.3%","193,285","17.8%","81,579","20.2%","627,551","12.6%","154,515","14.8%","79,602","13.4%","30,864","17.8%","7,201","7.8%","541,125","18.4%","289,036","18.2%","23,321","12.9%","60,797","20.2%","314,012","15.7%","239,554","20.4%","106,401","19.6%","86,128","19.6%","137,488","20.6%","103,625","17.3%","49,215","19.7%","133,128","12.4%","128,397","11.4%","313,686","18.6%","171,698","16.5%","73,502","20.2%","194,279","19.6%","34,691","20.8%","55,186","18.1%","82,536","18.9%","36,427","14.6%","160,005","11.7%","57,394","20.1%","321,783","13.6%","308,645","18.5%","17,606","17.0%","373,008","19.2%","102,584","19.2%","114,992","16.8%","356,323","17.2%","25,751","15.5%","149,967","18.6%","28,515","21.4%","197,509","19.2%","557,384","16.1%","92,861","18.3%","20,749","18.1%","201,012","14.1%","183,026","14.6%","51,179","20.7%","184,627","18.4%","19,679","19.8%","54,422","17.6%"
